"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","16-19","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","AO","35","[c]","21050","21010"
"Leaver CS","2021","16-19","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Outside London","EO","15","[c]","22190","21630"
"Leaver CS","2021","20-29","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Outside London","HEO","10","[c]","28100","28780"
"Leaver CS","2021","20-29","Commercial","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","London","EO","15","[c]","26130","28500"
"Leaver CS","2021","20-29","Communications","London","HEO","20","[c]","34560","33630"
"Leaver CS","2021","20-29","Communications","London","SEO","10","[c]","41340","39980"
"Leaver CS","2021","20-29","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Outside London","AO","10","[c]","19720","19830"
"Leaver CS","2021","20-29","Communications","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Corporate Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Outside London","AO","15","[c]","21090","21000"
"Leaver CS","2021","20-29","Digital, Data and Technology","Outside London","EO","15","[c]","25740","25230"
"Leaver CS","2021","20-29","Digital, Data and Technology","Outside London","HEO","15","[c]","32440","32000"
"Leaver CS","2021","20-29","Digital, Data and Technology","Outside London","SEO","15","[c]","38620","38230"
"Leaver CS","2021","20-29","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","London","AO","35","[c]","22570","24300"
"Leaver CS","2021","20-29","Economics","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","London","HEO","10","[c]","31080","30630"
"Leaver CS","2021","20-29","Economics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Outside London","AO","25","[c]","19130","19130"
"Leaver CS","2021","20-29","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inspector of Education and Training","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","London","AO","15","[c]","18200","18200"
"Leaver CS","2021","20-29","International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","London","AA","35","[c]","19040","19060"
"Leaver CS","2021","20-29","Operational Delivery","London","AO","160","[c]","22660","22680"
"Leaver CS","2021","20-29","Operational Delivery","London","EO","60","[c]","27670","26410"
"Leaver CS","2021","20-29","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","London","HEO","50","[c]","32320","30850"
"Leaver CS","2021","20-29","Operational Delivery","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Outside London","AA","225","[c]","17970","18040"
"Leaver CS","2021","20-29","Operational Delivery","Outside London","AO","1240","[c]","20720","20760"
"Leaver CS","2021","20-29","Operational Delivery","Outside London","EO","135","[c]","25070","24890"
"Leaver CS","2021","20-29","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Outside London","HEO","25","[c]","30120","29730"
"Leaver CS","2021","20-29","Operational Delivery","Outside London","SEO","10","[c]","37560","36990"
"Leaver CS","2021","20-29","Operational Delivery","Outside London","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Outside London","AA","15","[c]","17180","17180"
"Leaver CS","2021","20-29","Operational Research","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","London","AO","15","[c]","20680","20880"
"Leaver CS","2021","20-29","Other","London","EO","40","[c]","27250","27500"
"Leaver CS","2021","20-29","Other","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","London","HEO","20","[c]","32890","32670"
"Leaver CS","2021","20-29","Other","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Outside London","AA","15","[c]","18890","19050"
"Leaver CS","2021","20-29","Other","Outside London","AO","20","[c]","21440","20920"
"Leaver CS","2021","20-29","Other","Outside London","EO","40","[c]","23270","23230"
"Leaver CS","2021","20-29","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Overseas","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Unknown","Unknown","30","[c]","27620","28680"
"Leaver CS","2021","20-29","Policy","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","London","AO","35","[c]","22520","24370"
"Leaver CS","2021","20-29","Policy","London","EO","65","[c]","23570","25960"
"Leaver CS","2021","20-29","Policy","London","G7","20","[c]","54440","53760"
"Leaver CS","2021","20-29","Policy","London","HEO","70","[c]","33820","33540"
"Leaver CS","2021","20-29","Policy","London","SEO","20","[c]","40560","40510"
"Leaver CS","2021","20-29","Policy","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Outside London","EO","30","[c]","17980","19040"
"Leaver CS","2021","20-29","Project Delivery","Outside London","HEO","20","[c]","28470","28120"
"Leaver CS","2021","20-29","Project Delivery","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","London","EO","15","[c]","26730","26500"
"Leaver CS","2021","20-29","Property","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Outside London","EO","55","[c]","24650","24500"
"Leaver CS","2021","20-29","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Psychology","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Psychology","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Psychology","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Psychology","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","London","AO","10","[c]","23600","23530"
"Leaver CS","2021","20-29","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Outside London","AA","60","[c]","17550","17180"
"Leaver CS","2021","20-29","Science and Engineering","Outside London","AO","60","[c]","21040","20980"
"Leaver CS","2021","20-29","Science and Engineering","Outside London","EO","50","[c]","23700","23690"
"Leaver CS","2021","20-29","Science and Engineering","Outside London","HEO","50","[c]","29880","29490"
"Leaver CS","2021","20-29","Science and Engineering","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Outside London","AA","10","[c]","19470","19560"
"Leaver CS","2021","20-29","Security","Outside London","AO","35","[c]","27280","26610"
"Leaver CS","2021","20-29","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","London","AA","35","[c]","21650","21770"
"Leaver CS","2021","20-29","Unknown","London","AO","135","[c]","23520","25110"
"Leaver CS","2021","20-29","Unknown","London","EO","155","[c]","29530","31060"
"Leaver CS","2021","20-29","Unknown","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","London","G7","25","[c]","54620","54470"
"Leaver CS","2021","20-29","Unknown","London","HEO","105","[c]","30430","33510"
"Leaver CS","2021","20-29","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","London","SEO","25","[c]","41820","40850"
"Leaver CS","2021","20-29","Unknown","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Outside London","AA","50","[c]","21400","21150"
"Leaver CS","2021","20-29","Unknown","Outside London","AO","680","[c]","21230","21010"
"Leaver CS","2021","20-29","Unknown","Outside London","EO","265","[c]","27180","27570"
"Leaver CS","2021","20-29","Unknown","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Outside London","HEO","50","[c]","32010","32140"
"Leaver CS","2021","20-29","Unknown","Outside London","SEO","15","[c]","38810","39310"
"Leaver CS","2021","20-29","Unknown","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","AO","15","[c]","21510","21010"
"Leaver CS","2021","20-29","Unknown","Unknown","EO","10","[c]","27250","27570"
"Leaver CS","2021","20-29","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","HEO","25","[c]","29770","28420"
"Leaver CS","2021","20-29","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Outside London","SEO","15","[c]","38460","37400"
"Leaver CS","2021","30-39","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","London","HEO","15","[c]","34350","33100"
"Leaver CS","2021","30-39","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","London","G7","15","[c]","57630","57440"
"Leaver CS","2021","30-39","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","London","SEO","15","[c]","42790","41950"
"Leaver CS","2021","30-39","Digital, Data and Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Outside London","EO","15","[c]","26890","26560"
"Leaver CS","2021","30-39","Digital, Data and Technology","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Outside London","G7","10","[c]","57440","56550"
"Leaver CS","2021","30-39","Digital, Data and Technology","Outside London","HEO","10","[c]","35860","37280"
"Leaver CS","2021","30-39","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Outside London","SEO","20","[c]","40820","40580"
"Leaver CS","2021","30-39","Economics","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Outside London","EO","10","[c]","25930","25640"
"Leaver CS","2021","30-39","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inspector of Education and Training","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
