"Status","Year","Parent_department","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department of Health and Social Care","Science and Engineering","London","EO","90","90","27710","27400"
"In post","2021","Department of Health and Social Care","Science and Engineering","London","G6/G7","280","260","60620","56900"
"In post","2021","Department of Health and Social Care","Science and Engineering","London","SCS level","35","30","101320","93640"
"In post","2021","Department of Health and Social Care","Science and Engineering","London","SEO/HEO","415","390","38670","40070"
"In post","2021","Department of Health and Social Care","Science and Engineering","Outside London","AA/AO","235","220","20670","20150"
"In post","2021","Department of Health and Social Care","Science and Engineering","Outside London","EO","170","165","24970","24200"
"In post","2021","Department of Health and Social Care","Science and Engineering","Outside London","G6/G7","450","425","58300","53620"
"In post","2021","Department of Health and Social Care","Science and Engineering","Outside London","SCS level","30","25","104250","104930"
"In post","2021","Department of Health and Social Care","Science and Engineering","Outside London","SEO/HEO","805","730","36320","36760"
"In post","2021","Department of Health and Social Care","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Social Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Social Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Statistics","London","G6/G7","25","25","57920","54520"
"In post","2021","Department of Health and Social Care","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Statistics","London","SEO/HEO","10","10","40310","43230"
"In post","2021","Department of Health and Social Care","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Statistics","Outside London","G6/G7","15","15","54110","51540"
"In post","2021","Department of Health and Social Care","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Statistics","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","London","AA/AO","10","10","23500","23550"
"In post","2021","Department of Health and Social Care","Unknown","London","EO","50","50","27180","27140"
"In post","2021","Department of Health and Social Care","Unknown","London","G6/G7","65","65","57420","53360"
"In post","2021","Department of Health and Social Care","Unknown","London","SCS level","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","London","SEO/HEO","45","45","36830","40450"
"In post","2021","Department of Health and Social Care","Unknown","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","Outside London","SEO/HEO","30","30","36270","35730"
"In post","2021","ESTYN","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Digital, Data and Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Human Resources","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Inspector of Education and Training","Outside London","G6/G7","65","60","74480","74730"
"In post","2021","ESTYN","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Operational Delivery","Outside London","EO","10","10","27900","28850"
"In post","2021","ESTYN","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Commercial","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","London","SEO/HEO","15","15","40170","40960"
"In post","2021","Food Standards Agency","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","Outside London","SEO/HEO","10","10","35730","37910"
"In post","2021","Food Standards Agency","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","London","SEO/HEO","15","15","37060","37320"
"In post","2021","Food Standards Agency","Counter Fraud","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","Outside London","SEO/HEO","30","30","34500","30810"
"In post","2021","Food Standards Agency","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","London","SEO/HEO","15","15","37840","39190"
"In post","2021","Food Standards Agency","Digital, Data and Technology","Outside London","G6/G7","10","10","54140","52070"
"In post","2021","Food Standards Agency","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","Outside London","SEO/HEO","25","25","35350","37910"
"In post","2021","Food Standards Agency","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Economics","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Outside London","G6/G7","10","10","55210","52070"
"In post","2021","Food Standards Agency","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Outside London","SEO/HEO","20","20","35170","37630"
"In post","2021","Food Standards Agency","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","Outside London","SEO/HEO","10","10","34220","32120"
"In post","2021","Food Standards Agency","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Intelligence Analysis","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","London","EO","25","25","28670","29090"
"In post","2021","Food Standards Agency","Operational Delivery","London","G6/G7","20","20","56690","56130"
"In post","2021","Food Standards Agency","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","London","SEO/HEO","80","80","35470","32830"
"In post","2021","Food Standards Agency","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","Outside London","EO","365","345","27130","26750"
"In post","2021","Food Standards Agency","Operational Delivery","Outside London","G6/G7","15","15","54520","52070"
"In post","2021","Food Standards Agency","Operational Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","Outside London","SEO/HEO","105","100","34260","31390"
"In post","2021","Food Standards Agency","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","London","EO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","London","G6/G7","30","30","57690","56130"
"In post","2021","Food Standards Agency","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","London","SEO/HEO","70","70","37470","37910"
"In post","2021","Food Standards Agency","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","Outside London","G6/G7","15","15","55560","52730"
"In post","2021","Food Standards Agency","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","Outside London","SEO/HEO","55","55","34840","37350"
"In post","2021","Food Standards Agency","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","London","G6/G7","20","20","57900","56130"
"In post","2021","Food Standards Agency","Science and Engineering","London","SEO/HEO","45","40","36510","34330"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","SEO/HEO","15","15","36160","37910"
"In post","2021","Food Standards Agency","Social Research","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Social Research","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","Outside London","G6/G7","15","15","52850","52070"
"In post","2021","Food Standards Agency","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","Outside London","SEO/HEO","30","30","39010","37910"
"In post","2021","Foreign, Commonwealth and Development Office","Commercial","London","G6/G7","10","10","68220","67370"
"In post","2021","Foreign, Commonwealth and Development Office","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Commercial","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Commercial","Outside London","EO","15","15","26220","26120"
"In post","2021","Foreign, Commonwealth and Development Office","Commercial","Outside London","G6/G7","40","40","57030","54600"
"In post","2021","Foreign, Commonwealth and Development Office","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Commercial","Outside London","SEO/HEO","80","80","38520","39580"
"In post","2021","Foreign, Commonwealth and Development Office","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Communications","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Communications","London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Communications","London","G6/G7","45","40","59070","57420"
"In post","2021","Foreign, Commonwealth and Development Office","Communications","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Communications","London","SEO/HEO","70","70","41840","41620"
"In post","2021","Foreign, Commonwealth and Development Office","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Communications","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Communications","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Communications","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","EO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","SEO/HEO","15","15","41070","40650"
"In post","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","EO","55","50","28620","26120"
"In post","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","G6/G7","65","65","57410","56410"
"In post","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","SEO/HEO","155","155","39440","39190"
"In post","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Economics","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Economics","London","G6/G7","70","65","58410","58030"
"In post","2021","Foreign, Commonwealth and Development Office","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Economics","London","SEO/HEO","40","40","36480","36360"
"In post","2021","Foreign, Commonwealth and Development Office","Economics","Outside London","G6/G7","10","10","55470","55730"
"In post","2021","Foreign, Commonwealth and Development Office","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Economics","Overseas","G6/G7","35","35","59000","58030"
"In post","2021","Foreign, Commonwealth and Development Office","Economics","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","London","G6/G7","25","25","60760","59430"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","London","SEO/HEO","50","50","38360","38230"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","Outside London","AA/AO","15","15","22290","21490"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","Outside London","EO","35","30","26780","26120"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","Outside London","G6/G7","35","35","56760","53950"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","Outside London","SEO/HEO","60","60","37020","33930"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","London","AA/AO","10","10","28040","28000"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","London","EO","20","20","31670","30830"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","London","G6/G7","55","55","61740","58470"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","London","SEO/HEO","65","60","37590","37560"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","Outside London","EO","20","20","26490","26350"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","Outside London","G6/G7","30","30","59650","56610"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","Outside London","SEO/HEO","35","35","38570","37730"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","EO","20","20","32360","32980"
"In post","2021","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","G6/G7","45","40","61940","60190"
"In post","2021","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","SEO/HEO","70","70","38130","37740"
"In post","2021","Foreign, Commonwealth and Development Office","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Intelligence Analysis","Overseas","G6/G7","15","15","56240","55330"
"In post","2021","Foreign, Commonwealth and Development Office","Intelligence Analysis","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Intelligence Analysis","Overseas","SEO/HEO","35","35","35520","34770"
"In post","2021","Foreign, Commonwealth and Development Office","Internal Audit","London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Internal Audit","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","SEO/HEO","35","35","37040","33930"
"In post","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","EO","15","15","31680","31120"
"In post","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","G6/G7","25","25","65210","63380"
"In post","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","SEO/HEO","40","35","40450","39040"
"In post","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","EO","10","10","27610","27150"
"In post","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","SEO/HEO","15","15","36890","34280"
"In post","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Legal","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Legal","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Legal","London","G6/G7","55","50","66750","66980"
"In post","2021","Foreign, Commonwealth and Development Office","Legal","London","SCS level","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Legal","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Legal","Outside London","G6/G7","35","20","56410","57760"
"In post","2021","Foreign, Commonwealth and Development Office","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Medicine","London","G6/G7","10","10","62020","62430"
"In post","2021","Foreign, Commonwealth and Development Office","Medicine","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Medicine","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Medicine","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Medicine","Overseas","G6/G7","15","15","60570","59380"
"In post","2021","Foreign, Commonwealth and Development Office","Medicine","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","London","AA/AO","50","45","26420","28000"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","London","EO","65","65","30770","30630"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","London","G6/G7","45","45","57960","55940"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","London","SEO/HEO","50","45","39590","38600"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","AA/AO","170","165","23990","24750"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","EO","110","105","26770","26120"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","G6/G7","35","35","54380","52690"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","SEO/HEO","90","85","36160","33930"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Research","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Operational Research","London","G6/G7","35","35","67000","65590"
