"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Companies House","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Companies House","Policy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","No function","Companies House","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Companies House","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Companies House","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Criminal Injuries Compensation Authority","Operational Delivery","Heterosexual / straight","180","165","26020","22570"
"In post","2021","No function","Criminal Injuries Compensation Authority","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2021","No function","Criminal Injuries Compensation Authority","Operational Delivery","Undeclared","25","20","[c]","[c]"
"In post","2021","No function","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","65","65","24300","22570"
"In post","2021","No function","Criminal Injuries Compensation Authority","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Criminal Injuries Compensation Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Crown Commercial Service","Operational Delivery","Heterosexual / straight","130","130","41390","36740"
"In post","2021","No function","Crown Commercial Service","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2021","No function","Crown Commercial Service","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Crown Commercial Service","Operational Delivery","Unknown","40","40","38810","31250"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","Heterosexual / straight","1125","1030","26430","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","LGBO","45","45","25640","25410"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","Undeclared","50","45","25210","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","Unknown","50","45","25740","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Policy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Operational Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Operational Research","Heterosexual / straight","185","175","43580","46080"
"In post","2021","No function","Defence Science and Technology Laboratory","Operational Research","LGBO","15","15","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Operational Research","Undeclared","10","10","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Operational Research","Unknown","25","25","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Psychology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Science and Engineering","Heterosexual / straight","1485","1440","40090","37360"
"In post","2021","No function","Defence Science and Technology Laboratory","Science and Engineering","LGBO","90","85","33900","28650"
"In post","2021","No function","Defence Science and Technology Laboratory","Science and Engineering","Undeclared","180","175","42490","46080"
"In post","2021","No function","Defence Science and Technology Laboratory","Science and Engineering","Unknown","565","550","40230","37750"
"In post","2021","No function","Defence Science and Technology Laboratory","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Heterosexual / straight","75","75","57580","57850"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","LGBO","10","10","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Undeclared","10","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Unknown","10","10","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","LGBO","5","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Heterosexual / straight","330","325","44680","40050"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","LGBO","40","40","44680","44760"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Undeclared","30","30","50650","52080"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Unknown","65","65","41180","34160"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Heterosexual / straight","2570","2505","50300","53380"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","LGBO","310","310","47510","42630"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Undeclared","360","350","51000","53380"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Unknown","390","385","45440","40050"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Heterosexual / straight","35","35","53380","53380"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","LGBO","5","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Undeclared","[c]","[c]","[c]","[c]"
