"Status","Year","Function_of_post","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Department for Digital, Culture, Media and Sport","London","Male","80","80","53290","51730"
"In post","2021","Project Delivery","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Project Delivery","Department for Education","London","Female","110","105","51780","54400"
"In post","2021","Project Delivery","Department for Education","London","Male","85","85","55260","58440"
"In post","2021","Project Delivery","Department for Education","Outside London","Female","190","180","42040","37100"
"In post","2021","Project Delivery","Department for Education","Outside London","Male","145","145","47020","49860"
"In post","2021","Project Delivery","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for Environment, Food and Rural Affairs","London","Female","60","55","44730","39450"
"In post","2021","Project Delivery","Department for Environment, Food and Rural Affairs","London","Male","50","45","42240","33320"
"In post","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","Female","230","210","35950","34670"
"In post","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","Male","170","170","38150","36520"
"In post","2021","Project Delivery","Department for International Trade","London","Female","25","25","[c]","[c]"
"In post","2021","Project Delivery","Department for International Trade","London","Male","20","20","[c]","[c]"
"In post","2021","Project Delivery","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for Transport","London","Female","185","180","51220","45140"
"In post","2021","Project Delivery","Department for Transport","London","Male","230","230","57440","54760"
"In post","2021","Project Delivery","Department for Transport","Outside London","Female","100","95","37840","38650"
"In post","2021","Project Delivery","Department for Transport","Outside London","Male","100","95","41390","39470"
"In post","2021","Project Delivery","Department for Work and Pensions","Outside London","Female","30","25","35830","34400"
"In post","2021","Project Delivery","Department for Work and Pensions","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Project Delivery","Department of Health and Social Care","London","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Department of Health and Social Care","London","Male","5","5","[c]","[c]"
"In post","2021","Project Delivery","Department of Health and Social Care","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department of Health and Social Care","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Food Standards Agency","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Project Delivery","Food Standards Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office","London","Female","620","590","50960","53000"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office","London","Male","405","400","54680","55060"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","Female","330","315","40490","33930"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","Male","190","190","43920","40680"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","Female","260","260","58800","58030"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","Male","250","250","59410","58000"
"In post","2021","Project Delivery","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","HM Land Registry","Outside London","Female","70","70","39560","38550"
"In post","2021","Project Delivery","HM Land Registry","Outside London","Male","65","65","40230","38550"
"In post","2021","Project Delivery","HM Revenue and Customs","London","Female","575","545","52760","59160"
"In post","2021","Project Delivery","HM Revenue and Customs","London","Male","595","565","56030","59160"
"In post","2021","Project Delivery","HM Revenue and Customs","Outside London","Female","1885","1740","38840","38630"
"In post","2021","Project Delivery","HM Revenue and Customs","Outside London","Male","1510","1465","41660","38630"
"In post","2021","Project Delivery","HM Treasury","London","Female","20","15","[c]","[c]"
"In post","2021","Project Delivery","HM Treasury","London","Male","10","10","[c]","[c]"
"In post","2021","Project Delivery","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Ministry of Defence","London","Female","225","220","47810","45200"
"In post","2021","Project Delivery","Ministry of Defence","London","Male","305","300","49830","44840"
"In post","2021","Project Delivery","Ministry of Defence","Outside London","Female","5855","5540","35020","33300"
"In post","2021","Project Delivery","Ministry of Defence","Outside London","Male","9900","9725","38770","37320"
"In post","2021","Project Delivery","Ministry of Defence","Overseas","Female","40","40","37770","33630"
"In post","2021","Project Delivery","Ministry of Defence","Overseas","Male","95","95","43720","41800"
"In post","2021","Project Delivery","Ministry of Defence","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Ministry of Defence","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government","London","Female","50","50","48500","39920"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government","London","Male","35","35","45850","39600"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Outside London","Female","35","30","42990","48200"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Outside London","Male","30","30","44480","45970"
"In post","2021","Project Delivery","Ministry of Justice","London","Female","250","245","42470","36800"
"In post","2021","Project Delivery","Ministry of Justice","London","Male","165","165","42890","38080"
"In post","2021","Project Delivery","Ministry of Justice","Outside London","Female","185","180","37000","32250"
"In post","2021","Project Delivery","Ministry of Justice","Outside London","Male","110","110","39610","35620"
"In post","2021","Project Delivery","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","National Crime Agency","London","Female","15","15","[c]","[c]"
"In post","2021","Project Delivery","National Crime Agency","London","Male","10","10","[c]","[c]"
"In post","2021","Project Delivery","National Crime Agency","Outside London","Female","35","35","41070","40100"
"In post","2021","Project Delivery","National Crime Agency","Outside London","Male","35","35","48500","45650"
"In post","2021","Project Delivery","Office for Standards in Education","London","Female","5","5","[c]","[c]"
"In post","2021","Project Delivery","Office for Standards in Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Office for Standards in Education","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Project Delivery","Office for Standards in Education","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other Cabinet Office Agencies","London","Female","5","5","[c]","[c]"
"In post","2021","Project Delivery","Other Cabinet Office Agencies","London","Male","15","15","[c]","[c]"
"In post","2021","Project Delivery","Other Cabinet Office Agencies","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Project Delivery","Other Cabinet Office Agencies","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Project Delivery","Scotland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scottish Government","Outside London","Female","140","130","31440","30080"
"In post","2021","Project Delivery","Scottish Government","Outside London","Male","155","150","40780","37530"
"In post","2021","Project Delivery","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","UK Export Finance","London","Male","10","10","[c]","[c]"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","London","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","Outside London","Female","140","135","38910","36030"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","Outside London","Male","75","75","43150","49100"
"In post","2021","Project Delivery","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Water Services Regulation Authority","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Property","Attorney General's Departments","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Attorney General's Departments","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cabinet Office","London","Female","35","35","48250","40600"
"In post","2021","Property","Cabinet Office","London","Male","35","30","59620","54700"
"In post","2021","Property","Cabinet Office","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Property","Cabinet Office","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Property","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy","London","Female","5","5","[c]","[c]"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy","Outside London","Female","30","30","33850","28800"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy","Outside London","Male","40","35","29680","25060"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Education","London","Female","30","30","52740","53890"
"In post","2021","Property","Department for Education","London","Male","40","40","58720","62960"
"In post","2021","Property","Department for Education","Outside London","Female","80","75","41450","36780"
"In post","2021","Property","Department for Education","Outside London","Male","110","110","50430","50630"
"In post","2021","Property","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Education","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Property","Department for Environment, Food and Rural Affairs","London","Female","10","10","[c]","[c]"
"In post","2021","Property","Department for Environment, Food and Rural Affairs","London","Male","20","20","[c]","[c]"
"In post","2021","Property","Department for Environment, Food and Rural Affairs","Outside London","Female","205","185","33170","29720"
"In post","2021","Property","Department for Environment, Food and Rural Affairs","Outside London","Male","160","155","39610","36490"
"In post","2021","Property","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for International Trade","London","Male","5","5","[c]","[c]"
"In post","2021","Property","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Transport","London","Female","5","5","[c]","[c]"
"In post","2021","Property","Department for Transport","London","Male","10","10","[c]","[c]"
"In post","2021","Property","Department for Transport","Outside London","Female","70","60","29980","26780"
"In post","2021","Property","Department for Transport","Outside London","Male","75","70","33320","31380"
"In post","2021","Property","Department for Work and Pensions","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Property","Department for Work and Pensions","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Property","Department of Health and Social Care","London","Female","10","10","[c]","[c]"
"In post","2021","Property","Department of Health and Social Care","London","Male","15","15","[c]","[c]"
"In post","2021","Property","Department of Health and Social Care","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Property","Department of Health and Social Care","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Property","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Foreign, Commonwealth and Development Office","London","Female","40","40","46550","43300"
"In post","2021","Property","Foreign, Commonwealth and Development Office","London","Male","95","95","52790","49770"
"In post","2021","Property","Foreign, Commonwealth and Development Office","Outside London","Female","40","35","34720","30910"
"In post","2021","Property","Foreign, Commonwealth and Development Office","Outside London","Male","155","155","35870","34640"
"In post","2021","Property","Foreign, Commonwealth and Development Office","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Property","Foreign, Commonwealth and Development Office","Overseas","Male","125","125","40890","40330"
"In post","2021","Property","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","HM Land Registry","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Property","HM Land Registry","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Property","HM Revenue and Customs","London","Female","290","270","36720","31590"
"In post","2021","Property","HM Revenue and Customs","London","Male","320","310","41160","37380"
"In post","2021","Property","HM Revenue and Customs","Outside London","Female","1485","1320","30040","26000"
"In post","2021","Property","HM Revenue and Customs","Outside London","Male","1410","1350","34460","31100"
"In post","2021","Property","HM Treasury","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","HM Treasury","London","Male","5","5","[c]","[c]"
"In post","2021","Property","Ministry of Defence","London","Female","35","35","29900","30200"
"In post","2021","Property","Ministry of Defence","London","Male","45","45","39120","34640"
"In post","2021","Property","Ministry of Defence","Outside London","Female","970","925","30880","33000"
"In post","2021","Property","Ministry of Defence","Outside London","Male","1610","1580","32800","33300"
"In post","2021","Property","Ministry of Defence","Overseas","Female","15","15","[c]","[c]"
"In post","2021","Property","Ministry of Defence","Overseas","Male","45","45","37090","36300"
"In post","2021","Property","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Ministry of Defence","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Property","Ministry of Housing, Communities and Local Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Ministry of Housing, Communities and Local Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Ministry of Justice","London","Female","75","70","41270","36800"
"In post","2021","Property","Ministry of Justice","London","Male","105","105","48830","40510"
"In post","2021","Property","Ministry of Justice","Outside London","Female","95","90","30760","28560"
"In post","2021","Property","Ministry of Justice","Outside London","Male","80","80","39260","33330"
"In post","2021","Property","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","National Crime Agency","London","Male","10","10","[c]","[c]"
"In post","2021","Property","National Crime Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Property","National Crime Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Property","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office for Standards in Education","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office for Standards in Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office for Standards in Education","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Property","Office for Standards in Education","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Property","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other Cabinet Office Agencies","London","Female","5","5","[c]","[c]"
"In post","2021","Property","Other Cabinet Office Agencies","London","Male","10","10","[c]","[c]"
"In post","2021","Property","Other Cabinet Office Agencies","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Property","Other Cabinet Office Agencies","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Property","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Scottish Government","Outside London","Female","240","225","29390","28120"
"In post","2021","Property","Scottish Government","Outside London","Male","780","760","30900","28870"
"In post","2021","Property","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","The National Archives","London","Male","10","10","[c]","[c]"
"In post","2021","Property","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","United Kingdom Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","United Kingdom Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","United Kingdom Statistics Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","United Kingdom Statistics Authority","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Property","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Attorney General's Departments","London","Female","5","5","[c]","[c]"
"In post","2021","Security","Attorney General's Departments","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Attorney General's Departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Attorney General's Departments","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Security","Cabinet Office","London","Female","90","85","43240","35590"
"In post","2021","Security","Cabinet Office","London","Male","85","85","46650","40600"
"In post","2021","Security","Cabinet Office","Outside London","Female","335","310","29130","26670"
"In post","2021","Security","Cabinet Office","Outside London","Male","300","290","30490","33300"
"In post","2021","Security","Cabinet Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Unknown","Female","30","30","33940","33000"
"In post","2021","Security","Cabinet Office","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Security","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chancellor's other departments","London","Male","5","5","[c]","[c]"
"In post","2021","Security","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","London","Female","5","5","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","London","Male","15","15","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Security","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","London","Male","5","5","[c]","[c]"
"In post","2021","Security","Department for Education","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Security","Department for Education","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Security","Department for International Trade","London","Female","10","10","[c]","[c]"
"In post","2021","Security","Department for International Trade","London","Male","15","15","[c]","[c]"
"In post","2021","Security","Department for Transport","Outside London","Female","35","35","31980","30890"
"In post","2021","Security","Department for Transport","Outside London","Male","95","90","30540","25390"
"In post","2021","Security","Department for Work and Pensions","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Work and Pensions","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office","London","Female","105","100","42100","38360"
"In post","2021","Security","Foreign, Commonwealth and Development Office","London","Male","135","135","44920","38600"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Outside London","Female","40","40","34120","29550"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Outside London","Male","170","165","36220","33390"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Overseas","Female","30","30","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Overseas","Male","85","85","38590","34450"
"In post","2021","Security","HM Revenue and Customs","London","Female","10","10","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","London","Male","25","25","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Outside London","Female","60","55","36350","38630"
"In post","2021","Security","HM Revenue and Customs","Outside London","Male","90","90","40170","38630"
"In post","2021","Security","HM Treasury","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Treasury","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","London","Female","50","45","34600","32690"
"In post","2021","Security","Ministry of Defence","London","Male","275","275","32210","26090"
"In post","2021","Security","Ministry of Defence","Outside London","Female","865","840","27500","22650"
"In post","2021","Security","Ministry of Defence","Outside London","Male","4880","4795","29170","25540"
"In post","2021","Security","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Housing, Communities and Local Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Housing, Communities and Local Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Justice","London","Female","115","110","43940","38770"
"In post","2021","Security","Ministry of Justice","London","Male","80","80","49860","48020"
"In post","2021","Security","Ministry of Justice","Outside London","Female","200","200","32730","30290"
"In post","2021","Security","Ministry of Justice","Outside London","Male","280","280","39250","38160"
"In post","2021","Security","National Crime Agency","London","Female","20","20","[c]","[c]"
"In post","2021","Security","National Crime Agency","London","Male","10","10","[c]","[c]"
"In post","2021","Security","National Crime Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Scottish Government","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Security","Scottish Government","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Security","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","London","Female","30","25","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","London","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","London","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Charity Commission","London","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Outside London","Female","125","120","30390","29160"
"In post","2021","Unknown","Charity Commission","Outside London","Male","90","85","32900","29160"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Female","25","25","[c]","[c]"
