"Status","Year","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Black","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicines and Healthcare Products Regulatory Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Met Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Met Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Met Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence (excl. agencies)","Outside London","40","[c]","29810","26350"
"New entrant CS","2021","Black","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education, Children's Services and Skills","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Public Health England","London","110","[c]","35120","32330"
"New entrant CS","2021","Black","Public Health England","Outside London","70","[c]","32610","30910"
"New entrant CS","2021","Black","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Government (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","UK Export Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","United Kingdom Statistics Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Wales Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Work and Pensions (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Work and Pensions (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
