"Status","Year","Age","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Commercial","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Met Office","Unknown","45","45","46710","47960"
"In post","2021","50-59","Commercial","Ministry of Defence (excl. agencies)","Heterosexual / straight","405","395","36380","33300"
"In post","2021","50-59","Commercial","Ministry of Defence (excl. agencies)","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Ministry of Defence (excl. agencies)","Undeclared","95","90","38750","36300"
"In post","2021","50-59","Commercial","Ministry of Defence (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Ministry of Justice (excl. agencies)","Heterosexual / straight","45","45","35250","34090"
"In post","2021","50-59","Commercial","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Ministry of Justice (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Public Health England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Commercial","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Scottish Prison Service","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Commercial","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Scottish Prison Service","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Commercial","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Submarine Delivery Agency","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","50-59","Commercial","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Submarine Delivery Agency","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","The National Archives","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Commercial","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","The National Archives","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","UK Export Finance","Heterosexual / straight","45","45","61140","50530"
"In post","2021","50-59","Commercial","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","UK Export Finance","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","UK Hydrographic Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Commercial","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","United Kingdom Statistics Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Wilton Park","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Cabinet Office (excl. agencies)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Communications","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Cabinet Office (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Communications","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Charity Commission","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Crown Prosecution Service","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Communications","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Defence Equipment and Support","Heterosexual / straight","85","85","27490","24560"
"In post","2021","50-59","Communications","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Defence Equipment and Support","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Communications","Defence Equipment and Support","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Defence Science and Technology Laboratory","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Communications","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Education (excl. agencies)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","50-59","Communications","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Education (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Department for Education (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","50-59","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Communications","Department for International Trade","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Transport (excl. agencies)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Communications","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Communications","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Department of Health and Social Care (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Driver and Vehicle Licensing Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Driver and Vehicle Licensing Agency","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Driver and Vehicle Standards Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Communications","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
