"Status","Year","Ethnicity","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","White","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Debt","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","London","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","London","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","Outside London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","London","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Outside London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Outside London","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Grants Management","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Grants Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Grants Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Grants Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Grants Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","London","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","London","HEO","40","[c]","31870","31590"
"Leaver Dept.","2021","White","Human Resources","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","London","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Outside London","AO","35","[c]","20630","20800"
"Leaver Dept.","2021","White","Human Resources","Outside London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Outside London","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Outside London","HEO","50","[c]","31910","31750"
"Leaver Dept.","2021","White","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Outside London","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","London","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","London","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","London","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","London","EO","100","[c]","27580","27310"
"Leaver Dept.","2021","White","No function","London","G6","90","[c]","64150","63890"
"Leaver Dept.","2021","White","No function","London","G7","285","[c]","53810","53380"
"Leaver Dept.","2021","White","No function","London","HEO","270","[c]","33760","33210"
"Leaver Dept.","2021","White","No function","London","SCS level","75","[c]","91610","79470"
"Leaver Dept.","2021","White","No function","London","SEO","125","[c]","40120","39600"
"Leaver Dept.","2021","White","No function","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Outside London","AA","35","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Outside London","AO","290","[c]","20360","19930"
"Leaver Dept.","2021","White","No function","Outside London","EO","140","[c]","23910","22970"
"Leaver Dept.","2021","White","No function","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Outside London","G7","45","[c]","51090","51310"
"Leaver Dept.","2021","White","No function","Outside London","HEO","115","[c]","29570","29960"
"Leaver Dept.","2021","White","No function","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Outside London","SEO","55","[c]","38100","37320"
"Leaver Dept.","2021","White","No function","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Overseas","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Unknown","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Unknown","HEO","140","[c]","32210","32000"
"Leaver Dept.","2021","White","No function","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","London","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","London","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","London","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Outside London","EO","55","[c]","23030","22750"
"Leaver Dept.","2021","White","Project Delivery","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Outside London","G7","35","[c]","52910","54060"
"Leaver Dept.","2021","White","Project Delivery","Outside London","HEO","95","[c]","30040","30420"
"Leaver Dept.","2021","White","Project Delivery","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Outside London","SEO","50","[c]","38950","40050"
"Leaver Dept.","2021","White","Project Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","London","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","London","EO","145","[c]","29550","29130"
"Leaver Dept.","2021","White","Unknown","London","G6","75","[c]","67920","67500"
"Leaver Dept.","2021","White","Unknown","London","G7","190","[c]","56250","55650"
"Leaver Dept.","2021","White","Unknown","London","HEO","240","[c]","35210","35050"
"Leaver Dept.","2021","White","Unknown","London","SCS level","65","[c]","91770","80000"
"Leaver Dept.","2021","White","Unknown","London","SEO","155","[c]","42630","42220"
"Leaver Dept.","2021","White","Unknown","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Outside London","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Outside London","AO","650","[c]","21030","21010"
"Leaver Dept.","2021","White","Unknown","Outside London","EO","750","[c]","26610","27570"
"Leaver Dept.","2021","White","Unknown","Outside London","G6","45","[c]","63480","64220"
"Leaver Dept.","2021","White","Unknown","Outside London","G7","110","[c]","52120","50960"
"Leaver Dept.","2021","White","Unknown","Outside London","HEO","320","[c]","31500","31990"
"Leaver Dept.","2021","White","Unknown","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Outside London","SEO","185","[c]","37760","37100"
"Leaver Dept.","2021","White","Unknown","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Overseas","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Overseas","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Overseas","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","London","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","London","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","London","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","Outside London","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Debt","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Debt","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Debt","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Debt","Outside London","AO","35","[c]","20140","20140"
"New entrant CS","2021","Asian","Debt","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","London","G7","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","London","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Outside London","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Outside London","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Outside London","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
