"Status","Year","Disability","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","East Cumbria","20","20","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Gloucestershire","10","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Mid Lancashire","15","15","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","North Yorkshire CC","15","10","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Scottish Borders","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","South Ayrshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","South West Wales","20","20","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Staffordshire CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Suffolk","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Tyneside","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","West Surrey","85","80","31920","28550"
"In post","2021","Declared disabled","Animal and Plant Health Agency","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Westminster","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Worcestershire","25","25","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","York","15","15","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Camden and City of London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Greater Manchester South West","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Leeds","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Liverpool","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Milton Keynes","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Norwich and East Norfolk","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Sheffield","15","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Tower Hamlets","95","90","50900","54700"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Tyneside","60","55","28220","23850"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Westminster","395","380","47260","41820"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","York","35","30","28790","26930"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","25","25","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Sefton","20","20","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Cardiff and Vale of Glamorgan","65","60","32210","25100"
"In post","2021","Declared disabled","Companies House","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Tower Hamlets","35","35","55940","54320"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Glasgow City","35","30","23110","22570"
"In post","2021","Declared disabled","Crown Commercial Service","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Liverpool","20","20","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Norwich and East Norfolk","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","City of Edinburgh","25","25","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Glasgow City","35","30","32350","25410"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire and Renfrewshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","South Lanarkshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Berkshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Birmingham","45","40","40120","38760"
"In post","2021","Declared disabled","Crown Prosecution Service","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Brighton and Hove","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Bristol, City of","15","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Cardiff and Vale of Glamorgan","25","25","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Croydon","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Devon CC","15","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","East Cumbria","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","East Kent","15","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Heart of Essex","25","25","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Hertfordshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Leeds","25","25","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Leicester","20","20","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Liverpool","45","40","39210","34480"
"In post","2021","Declared disabled","Crown Prosecution Service","Manchester","35","35","42740","48830"
"In post","2021","Declared disabled","Crown Prosecution Service","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Mid Lancashire","20","20","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Nottingham","30","30","38930","32290"
"In post","2021","Declared disabled","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Portsmouth","10","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Sheffield","15","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","South Hampshire","15","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","South Teesside","15","15","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Stoke-on-Trent","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Swansea","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Tyneside","30","30","34820","28430"
"In post","2021","Declared disabled","Crown Prosecution Service","Wakefield","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","West Surrey","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Westminster","160","145","47310","40910"
"In post","2021","Declared disabled","Crown Prosecution Service","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","York","40","40","48340","53420"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Flintshire and Wrexham","25","25","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","835","805","36940","34220"
"In post","2021","Declared disabled","Defence Equipment and Support","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Cambridgeshire CC","15","10","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Central Bedfordshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Clackmannanshire and Fife","10","5","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","15","10","[c]","[c]"
