"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Eastern Scotland","AO","55","50","21390","21010"
"In post","2021","Asian","Eastern Scotland","EO","50","50","27530","27570"
"In post","2021","Asian","Eastern Scotland","G6","5","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","G7","10","10","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","HEO","25","25","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SEO","35","35","44160","42190"
"In post","2021","Asian","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","AO","45","40","23530","24180"
"In post","2021","Asian","Essex","EO","100","90","28400","29290"
"In post","2021","Asian","Essex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","G7","10","10","[c]","[c]"
"In post","2021","Asian","Essex","HEO","25","20","[c]","[c]"
"In post","2021","Asian","Essex","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Essex","SEO","20","20","[c]","[c]"
"In post","2021","Asian","Essex","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","AA","10","10","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","AO","90","80","21280","21010"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","EO","150","140","25380","26670"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","G6","15","15","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","G7","65","65","53570","52580"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","170","165","31460","31810"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","140","135","40750","40630"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","40","40","37090","32710"
"In post","2021","Asian","Greater Manchester","AA","20","15","[c]","[c]"
"In post","2021","Asian","Greater Manchester","AO","385","345","20730","20800"
"In post","2021","Asian","Greater Manchester","EO","485","460","26320","26450"
"In post","2021","Asian","Greater Manchester","G6","10","10","[c]","[c]"
"In post","2021","Asian","Greater Manchester","G7","80","80","52830","52580"
"In post","2021","Asian","Greater Manchester","HEO","245","235","31710","31810"
"In post","2021","Asian","Greater Manchester","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Greater Manchester","SEO","100","100","38510","38630"
"In post","2021","Asian","Greater Manchester","Unknown","30","30","30060","29100"
"In post","2021","Asian","Hampshire and Isle of Wight","AA","35","30","20990","19560"
"In post","2021","Asian","Hampshire and Isle of Wight","AO","80","65","22100","21010"
"In post","2021","Asian","Hampshire and Isle of Wight","EO","80","75","27200","27530"
"In post","2021","Asian","Hampshire and Isle of Wight","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","G7","20","20","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","HEO","45","45","32310","31810"
"In post","2021","Asian","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","SEO","35","35","41950","40280"
"In post","2021","Asian","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","AA","10","5","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","AO","80","70","21750","21010"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","EO","65","60","26970","27570"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","HEO","15","10","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","AA","25","25","[c]","[c]"
"In post","2021","Asian","Inner London - East","AO","445","385","24740","24630"
"In post","2021","Asian","Inner London - East","EO","895","835","30360","31060"
"In post","2021","Asian","Inner London - East","G6","80","80","71230","71290"
"In post","2021","Asian","Inner London - East","G7","255","250","57380","57050"
"In post","2021","Asian","Inner London - East","HEO","435","420","35810","36160"
"In post","2021","Asian","Inner London - East","SCS level","50","45","99150","97980"
"In post","2021","Asian","Inner London - East","SEO","285","275","42480","41760"
"In post","2021","Asian","Inner London - East","Unknown","45","40","30900","28210"
"In post","2021","Asian","Inner London - West","AA","70","65","22190","22210"
"In post","2021","Asian","Inner London - West","AO","590","540","25270","24490"
"In post","2021","Asian","Inner London - West","EO","1265","1210","29320","29390"
"In post","2021","Asian","Inner London - West","G6","340","330","68360","66600"
"In post","2021","Asian","Inner London - West","G7","1180","1150","56200","54760"
"In post","2021","Asian","Inner London - West","HEO","1480","1450","35240","35060"
"In post","2021","Asian","Inner London - West","SCS level","160","155","87670","78880"
"In post","2021","Asian","Inner London - West","SEO","900","885","42460","41950"
"In post","2021","Asian","Inner London - West","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Kent","AA","10","10","[c]","[c]"
"In post","2021","Asian","Kent","AO","45","45","25100","24180"
"In post","2021","Asian","Kent","EO","70","65","29410","29290"
"In post","2021","Asian","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","G7","5","5","[c]","[c]"
"In post","2021","Asian","Kent","HEO","15","15","[c]","[c]"
"In post","2021","Asian","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","SEO","5","5","[c]","[c]"
"In post","2021","Asian","Kent","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Lancashire","AA","15","15","[c]","[c]"
"In post","2021","Asian","Lancashire","AO","530","455","20730","20710"
"In post","2021","Asian","Lancashire","EO","285","265","26960","27570"
"In post","2021","Asian","Lancashire","G6","5","5","[c]","[c]"
"In post","2021","Asian","Lancashire","G7","10","10","[c]","[c]"
"In post","2021","Asian","Lancashire","HEO","55","50","32340","31990"
"In post","2021","Asian","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","SEO","35","35","39020","38630"
"In post","2021","Asian","Lancashire","Unknown","30","30","25920","23840"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","AA","35","30","18030","16930"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","AO","505","435","20770","20920"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","EO","325","300","26880","27570"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","G7","25","25","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","HEO","65","55","32110","31990"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","SEO","40","35","39480","38630"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","40","40","28840","28200"
"In post","2021","Asian","Lincolnshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","AO","5","5","[c]","[c]"
"In post","2021","Asian","Lincolnshire","EO","5","5","[c]","[c]"
"In post","2021","Asian","Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","AO","60","50","21240","21430"
"In post","2021","Asian","Merseyside","EO","35","35","26320","25690"
"In post","2021","Asian","Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","G7","20","20","[c]","[c]"
"In post","2021","Asian","Merseyside","HEO","20","15","[c]","[c]"
"In post","2021","Asian","Merseyside","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Merseyside","SEO","20","20","[c]","[c]"
"In post","2021","Asian","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","SEO","10","10","[c]","[c]"
"In post","2021","Asian","North Yorkshire","AA","5","5","[c]","[c]"
"In post","2021","Asian","North Yorkshire","AO","20","20","[c]","[c]"
"In post","2021","Asian","North Yorkshire","EO","10","10","[c]","[c]"
"In post","2021","Asian","North Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","G7","15","15","[c]","[c]"
"In post","2021","Asian","North Yorkshire","HEO","15","15","[c]","[c]"
"In post","2021","Asian","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","AO","130","115","20630","21010"
"In post","2021","Asian","Northumberland and Tyne and Wear","EO","70","65","26420","25560"
"In post","2021","Asian","Northumberland and Tyne and Wear","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","G7","20","20","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","HEO","35","35","31740","31810"
"In post","2021","Asian","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","SEO","25","25","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","AA","10","10","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","AO","185","160","24890","25110"
"In post","2021","Asian","Outer London - East and North East","EO","435","395","30770","31060"
"In post","2021","Asian","Outer London - East and North East","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","HEO","30","30","37400","36760"
"In post","2021","Asian","Outer London - East and North East","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Outer London - South","AA","60","55","22060","22210"
"In post","2021","Asian","Outer London - South","AO","385","345","25110","25630"
"In post","2021","Asian","Outer London - South","EO","565","525","29640","29370"
"In post","2021","Asian","Outer London - South","G6","25","25","[c]","[c]"
"In post","2021","Asian","Outer London - South","G7","120","115","59580","59160"
"In post","2021","Asian","Outer London - South","HEO","325","310","35850","35220"
"In post","2021","Asian","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","SEO","215","210","43560","42240"
"In post","2021","Asian","Outer London - South","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","AA","100","90","22280","22210"
"In post","2021","Asian","Outer London - West and North West","AO","550","490","25210","25460"
"In post","2021","Asian","Outer London - West and North West","EO","1400","1280","29700","29760"
"In post","2021","Asian","Outer London - West and North West","G6","15","15","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","G7","70","65","57280","55960"
"In post","2021","Asian","Outer London - West and North West","HEO","320","305","35280","35200"
"In post","2021","Asian","Outer London - West and North West","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","SEO","140","135","42890","42410"
"In post","2021","Asian","Outer London - West and North West","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","EO","20","20","[c]","[c]"
"In post","2021","Asian","Overseas","G6","15","15","[c]","[c]"
"In post","2021","Asian","Overseas","G7","25","25","[c]","[c]"
"In post","2021","Asian","Overseas","HEO","35","35","35140","34220"
"In post","2021","Asian","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Overseas","SEO","15","15","[c]","[c]"
"In post","2021","Asian","Overseas","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","AA","15","15","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","AO","80","70","22100","21010"
"In post","2021","Asian","Shropshire and Staffordshire","EO","90","90","27020","27570"
"In post","2021","Asian","Shropshire and Staffordshire","G6","5","5","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","G7","20","20","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","HEO","40","40","34600","33300"
"In post","2021","Asian","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","SEO","35","35","44040","40580"
"In post","2021","Asian","Shropshire and Staffordshire","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","South Yorkshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Yorkshire","AO","165","150","21280","21430"
"In post","2021","Asian","South Yorkshire","EO","120","115","25970","25260"
"In post","2021","Asian","South Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Yorkshire","G7","25","25","[c]","[c]"
"In post","2021","Asian","South Yorkshire","HEO","60","55","31930","30840"
"In post","2021","Asian","South Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","South Yorkshire","SEO","30","30","38030","37270"
"In post","2021","Asian","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","AO","20","15","[c]","[c]"
"In post","2021","Asian","Southern Scotland","EO","5","5","[c]","[c]"
"In post","2021","Asian","Southern Scotland","G6","5","5","[c]","[c]"
"In post","2021","Asian","Southern Scotland","G7","10","10","[c]","[c]"
"In post","2021","Asian","Southern Scotland","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","AA","30","30","20990","19560"
"In post","2021","Asian","Surrey, East and West Sussex","AO","70","60","23840","22560"
"In post","2021","Asian","Surrey, East and West Sussex","EO","150","135","28520","28280"
"In post","2021","Asian","Surrey, East and West Sussex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","G7","15","15","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","HEO","30","30","35100","33790"
"In post","2021","Asian","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","SEO","15","15","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","AA","5","5","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","AO","55","45","21330","21010"
"In post","2021","Asian","Tees Valley and Durham","EO","25","20","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","G7","5","5","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","HEO","15","10","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","SEO","5","5","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","AO","60","45","23710","25110"
"In post","2021","Asian","Unknown","EO","70","65","29010","27570"
"In post","2021","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","G7","5","5","[c]","[c]"
"In post","2021","Asian","Unknown","HEO","20","20","[c]","[c]"
"In post","2021","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Central Scotland","AA","15","10","[c]","[c]"
"In post","2021","Asian","West Central Scotland","AO","85","75","21590","21010"
"In post","2021","Asian","West Central Scotland","EO","65","60","26550","27340"
"In post","2021","Asian","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Central Scotland","G7","10","10","[c]","[c]"
"In post","2021","Asian","West Central Scotland","HEO","25","25","[c]","[c]"
"In post","2021","Asian","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Central Scotland","SEO","25","25","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands","AA","60","50","18680","17990"
"In post","2021","Asian","West Midlands","AO","1215","1085","20660","20180"
