"Status","Year","Age","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","50-59","Project Delivery","Heterosexual / straight","65","[c]","49860","43220"
"Leaver Dept.","2021","50-59","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Property","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Property","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Security","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Heterosexual / straight","330","[c]","37070","31860"
"Leaver Dept.","2021","50-59","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Undeclared","50","[c]","35560","27570"
"Leaver Dept.","2021","50-59","Unknown","Unknown","335","[c]","31780","27570"
"Leaver Dept.","2021","60-64","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","No function","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","No function","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","105","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Analysis","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Communications","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Debt","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Debt","Unknown","30","[c]","20140","20140"
"New entrant CS","2021","16-19","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Finance","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Finance","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Legal","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","No function","Heterosexual / straight","175","[c]","21400","20600"
"New entrant CS","2021","16-19","No function","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","No function","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","No function","Unknown","170","[c]","20750","20140"
"New entrant CS","2021","16-19","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Project Delivery","Unknown","50","[c]","17120","16780"
"New entrant CS","2021","16-19","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Property","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Security","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Heterosexual / straight","185","[c]","22480","21010"
"New entrant CS","2021","16-19","Unknown","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Unknown","65","[c]","21770","21430"
"New entrant CS","2021","20-29","Analysis","Heterosexual / straight","485","[c]","30980","31800"
"New entrant CS","2021","20-29","Analysis","LGBO","70","[c]","31090","30130"
"New entrant CS","2021","20-29","Analysis","Undeclared","50","[c]","31470","31810"
"New entrant CS","2021","20-29","Analysis","Unknown","230","[c]","30650","29750"
"New entrant CS","2021","20-29","Commercial","Heterosexual / straight","120","[c]","29260","26670"
"New entrant CS","2021","20-29","Commercial","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","Unknown","75","[c]","33490","28970"
"New entrant CS","2021","20-29","Communications","Heterosexual / straight","215","[c]","28400","25560"
"New entrant CS","2021","20-29","Communications","LGBO","45","[c]","28380","25560"
"New entrant CS","2021","20-29","Communications","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Communications","Unknown","340","[c]","27170","25560"
"New entrant CS","2021","20-29","Counter Fraud","Heterosexual / straight","35","[c]","27700","26090"
"New entrant CS","2021","20-29","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","Unknown","40","[c]","26460","25560"
"New entrant CS","2021","20-29","Debt","Heterosexual / straight","100","[c]","20580","20140"
"New entrant CS","2021","20-29","Debt","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Debt","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Debt","Unknown","330","[c]","20400","20140"
"New entrant CS","2021","20-29","Digital, Data & Technology","Heterosexual / straight","265","[c]","31640","29360"
"New entrant CS","2021","20-29","Digital, Data & Technology","LGBO","45","[c]","31670","31370"
"New entrant CS","2021","20-29","Digital, Data & Technology","Undeclared","30","[c]","31530","28600"
"New entrant CS","2021","20-29","Digital, Data & Technology","Unknown","265","[c]","31150","30640"
"New entrant CS","2021","20-29","Finance","Heterosexual / straight","150","[c]","29750","27260"
"New entrant CS","2021","20-29","Finance","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Unknown","115","[c]","29830","31810"
"New entrant CS","2021","20-29","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Heterosexual / straight","210","[c]","27050","26790"
"New entrant CS","2021","20-29","Human Resources","LGBO","35","[c]","27550","27250"
"New entrant CS","2021","20-29","Human Resources","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Unknown","85","[c]","25030","24090"
"New entrant CS","2021","20-29","Internal Audit","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Heterosexual / straight","385","[c]","28870","26410"
"New entrant CS","2021","20-29","Legal","LGBO","50","[c]","28400","26550"
"New entrant CS","2021","20-29","Legal","Undeclared","70","[c]","24750","20850"
"New entrant CS","2021","20-29","Legal","Unknown","145","[c]","27080","24590"
"New entrant CS","2021","20-29","No function","Heterosexual / straight","5025","[c]","26330","24490"
"New entrant CS","2021","20-29","No function","LGBO","755","[c]","26570","25000"
"New entrant CS","2021","20-29","No function","Undeclared","475","[c]","28140","27500"
"New entrant CS","2021","20-29","No function","Unknown","4165","[c]","25110","22850"
"New entrant CS","2021","20-29","Project Delivery","Heterosexual / straight","360","[c]","30320","28870"
"New entrant CS","2021","20-29","Project Delivery","LGBO","40","[c]","29420","27610"
"New entrant CS","2021","20-29","Project Delivery","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Project Delivery","Unknown","160","[c]","26630","26130"
"New entrant CS","2021","20-29","Property","Heterosexual / straight","140","[c]","26910","24920"
"New entrant CS","2021","20-29","Property","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Property","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Property","Unknown","90","[c]","24270","24500"
"New entrant CS","2021","20-29","Security","Heterosexual / straight","135","[c]","24020","23540"
"New entrant CS","2021","20-29","Security","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Security","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Security","Unknown","120","[c]","23990","23540"
"New entrant CS","2021","20-29","Unknown","Heterosexual / straight","5280","[c]","26310","27570"
"New entrant CS","2021","20-29","Unknown","LGBO","760","[c]","26010","27570"
"New entrant CS","2021","20-29","Unknown","Undeclared","355","[c]","26270","27570"
"New entrant CS","2021","20-29","Unknown","Unknown","1855","[c]","27780","27570"
"New entrant CS","2021","30-39","Analysis","Heterosexual / straight","135","[c]","37730","36030"
"New entrant CS","2021","30-39","Analysis","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Unknown","75","[c]","39710","37020"
"New entrant CS","2021","30-39","Commercial","Heterosexual / straight","90","[c]","39240","36500"
"New entrant CS","2021","30-39","Commercial","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Unknown","90","[c]","59420","62110"
"New entrant CS","2021","30-39","Communications","Heterosexual / straight","155","[c]","33400","27500"
"New entrant CS","2021","30-39","Communications","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Unknown","175","[c]","31210","25560"
"New entrant CS","2021","30-39","Counter Fraud","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt","Heterosexual / straight","55","[c]","20760","20140"
"New entrant CS","2021","30-39","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt","Unknown","155","[c]","20480","20140"
"New entrant CS","2021","30-39","Digital, Data & Technology","Heterosexual / straight","285","[c]","42890","40000"
"New entrant CS","2021","30-39","Digital, Data & Technology","LGBO","35","[c]","45980","40600"
"New entrant CS","2021","30-39","Digital, Data & Technology","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Unknown","215","[c]","40510","37420"
"New entrant CS","2021","30-39","Finance","Heterosexual / straight","125","[c]","38100","35330"
"New entrant CS","2021","30-39","Finance","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Unknown","50","[c]","33790","32790"
"New entrant CS","2021","30-39","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Heterosexual / straight","155","[c]","33920","30750"
"New entrant CS","2021","30-39","Human Resources","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Unknown","55","[c]","32740","31990"
"New entrant CS","2021","30-39","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Heterosexual / straight","260","[c]","41650","43920"
"New entrant CS","2021","30-39","Legal","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Unknown","80","[c]","40670","38370"
"New entrant CS","2021","30-39","No function","Heterosexual / straight","2645","[c]","30460","26810"
"New entrant CS","2021","30-39","No function","LGBO","280","[c]","29920","26130"
"New entrant CS","2021","30-39","No function","Undeclared","235","[c]","34080","31000"
"New entrant CS","2021","30-39","No function","Unknown","1625","[c]","27540","22850"
"New entrant CS","2021","30-39","Project Delivery","Heterosexual / straight","360","[c]","36950","34020"
"New entrant CS","2021","30-39","Project Delivery","LGBO","30","[c]","37960","35900"
"New entrant CS","2021","30-39","Project Delivery","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Unknown","105","[c]","40090","38630"
"New entrant CS","2021","30-39","Property","Heterosexual / straight","85","[c]","32590","30000"
"New entrant CS","2021","30-39","Property","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Unknown","60","[c]","30560","27450"
"New entrant CS","2021","30-39","Security","Heterosexual / straight","100","[c]","26880","24580"
"New entrant CS","2021","30-39","Security","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","Unknown","70","[c]","26310","24620"
"New entrant CS","2021","30-39","Unknown","Heterosexual / straight","3730","[c]","28050","27570"
"New entrant CS","2021","30-39","Unknown","LGBO","385","[c]","28300","27570"
"New entrant CS","2021","30-39","Unknown","Undeclared","240","[c]","29810","27570"
"New entrant CS","2021","30-39","Unknown","Unknown","1160","[c]","32190","27570"
"New entrant CS","2021","40-49","Analysis","Heterosexual / straight","50","[c]","46520","40020"
"New entrant CS","2021","40-49","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Heterosexual / straight","70","[c]","38550","36640"
"New entrant CS","2021","40-49","Commercial","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Unknown","110","[c]","69930","71130"
"New entrant CS","2021","40-49","Communications","Heterosexual / straight","90","[c]","34490","31700"
"New entrant CS","2021","40-49","Communications","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Unknown","105","[c]","34560","25560"
"New entrant CS","2021","40-49","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Debt","Heterosexual / straight","40","[c]","20650","20140"
"New entrant CS","2021","40-49","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Debt","Unknown","90","[c]","20640","20140"
"New entrant CS","2021","40-49","Digital, Data & Technology","Heterosexual / straight","220","[c]","45680","43210"
"New entrant CS","2021","40-49","Digital, Data & Technology","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Undeclared","30","[c]","47380","41770"
"New entrant CS","2021","40-49","Digital, Data & Technology","Unknown","175","[c]","44030","40600"
"New entrant CS","2021","40-49","Finance","Heterosexual / straight","100","[c]","41890","37940"
"New entrant CS","2021","40-49","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Unknown","45","[c]","38090","38630"
"New entrant CS","2021","40-49","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Grants Management","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Heterosexual / straight","110","[c]","37910","33000"
"New entrant CS","2021","40-49","Human Resources","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Unknown","45","[c]","37870","32540"
"New entrant CS","2021","40-49","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Heterosexual / straight","145","[c]","46000","48080"
"New entrant CS","2021","40-49","Legal","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Unknown","35","[c]","43910","48080"
"New entrant CS","2021","40-49","No function","Heterosexual / straight","1580","[c]","33340","27960"
"New entrant CS","2021","40-49","No function","LGBO","115","[c]","32730","27660"
"New entrant CS","2021","40-49","No function","Undeclared","135","[c]","36680","32650"
"New entrant CS","2021","40-49","No function","Unknown","955","[c]","29540","22850"
"New entrant CS","2021","40-49","Project Delivery","Heterosexual / straight","270","[c]","41670","40000"
"New entrant CS","2021","40-49","Project Delivery","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Unknown","65","[c]","42820","39530"
"New entrant CS","2021","40-49","Property","Heterosexual / straight","95","[c]","35120","33000"
"New entrant CS","2021","40-49","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Unknown","30","[c]","32760","25430"
"New entrant CS","2021","40-49","Security","Heterosexual / straight","90","[c]","28470","23540"
"New entrant CS","2021","40-49","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Unknown","50","[c]","31900","33730"
"New entrant CS","2021","40-49","Unknown","Heterosexual / straight","3120","[c]","28690","27570"
"New entrant CS","2021","40-49","Unknown","LGBO","235","[c]","27930","27570"
"New entrant CS","2021","40-49","Unknown","Undeclared","155","[c]","30930","27570"
"New entrant CS","2021","40-49","Unknown","Unknown","840","[c]","33600","27570"
"New entrant CS","2021","50-59","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Heterosexual / straight","50","[c]","42920","38630"
"New entrant CS","2021","50-59","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Unknown","80","[c]","82890","72000"
"New entrant CS","2021","50-59","Communications","Heterosexual / straight","40","[c]","34910","29540"
"New entrant CS","2021","50-59","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Unknown","50","[c]","33130","25560"
"New entrant CS","2021","50-59","Counter Fraud","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Unknown","10","[c]","[c]","[c]"
