"Status","Year","Organisation","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","SEO/HEO","15","10","31950","31900"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","AA/AO","45","45","21050","21050"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","EO","10","10","25090","25100"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","20","20","33850","31530"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","Outside London","EO","10","10","24930","25010"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","Outside London","SEO/HEO","10","10","33930","30610"
"In post","2021","Animal and Plant Health Agency","Cheshire East","Outside London","EO","15","15","25340","25100"
"In post","2021","Animal and Plant Health Agency","Cheshire East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","Outside London","SEO/HEO","15","15","36810","36520"
"In post","2021","Animal and Plant Health Agency","City of Edinburgh","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","AA/AO","15","10","21070","21050"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","EO","15","15","25090","25320"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","SEO/HEO","20","20","39070","37800"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","AA/AO","110","105","21100","21050"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","EO","45","40","25460","25190"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","SEO/HEO","40","40","37630","37360"
"In post","2021","Animal and Plant Health Agency","Dorset CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Outside London","AA/AO","100","95","21080","21050"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Outside London","EO","25","25","25330","25100"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Outside London","SEO/HEO","25","20","38660","37240"
"In post","2021","Animal and Plant Health Agency","East Kent","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","Outside London","EO","30","25","26380","24920"
"In post","2021","Animal and Plant Health Agency","East Kent","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","SEO/HEO","10","10","35400","35060"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","EO","20","15","25490","25320"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","SEO/HEO","30","30","36820","36780"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Outside London","AA/AO","35","25","21080","21050"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Outside London","EO","15","15","26170","26130"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Outside London","SEO/HEO","15","15","35170","36520"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","London","SEO/HEO","10","10","43350","44120"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Outside London","EO","20","20","26510","26520"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Outside London","SEO/HEO","15","15","34450","32830"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","EO","50","50","31080","31460"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","SEO/HEO","15","15","35970","36620"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","EO","10","10","25580","25210"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","SEO/HEO","10","10","33750","35900"
"In post","2021","Animal and Plant Health Agency","Manchester","Outside London","EO","10","10","27210","28030"
"In post","2021","Animal and Plant Health Agency","Manchester","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Outside London","AA/AO","15","15","21210","21050"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Outside London","EO","25","20","25530","25190"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Outside London","SEO/HEO","25","20","37050","32780"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Outside London","AA/AO","15","15","21640","21050"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Outside London","EO","50","45","25910","25320"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Outside London","G6/G7","15","15","53310","54450"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Outside London","SEO/HEO","50","45","34090","34840"
"In post","2021","Animal and Plant Health Agency","Northumberland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Outside London","AA/AO","10","10","21050","21050"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Outside London","SEO/HEO","10","10","35970","36970"
"In post","2021","Animal and Plant Health Agency","Powys","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","Outside London","SEO/HEO","15","15","35810","37240"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Outside London","EO","15","15","24970","24920"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Outside London","SEO/HEO","20","15","38550","37360"
"In post","2021","Animal and Plant Health Agency","Somerset","Outside London","EO","10","10","25270","25520"
"In post","2021","Animal and Plant Health Agency","Somerset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","Outside London","SEO/HEO","15","15","37570","36970"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","Outside London","AA/AO","60","60","21150","21050"
"In post","2021","Animal and Plant Health Agency","South West Wales","Outside London","EO","35","30","25500","25190"
"In post","2021","Animal and Plant Health Agency","South West Wales","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","Outside London","SEO/HEO","45","40","35710","36970"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Outside London","AA/AO","30","30","21050","21050"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Outside London","EO","15","15","25160","24920"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Outside London","SEO/HEO","10","10","34040","34340"
"In post","2021","Animal and Plant Health Agency","Suffolk","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","Outside London","EO","15","15","24770","24920"
"In post","2021","Animal and Plant Health Agency","Suffolk","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","Outside London","SEO/HEO","20","20","37710","34830"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Outside London","AA/AO","10","10","21070","21050"
"In post","2021","Animal and Plant Health Agency","Tyneside","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Outside London","SEO/HEO","15","15","38030","36970"
"In post","2021","Animal and Plant Health Agency","West Surrey","Outside London","AA/AO","180","165","24250","24370"
"In post","2021","Animal and Plant Health Agency","West Surrey","Outside London","EO","140","130","28460","28270"
"In post","2021","Animal and Plant Health Agency","West Surrey","Outside London","G6/G7","50","50","58450","55880"
"In post","2021","Animal and Plant Health Agency","West Surrey","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","Outside London","SEO/HEO","190","180","37140","35820"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Outside London","EO","10","10","25530","25100"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Outside London","SEO/HEO","15","15","35450","35900"
"In post","2021","Animal and Plant Health Agency","Westminster","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","London","G6/G7","15","15","57960","56210"
"In post","2021","Animal and Plant Health Agency","Westminster","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","Outside London","AA/AO","35","35","20950","21050"
"In post","2021","Animal and Plant Health Agency","Worcestershire","Outside London","EO","50","45","25550","25190"
"In post","2021","Animal and Plant Health Agency","Worcestershire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","Outside London","SEO/HEO","70","65","34620","32160"
"In post","2021","Animal and Plant Health Agency","York","Outside London","AA/AO","45","45","21910","21050"
"In post","2021","Animal and Plant Health Agency","York","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","York","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","York","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","London","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","London","G6/G7","20","20","59670","63410"
"In post","2021","Attorney General's Office","Westminster","London","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","London","SEO/HEO","15","15","34630","34310"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","10","10","67230","59600"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","10","10","107270","90130"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","15","15","32910","33300"
"In post","2021","Cabinet Office (excl. agencies)","Belfast","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Belfast","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","Outside London","SEO/HEO","5","5","[c]","[c]"
