"Status","Year","Function_of_post","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Inner London - West","London","SCS level","80","80","89820","78840"
"In post","2021","Analysis","Inner London - West","London","SEO/HEO","1255","1230","37770","36160"
"In post","2021","Analysis","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Outside London","EO","10","5","[c]","[c]"
"In post","2021","Analysis","Merseyside","Outside London","G6/G7","45","40","50880","52580"
"In post","2021","Analysis","Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Outside London","SEO/HEO","65","60","35330","34400"
"In post","2021","Analysis","North Yorkshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","Outside London","EO","15","15","25570","25340"
"In post","2021","Analysis","North Yorkshire","Outside London","G6/G7","15","15","56890","57510"
"In post","2021","Analysis","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","Outside London","SEO/HEO","30","30","33160","31490"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Outside London","G6/G7","10","10","55110","54990"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Outside London","SEO/HEO","15","15","34400","31100"
"In post","2021","Analysis","Outer London - South","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","London","G6/G7","15","15","64350","59160"
"In post","2021","Analysis","Outer London - South","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","London","SEO/HEO","20","20","38830","36400"
"In post","2021","Analysis","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Outside London","G6/G7","50","45","53830","50650"
"In post","2021","Analysis","South Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Outside London","SEO/HEO","70","65","38570","41990"
"In post","2021","Analysis","Surrey, East and West Sussex","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Outside London","G6/G7","10","10","51730","50630"
"In post","2021","Analysis","Tees Valley and Durham","Outside London","SEO/HEO","20","15","38890","42100"
"In post","2021","Analysis","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","West Midlands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Outside London","G6/G7","10","10","62340","55590"
"In post","2021","Analysis","West Midlands","Outside London","SEO/HEO","35","35","40030","38640"
"In post","2021","Analysis","West Wales and The Valleys","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Outside London","EO","15","15","26560","26780"
"In post","2021","Analysis","West Wales and The Valleys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Outside London","EO","25","20","23510","23050"
"In post","2021","Analysis","West Yorkshire","Outside London","G6/G7","65","65","53470","51420"
"In post","2021","Analysis","West Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Outside London","SEO/HEO","50","50","33940","32900"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","15","10","38620","37000"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","20","15","22110","22440"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","35","30","26850","26590"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","35","35","65540","60580"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","115","115","38770","38940"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Cheshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Outside London","SEO/HEO","15","15","37700","36490"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Outside London","Unknown","15","15","39570","38860"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Outside London","AA/AO","10","10","21570","21050"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Outside London","EO","20","20","24820","25060"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Outside London","G6/G7","30","25","59370","53840"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","45","40","38130","39040"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Outside London","EO","15","10","25370","25630"
"In post","2021","Commercial","Devon","Outside London","G6/G7","95","90","52060","48350"
"In post","2021","Commercial","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Outside London","SEO/HEO","105","100","36660","37420"
"In post","2021","Commercial","Devon","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Outside London","AA/AO","10","10","21290","21130"
"In post","2021","Commercial","Dorset and Somerset","Outside London","EO","10","10","27250","26670"
"In post","2021","Commercial","Dorset and Somerset","Outside London","G6/G7","15","15","65270","67150"
"In post","2021","Commercial","Dorset and Somerset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Outside London","SEO/HEO","30","30","38860","36590"
"In post","2021","Commercial","Dorset and Somerset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Outside London","AA/AO","25","20","21410","21130"
"In post","2021","Commercial","East Anglia","Outside London","EO","45","40","26080","26670"
"In post","2021","Commercial","East Anglia","Outside London","G6/G7","65","65","58720","55460"
"In post","2021","Commercial","East Anglia","Outside London","SCS level","15","15","81740","73360"
"In post","2021","Commercial","East Anglia","Outside London","SEO/HEO","200","190","37530","36190"
"In post","2021","Commercial","East Anglia","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","Commercial","East Wales","Outside London","EO","40","35","26270","26810"
"In post","2021","Commercial","East Wales","Outside London","G6/G7","40","40","54230","49700"
"In post","2021","Commercial","East Wales","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Commercial","East Wales","Outside London","SEO/HEO","90","90","35270","34800"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","10","10","46240","48740"
"In post","2021","Commercial","Eastern Scotland","Outside London","AA/AO","45","40","22780","21780"
"In post","2021","Commercial","Eastern Scotland","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Outside London","G6/G7","15","10","58140","58110"
"In post","2021","Commercial","Eastern Scotland","Outside London","SEO/HEO","35","35","40890","40090"
"In post","2021","Commercial","Eastern Scotland","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Essex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","65","60","21660","20920"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","115","105","26240","26670"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","190","185","59260","54540"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","40","40","98770","89500"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","495","475","37580","37680"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","155","155","41560","38150"
"In post","2021","Commercial","Greater Manchester","Outside London","AA/AO","20","15","20950","21130"
"In post","2021","Commercial","Greater Manchester","Outside London","EO","50","45","26220","25750"
"In post","2021","Commercial","Greater Manchester","Outside London","G6/G7","95","95","58950","52590"
"In post","2021","Commercial","Greater Manchester","Outside London","SCS level","25","25","78760","71460"
"In post","2021","Commercial","Greater Manchester","Outside London","SEO/HEO","150","145","36610","36780"
"In post","2021","Commercial","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Outside London","AA/AO","40","40","21160","20920"
"In post","2021","Commercial","Hampshire and Isle of Wight","Outside London","EO","90","90","26950","26670"
"In post","2021","Commercial","Hampshire and Isle of Wight","Outside London","G6/G7","45","45","64080","62000"
"In post","2021","Commercial","Hampshire and Isle of Wight","Outside London","SCS level","15","15","75200","68400"
"In post","2021","Commercial","Hampshire and Isle of Wight","Outside London","SEO/HEO","170","165","37270","34830"
"In post","2021","Commercial","Hampshire and Isle of Wight","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","20","20","42380","37760"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","London","EO","20","20","27700","27500"
"In post","2021","Commercial","Inner London - East","London","G6/G7","80","80","61500","58510"
"In post","2021","Commercial","Inner London - East","London","SCS level","20","20","111850","122500"
"In post","2021","Commercial","Inner London - East","London","SEO/HEO","75","75","39590","40280"
"In post","2021","Commercial","Inner London - East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","London","AA/AO","50","50","24550","24590"
"In post","2021","Commercial","Inner London - West","London","EO","105","100","28970","29000"
"In post","2021","Commercial","Inner London - West","London","G6/G7","525","515","66100","61860"
"In post","2021","Commercial","Inner London - West","London","SCS level","335","330","98440","80310"
"In post","2021","Commercial","Inner London - West","London","SEO/HEO","435","435","41210","40650"
"In post","2021","Commercial","Inner London - West","London","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Kent","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Outside London","SEO/HEO","10","10","45910","46550"
"In post","2021","Commercial","Lancashire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Outside London","G6/G7","25","25","59320","53540"
"In post","2021","Commercial","Lancashire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Commercial","Lancashire","Outside London","SEO/HEO","25","25","41960","42630"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","20","20","44380","47640"
"In post","2021","Commercial","Lincolnshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Outside London","EO","10","10","27420","26670"
"In post","2021","Commercial","Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Merseyside","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Merseyside","Outside London","EO","40","40","24170","22860"
"In post","2021","Commercial","Merseyside","Outside London","G6/G7","95","95","57820","53430"
"In post","2021","Commercial","Merseyside","Outside London","SCS level","15","15","86630","74000"
"In post","2021","Commercial","Merseyside","Outside London","SEO/HEO","170","160","33670","34800"
"In post","2021","Commercial","North Eastern Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Outside London","G6/G7","15","15","55460","52070"
"In post","2021","Commercial","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Outside London","SEO/HEO","35","35","35540","37240"
"In post","2021","Commercial","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Outside London","G6/G7","15","15","56150","52670"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Outside London","SEO/HEO","20","20","37530","36620"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","London","AA/AO","15","10","25200","24440"
"In post","2021","Commercial","Outer London - South","London","EO","20","20","30300","30110"
"In post","2021","Commercial","Outer London - South","London","G6/G7","35","30","69280","69440"
"In post","2021","Commercial","Outer London - South","London","SCS level","5","5","[c]","[c]"
"In post","2021","Commercial","Outer London - South","London","SEO/HEO","55","55","44460","46070"
"In post","2021","Commercial","Outer London - West and North West","London","AA/AO","30","25","23080","22770"
"In post","2021","Commercial","Outer London - West and North West","London","EO","20","20","29470","30480"
"In post","2021","Commercial","Outer London - West and North West","London","G6/G7","20","20","58800","55910"
"In post","2021","Commercial","Outer London - West and North West","London","SEO/HEO","20","20","38740","36140"
"In post","2021","Commercial","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","SEO/HEO","25","25","42660","42040"
"In post","2021","Commercial","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Outside London","AA/AO","35","35","19440","18880"
"In post","2021","Commercial","Shropshire and Staffordshire","Outside London","EO","45","45","25250","25560"
"In post","2021","Commercial","Shropshire and Staffordshire","Outside London","G6/G7","25","25","60300","57500"
"In post","2021","Commercial","Shropshire and Staffordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Outside London","SEO/HEO","80","80","38540","38630"
"In post","2021","Commercial","South Yorkshire","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Outside London","G6/G7","40","40","57380","50760"
"In post","2021","Commercial","South Yorkshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Outside London","SEO/HEO","50","50","38020","38000"
"In post","2021","Commercial","Southern Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Outside London","G6/G7","30","30","56770","51750"
