"Status","Year","Age","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","HM Courts and Tribunals Service","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","Yorkshire and The Humber","Undeclared","20","15","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","East Midlands (England)","Heterosexual / straight","25","15","[c]","[c]"
"In post","2021","60-64","HM Land Registry","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","East Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","East Midlands (England)","Unknown","20","15","[c]","[c]"
"In post","2021","60-64","HM Land Registry","East of England","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","60-64","HM Land Registry","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","East of England","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","60-64","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","London","Undeclared","10","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","London","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","North East (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","60-64","HM Land Registry","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","North East (England)","Undeclared","10","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","North East (England)","Unknown","10","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","North West (England)","Heterosexual / straight","55","40","30730","27130"
"In post","2021","60-64","HM Land Registry","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","North West (England)","Undeclared","20","10","[c]","[c]"
"In post","2021","60-64","HM Land Registry","North West (England)","Unknown","25","20","[c]","[c]"
"In post","2021","60-64","HM Land Registry","South West (England)","Heterosexual / straight","60","45","34240","33840"
"In post","2021","60-64","HM Land Registry","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","South West (England)","Undeclared","25","20","[c]","[c]"
"In post","2021","60-64","HM Land Registry","South West (England)","Unknown","30","20","27710","27130"
"In post","2021","60-64","HM Land Registry","Wales","Heterosexual / straight","35","25","30480","27130"
"In post","2021","60-64","HM Land Registry","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Wales","Undeclared","10","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Wales","Unknown","25","15","[c]","[c]"
"In post","2021","60-64","HM Land Registry","West Midlands (England)","Heterosexual / straight","25","15","[c]","[c]"
"In post","2021","60-64","HM Land Registry","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","West Midlands (England)","Undeclared","10","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","East Midlands (England)","Heterosexual / straight","235","190","27400","23490"
"In post","2021","60-64","HM Prison and Probation Service","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","East Midlands (England)","Undeclared","35","30","29360","27380"
"In post","2021","60-64","HM Prison and Probation Service","East Midlands (England)","Unknown","50","40","26830","23240"
"In post","2021","60-64","HM Prison and Probation Service","East of England","Heterosexual / straight","255","215","29140","25490"
"In post","2021","60-64","HM Prison and Probation Service","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","East of England","Undeclared","50","40","30960","28200"
"In post","2021","60-64","HM Prison and Probation Service","East of England","Unknown","70","55","25840","23170"
"In post","2021","60-64","HM Prison and Probation Service","London","Heterosexual / straight","275","250","35820","32090"
"In post","2021","60-64","HM Prison and Probation Service","London","LGBO","15","15","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","London","Undeclared","35","25","43270","37000"
"In post","2021","60-64","HM Prison and Probation Service","London","Unknown","85","70","32080","29110"
"In post","2021","60-64","HM Prison and Probation Service","North East (England)","Heterosexual / straight","175","130","29010","28200"
"In post","2021","60-64","HM Prison and Probation Service","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","North East (England)","Undeclared","25","20","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","North East (England)","Unknown","70","45","28100","31650"
"In post","2021","60-64","HM Prison and Probation Service","North West (England)","Heterosexual / straight","365","290","30350","28860"
"In post","2021","60-64","HM Prison and Probation Service","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","North West (England)","Undeclared","40","30","29440","31410"
"In post","2021","60-64","HM Prison and Probation Service","North West (England)","Unknown","125","85","27470","28860"
"In post","2021","60-64","HM Prison and Probation Service","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","South East (England)","Heterosexual / straight","385","330","28890","27220"
"In post","2021","60-64","HM Prison and Probation Service","South East (England)","LGBO","10","5","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","South East (England)","Undeclared","60","50","30090","31180"
"In post","2021","60-64","HM Prison and Probation Service","South East (England)","Unknown","115","90","28630","27380"
"In post","2021","60-64","HM Prison and Probation Service","South West (England)","Heterosexual / straight","210","170","29250","28200"
"In post","2021","60-64","HM Prison and Probation Service","South West (England)","LGBO","10","5","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","South West (England)","Undeclared","35","30","30020","28200"
"In post","2021","60-64","HM Prison and Probation Service","South West (England)","Unknown","50","35","28540","27380"
"In post","2021","60-64","HM Prison and Probation Service","Wales","Heterosexual / straight","105","85","32330","28850"
"In post","2021","60-64","HM Prison and Probation Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","Wales","Undeclared","20","15","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","Wales","Unknown","45","30","28840","31650"
"In post","2021","60-64","HM Prison and Probation Service","West Midlands (England)","Heterosexual / straight","265","230","28640","27380"
"In post","2021","60-64","HM Prison and Probation Service","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","West Midlands (England)","Undeclared","20","15","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","West Midlands (England)","Unknown","60","50","27880","26580"
"In post","2021","60-64","HM Prison and Probation Service","Yorkshire and The Humber","Heterosexual / straight","325","250","29600","28200"
"In post","2021","60-64","HM Prison and Probation Service","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","HM Prison and Probation Service","Yorkshire and The Humber","Undeclared","50","40","29230","30410"
"In post","2021","60-64","HM Prison and Probation Service","Yorkshire and The Humber","Unknown","85","55","27370","31650"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Heterosexual / straight","135","105","34490","31810"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Undeclared","30","20","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Unknown","95","75","28060","21440"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","East of England","Heterosexual / straight","90","75","31520","31810"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","East of England","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","East of England","Undeclared","25","20","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","East of England","Unknown","60","45","29880","28130"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","London","Heterosexual / straight","415","340","43270","39800"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","London","LGBO","20","15","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","London","Undeclared","80","65","40720","38230"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","London","Unknown","220","185","39000","36160"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","North East (England)","Heterosexual / straight","565","415","25970","21440"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","North East (England)","LGBO","10","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","North East (England)","Undeclared","70","50","26410","21440"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","North East (England)","Unknown","425","305","23120","21440"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","North West (England)","Heterosexual / straight","495","370","29360","28130"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","North West (England)","LGBO","15","10","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","North West (England)","Undeclared","100","75","33320","28130"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","North West (England)","Unknown","325","250","25820","21440"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","Northern Ireland","Heterosexual / straight","75","55","30550","28130"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","Northern Ireland","Undeclared","10","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","Northern Ireland","Unknown","20","15","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","Scotland","Heterosexual / straight","425","315","27450","25560"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","Scotland","LGBO","10","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","Scotland","Undeclared","70","45","29510","28130"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","Scotland","Unknown","265","190","25490","21440"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","South East (England)","Heterosexual / straight","145","110","30750","28130"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","South East (England)","Undeclared","30","20","31950","28130"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","South East (England)","Unknown","100","80","25900","25560"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","South West (England)","Heterosexual / straight","45","35","37750","33400"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","South West (England)","Undeclared","15","10","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","South West (England)","Unknown","20","15","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","Wales","Heterosexual / straight","165","120","28450","25660"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs (excl. agencies)","Wales","Undeclared","30","20","25590","25560"
