"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Unknown","Other","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Other","Unknown","10","[c]","31180","23240"
"Leaver CS","2021","40-49","Unknown","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Policy","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Policy","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Policy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Policy","SCS level","15","[c]","85770","81800"
"Leaver CS","2021","40-49","Unknown","Policy","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","AO","625","[c]","21180","21010"
"Leaver CS","2021","40-49","Unknown","Unknown","EO","370","[c]","27980","27570"
"Leaver CS","2021","40-49","Unknown","Unknown","G6","35","[c]","70540","70760"
"Leaver CS","2021","40-49","Unknown","Unknown","G7","40","[c]","54580","54670"
"Leaver CS","2021","40-49","Unknown","Unknown","HEO","100","[c]","33430","33300"
"Leaver CS","2021","40-49","Unknown","Unknown","SCS level","25","[c]","89500","81760"
"Leaver CS","2021","40-49","Unknown","Unknown","SEO","55","[c]","40460","39840"
"Leaver CS","2021","40-49","Unknown","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Commercial","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Commercial","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Commercial","SEO","10","[c]","40850","40700"
"Leaver CS","2021","50-59","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Unknown","SCS level","15","[c]","119420","120000"
"Leaver CS","2021","50-59","Communications","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Communications","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Communications","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Communications","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Debt","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Digital, Data and Technology","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Digital, Data and Technology","G7","10","[c]","56160","54540"
"Leaver CS","2021","50-59","Digital, Data & Technology","Digital, Data and Technology","HEO","10","[c]","34540","33020"
"Leaver CS","2021","50-59","Digital, Data & Technology","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Digital, Data and Technology","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Finance","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Finance","G7","10","[c]","64240","64420"
"Leaver CS","2021","50-59","Finance","Finance","HEO","15","[c]","35020","33660"
"Leaver CS","2021","50-59","Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Finance","SEO","15","[c]","44520","43990"
"Leaver CS","2021","50-59","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Human Resources","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Human Resources","SEO","15","[c]","45730","47900"
"Leaver CS","2021","50-59","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Legal","G6","15","[c]","72170","72660"
"Leaver CS","2021","50-59","Legal","Legal","G7","45","[c]","57760","55610"
"Leaver CS","2021","50-59","Legal","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Legal","SEO","30","[c]","44420","43790"
"Leaver CS","2021","50-59","Legal","Operational Delivery","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Operational Delivery","AO","15","[c]","22970","22820"
"Leaver CS","2021","50-59","Legal","Operational Delivery","EO","10","[c]","25510","27490"
"Leaver CS","2021","50-59","Legal","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Inspector of Education and Training","G7","15","[c]","74710","75500"
"Leaver CS","2021","50-59","No function","Inspector of Education and Training","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Medicine","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Medicine","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Operational Delivery","AA","165","[c]","17740","17270"
"Leaver CS","2021","50-59","No function","Operational Delivery","AO","555","[c]","21150","20650"
"Leaver CS","2021","50-59","No function","Operational Delivery","EO","235","[c]","28810","27130"
"Leaver CS","2021","50-59","No function","Operational Delivery","G6","15","[c]","78520","74950"
"Leaver CS","2021","50-59","No function","Operational Delivery","G7","45","[c]","55250","56220"
"Leaver CS","2021","50-59","No function","Operational Delivery","HEO","105","[c]","34760","33840"
"Leaver CS","2021","50-59","No function","Operational Delivery","SCS level","10","[c]","117510","107030"
"Leaver CS","2021","50-59","No function","Operational Delivery","SEO","65","[c]","44790","43960"
"Leaver CS","2021","50-59","No function","Operational Delivery","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Other","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Policy","G6","10","[c]","75440","71500"
"Leaver CS","2021","50-59","No function","Policy","G7","25","[c]","56070","57920"
"Leaver CS","2021","50-59","No function","Policy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Policy","SEO","15","[c]","40350","40030"
"Leaver CS","2021","50-59","No function","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Psychology","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Science and Engineering","G7","15","[c]","52340","51870"
"Leaver CS","2021","50-59","No function","Science and Engineering","HEO","20","[c]","34090","34530"
"Leaver CS","2021","50-59","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Science and Engineering","SEO","15","[c]","41020","41320"
"Leaver CS","2021","50-59","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Unknown","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Unknown","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Unknown","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Unknown","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Other","EO","10","[c]","19820","18910"
"Leaver CS","2021","50-59","Project Delivery","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Other","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Other","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Project Delivery","G7","15","[c]","53280","53370"
"Leaver CS","2021","50-59","Project Delivery","Project Delivery","HEO","15","[c]","33950","33300"
"Leaver CS","2021","50-59","Project Delivery","Project Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Project Delivery","SEO","25","[c]","40710","40580"
"Leaver CS","2021","50-59","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Science and Engineering","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Science and Engineering","SEO","15","[c]","42930","42690"
"Leaver CS","2021","50-59","Project Delivery","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Operational Delivery","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Property","AA","10","[c]","18850","17920"
"Leaver CS","2021","50-59","Property","Property","AO","10","[c]","21010","21070"
"Leaver CS","2021","50-59","Property","Property","EO","25","[c]","27180","26500"
"Leaver CS","2021","50-59","Property","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Property","G7","10","[c]","56790","57130"
"Leaver CS","2021","50-59","Property","Property","HEO","20","[c]","34260","33280"
"Leaver CS","2021","50-59","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Property","SEO","20","[c]","42850","43750"
"Leaver CS","2021","50-59","Property","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Security","AA","30","[c]","19990","19560"
"Leaver CS","2021","50-59","Security","Security","AO","50","[c]","36170","39070"
"Leaver CS","2021","50-59","Security","Security","EO","10","[c]","39390","43920"
"Leaver CS","2021","50-59","Security","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Security","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
