"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Communications","Communications","G7","45","45","54010","53420"
"In post","2021","20-29","Communications","Communications","HEO","280","280","34130","33210"
"In post","2021","20-29","Communications","Communications","SEO","145","145","41540","41000"
"In post","2021","20-29","Communications","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Operational Delivery","AO","15","10","20830","20590"
"In post","2021","20-29","Communications","Operational Delivery","EO","155","155","25520","25560"
"In post","2021","20-29","Communications","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Operational Delivery","HEO","100","100","31460","31810"
"In post","2021","20-29","Communications","Operational Delivery","SEO","15","15","35700","37390"
"In post","2021","20-29","Communications","Other","EO","10","10","21110","19240"
"In post","2021","20-29","Communications","Other","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Tax","EO","630","625","25560","25560"
"In post","2021","20-29","Communications","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Tax","HEO","105","105","31560","31810"
"In post","2021","20-29","Communications","Tax","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Unknown","AO","10","10","24290","24490"
"In post","2021","20-29","Communications","Unknown","EO","140","140","25970","25560"
"In post","2021","20-29","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Unknown","G7","15","15","53570","54700"
"In post","2021","20-29","Communications","Unknown","HEO","70","70","33220","33390"
"In post","2021","20-29","Communications","Unknown","SEO","35","35","39790","40420"
"In post","2021","20-29","Counter Fraud","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Counter Fraud","EO","15","15","26800","26130"
"In post","2021","20-29","Counter Fraud","Counter Fraud","HEO","35","35","32700","33100"
"In post","2021","20-29","Counter Fraud","Counter Fraud","SEO","10","10","39870","40000"
"In post","2021","20-29","Counter Fraud","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Intelligence Analysis","EO","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Intelligence Analysis","HEO","25","25","33440","31810"
"In post","2021","20-29","Counter Fraud","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Legal","AO","30","25","20470","20140"
"In post","2021","20-29","Counter Fraud","Legal","EO","380","375","26910","25560"
"In post","2021","20-29","Counter Fraud","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Legal","HEO","55","55","32860","31810"
"In post","2021","20-29","Counter Fraud","Legal","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Operational Delivery","AO","35","35","20330","20140"
"In post","2021","20-29","Counter Fraud","Operational Delivery","EO","145","140","25800","25560"
"In post","2021","20-29","Counter Fraud","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Operational Delivery","HEO","70","70","31590","31810"
"In post","2021","20-29","Counter Fraud","Operational Delivery","SEO","15","15","38830","38630"
"In post","2021","20-29","Counter Fraud","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Other","EO","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Other","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Tax","EO","80","80","26620","25560"
"In post","2021","20-29","Counter Fraud","Tax","G7","50","50","54140","52580"
"In post","2021","20-29","Counter Fraud","Tax","HEO","50","50","32360","31810"
"In post","2021","20-29","Counter Fraud","Tax","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Unknown","EO","30","30","26760","25560"
"In post","2021","20-29","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Unknown","G7","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Unknown","HEO","20","20","34550","34550"
"In post","2021","20-29","Counter Fraud","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","Operational Delivery","AO","435","415","20430","20140"
"In post","2021","20-29","Debt","Operational Delivery","EO","115","115","25120","25560"
"In post","2021","20-29","Debt","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","Operational Delivery","HEO","15","15","30920","31810"
"In post","2021","20-29","Debt","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","Tax","AO","440","430","20240","20140"
"In post","2021","20-29","Debt","Tax","EO","15","15","25150","25560"
"In post","2021","20-29","Debt","Unknown","AO","35","35","20650","20140"
"In post","2021","20-29","Debt","Unknown","EO","5","5","[c]","[c]"
"In post","2021","20-29","Debt","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Digital, Data and Technology","AA","25","25","20660","19730"
"In post","2021","20-29","Digital, Data & Technology","Digital, Data and Technology","AO","75","75","21670","21590"
"In post","2021","20-29","Digital, Data & Technology","Digital, Data and Technology","EO","550","545","26790","26130"
"In post","2021","20-29","Digital, Data & Technology","Digital, Data and Technology","G6","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Digital, Data and Technology","G7","110","110","52840","52580"
"In post","2021","20-29","Digital, Data & Technology","Digital, Data and Technology","HEO","535","530","32730","31810"
"In post","2021","20-29","Digital, Data & Technology","Digital, Data and Technology","SEO","280","280","40030","38940"
"In post","2021","20-29","Digital, Data & Technology","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Knowledge and Information Management","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Operational Delivery","EO","25","25","25370","25560"
"In post","2021","20-29","Digital, Data & Technology","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Operational Delivery","HEO","25","25","30460","31810"
"In post","2021","20-29","Digital, Data & Technology","Operational Delivery","SEO","15","15","37960","38630"
"In post","2021","20-29","Digital, Data & Technology","Operational Research","AO","[c]","[c]","[c]","[c]"
