"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","East Midlands (England)","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","East of England","East Anglia","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","London","Inner London - East","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","London","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","North West (England)","Greater Manchester","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","South East (England)","Surrey, East and West Sussex","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","West Midlands (England)","Shropshire and Staffordshire","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","West Midlands (England)","West Midlands","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","Yorkshire and The Humber","West Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","North West (England)","Greater Manchester","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","Wales","East Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","West Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Treasury (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Treasury (excl. agencies)","London","Inner London - West","25","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","London","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","London","Outer London - South","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Institute for Apprenticeships and Technical Education","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Institute for Apprenticeships and Technical Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Institute for Apprenticeships and Technical Education","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal Aid Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal Aid Agency","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal Aid Agency","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal Aid Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal Aid Agency","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal Aid Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal Aid Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal Aid Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Medicines and Healthcare Products Regulatory Agency","East of England","Bedfordshire and Hertfordshire","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Medicines and Healthcare Products Regulatory Agency","London","Inner London - East","40","[c]","36920","32320"
"New entrant CS","2021","Mixed","Met Office","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Met Office","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Met Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Met Office","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Met Office","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Met Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Met Office","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","South East (England)","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","[c]","[c]"
