"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","G6/G7","25","[c]","56350","54700"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SEO/HEO","55","[c]","36080","35720"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Development","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Development","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Development","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Development","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Development","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","International Trade","G6/G7","20","[c]","53780","52500"
"Leaver Dept.","2021","30-39","Department for International Trade","International Trade","SEO/HEO","15","[c]","37580","37920"
"Leaver Dept.","2021","30-39","Department for International Trade","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Unknown","G6/G7","30","[c]","57230","54760"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Unknown","SEO/HEO","35","[c]","39360","42000"
"Leaver Dept.","2021","30-39","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","95","[c]","21160","21010"
"Leaver Dept.","2021","30-39","Department for Work and Pensions (excl. agencies)","Unknown","EO","180","[c]","28030","27570"
"Leaver Dept.","2021","30-39","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","30","[c]","60140","59420"
"Leaver Dept.","2021","30-39","Department for Work and Pensions (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","55","[c]","34710","31990"
"Leaver Dept.","2021","30-39","Department of Health and Social Care (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department of Health and Social Care (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Operational Delivery","AA/AO","20","[c]","20210","21170"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Unknown","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","G6/G7","10","[c]","56170","53120"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Forestry and Land Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Forestry and Land Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Forestry and Land Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Actuary's Department","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Internal Audit Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Internal Audit Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Internal Audit Agency","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","Legal","G6/G7","25","[c]","54000","51330"
"Leaver Dept.","2021","30-39","Government Legal Department","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Health and Safety Executive","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Health and Safety Executive","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Health and Safety Executive","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Health and Safety Executive","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Health and Safety Executive","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Legal","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","AA/AO","55","[c]","20160","19930"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","EO","30","[c]","23680","22640"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Operational Delivery","AA/AO","40","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Operational Delivery","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Operational Delivery","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","Unknown","AA/AO","210","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","Unknown","EO","100","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","Unknown","G6/G7","50","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","120","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","Policy","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","Policy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Operational Delivery","AA/AO","35","[c]","22120","21430"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Operational Delivery","EO","65","[c]","25720","24890"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Operational Delivery","SEO/HEO","30","[c]","32490","30830"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Other","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Policy","G6/G7","30","[c]","59240","57460"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Policy","SEO/HEO","25","[c]","39690","40640"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Social Research","G6/G7","[c]","[c]","[c]","[c]"
