"Status","Year","Function_of_post","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","EO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Devon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","EO","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","EO","Male","15","10","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","SEO/HEO","Male","30","30","32790","30220"
"In post","2021","Analysis","East Anglia","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","Analysis","East Anglia","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Analysis","East Anglia","EO","Female","30","30","25010","24920"
"In post","2021","Analysis","East Anglia","EO","Male","25","25","[c]","[c]"
"In post","2021","Analysis","East Anglia","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Analysis","East Anglia","G6/G7","Male","55","55","52020","48080"
"In post","2021","Analysis","East Anglia","SEO/HEO","Female","85","80","33170","32440"
"In post","2021","Analysis","East Anglia","SEO/HEO","Male","115","110","33020","30220"
"In post","2021","Analysis","East Wales","AA/AO","Female","25","25","[c]","[c]"
"In post","2021","Analysis","East Wales","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Analysis","East Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","EO","Female","90","75","24290","23520"
"In post","2021","Analysis","East Wales","EO","Male","50","50","23980","23050"
"In post","2021","Analysis","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","G6/G7","Female","105","100","51020","49120"
"In post","2021","Analysis","East Wales","G6/G7","Male","110","110","53730","51640"
"In post","2021","Analysis","East Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Analysis","East Wales","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Analysis","East Wales","SEO/HEO","Female","330","310","33620","33740"
"In post","2021","Analysis","East Wales","SEO/HEO","Male","285","280","33520","33020"
"In post","2021","Analysis","East Wales","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Essex","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Essex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Essex","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Female","30","30","55690","56350"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Male","40","40","53940","56350"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Female","110","105","35960","37320"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Male","100","100","35070","36000"
"In post","2021","Analysis","Greater Manchester","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","EO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","EO","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","G6/G7","Male","30","30","51990","52580"
"In post","2021","Analysis","Greater Manchester","SEO/HEO","Female","70","65","34900","31910"
"In post","2021","Analysis","Greater Manchester","SEO/HEO","Male","85","85","35080","32100"
"In post","2021","Analysis","Hampshire and Isle of Wight","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","EO","Female","35","30","24580","23050"
"In post","2021","Analysis","Hampshire and Isle of Wight","EO","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","G6/G7","Female","95","85","50120","49100"
"In post","2021","Analysis","Hampshire and Isle of Wight","G6/G7","Male","175","170","50800","49100"
"In post","2021","Analysis","Hampshire and Isle of Wight","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","SEO/HEO","Female","210","195","33440","33630"
"In post","2021","Analysis","Hampshire and Isle of Wight","SEO/HEO","Male","255","250","33810","34500"
"In post","2021","Analysis","Hampshire and Isle of Wight","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","EO","Female","25","25","[c]","[c]"
"In post","2021","Analysis","Inner London - East","EO","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Inner London - East","G6/G7","Female","130","120","61060","59160"
"In post","2021","Analysis","Inner London - East","G6/G7","Male","170","170","62900","59160"
"In post","2021","Analysis","Inner London - East","SCS level","Female","15","10","[c]","[c]"
"In post","2021","Analysis","Inner London - East","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Inner London - East","SEO/HEO","Female","125","125","38370","38430"
"In post","2021","Analysis","Inner London - East","SEO/HEO","Male","170","170","38360","36680"
"In post","2021","Analysis","Inner London - West","AA/AO","Female","25","25","[c]","[c]"
"In post","2021","Analysis","Inner London - West","AA/AO","Male","30","30","24280","24120"
"In post","2021","Analysis","Inner London - West","EO","Female","95","95","28960","28600"
"In post","2021","Analysis","Inner London - West","EO","Male","110","110","29020","29000"
"In post","2021","Analysis","Inner London - West","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - West","G6/G7","Female","480","445","61510","59160"
"In post","2021","Analysis","Inner London - West","G6/G7","Male","640","630","62680","59160"
"In post","2021","Analysis","Inner London - West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - West","SCS level","Female","35","35","90700","79590"
"In post","2021","Analysis","Inner London - West","SCS level","Male","45","45","89160","78580"
"In post","2021","Analysis","Inner London - West","SEO/HEO","Female","535","520","37650","36160"
"In post","2021","Analysis","Inner London - West","SEO/HEO","Male","705","700","37880","36160"
"In post","2021","Analysis","Inner London - West","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Inner London - West","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - West","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","EO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Merseyside","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Merseyside","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Merseyside","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","SEO/HEO","Female","35","30","34410","31970"
"In post","2021","Analysis","Merseyside","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","EO","Female","10","10","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","EO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Outer London - South","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Outer London - South","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Outer London - South","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Outer London - South","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","EO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","G6/G7","Female","20","15","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","G6/G7","Male","30","30","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","SEO/HEO","Female","35","30","38510","41990"
"In post","2021","Analysis","South Yorkshire","SEO/HEO","Male","35","35","38630","41990"
"In post","2021","Analysis","Surrey, East and West Sussex","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","West Midlands","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Analysis","West Midlands","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Analysis","West Midlands","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Analysis","West Midlands","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","EO","Male","15","15","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","EO","Female","15","10","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","EO","Male","10","10","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","G6/G7","Female","35","30","53050","51450"
"In post","2021","Analysis","West Yorkshire","G6/G7","Male","30","30","53920","51370"
"In post","2021","Analysis","West Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","SEO/HEO","Male","25","20","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","EO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","20","20","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Female","55","55","37670","36970"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Male","60","60","39840","40330"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Cheshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","EO","Female","[c]","[c]","[c]","[c]"
