"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","National Records of Scotland","Unknown","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Unknown","Outside London","EO","10","[c]","26160","26160"
"New entrant CS","2021","National Records of Scotland","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Unknown","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Unknown","Outside London","SEO","15","[c]","39780","38540"
"New entrant CS","2021","National Savings and Investments","Communications","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Digital, Data and Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Finance","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Other","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Other","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Other","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Economics","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Finance","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Policy","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Policy","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Policy","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Policy","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Economics","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Economics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Economics","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Economics","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","G7","15","[c]","73360","75500"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","SEO","10","[c]","48360","46360"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","G7","40","[c]","73520","75500"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","SEO","25","[c]","48480","46360"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Legal","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Legal","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Legal","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Other","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Other","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Other","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Other","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Other","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Policy","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Policy","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Policy","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Policy","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Statistics","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Communications","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Communications","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Communications","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Corporate Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Corporate Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Economics","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Economics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Economics","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Economics","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","London","AO","15","[c]","20230","19750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","London","EO","35","[c]","26240","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","London","HEO","10","[c]","35650","36000"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","Outside London","AO","25","[c]","18220","18180"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","Outside London","EO","70","[c]","23760","23450"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","Outside London","HEO","25","[c]","32550","30950"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Policy","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Policy","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Policy","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Science and Engineering","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Science and Engineering","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","HEO","10","[c]","31350","31000"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Communications","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Communications","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Economics","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Economics","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Finance","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Legal","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Policy","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Policy","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Science and Engineering","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Operational Delivery","Outside London","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Operational Delivery","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Operational Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Operational Delivery","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Digital, Data and Technology","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Digital, Data and Technology","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Operational Delivery","Outside London","AO","35","[c]","20610","21270"
"New entrant CS","2021","Planning Inspectorate","Operational Delivery","Outside London","EO","10","[c]","26110","26050"
"New entrant CS","2021","Planning Inspectorate","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Operational Delivery","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Operational Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Planning Inspectors","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Unknown","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Commercial","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Communications","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Communications","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Digital, Data and Technology","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Digital, Data and Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Finance","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Finance","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Finance","London","HEO","10","[c]","32630","32330"
"New entrant CS","2021","Public Health England","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Finance","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","London","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Knowledge and Information Management","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Knowledge and Information Management","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Knowledge and Information Management","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Knowledge and Information Management","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Knowledge and Information Management","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Medicine","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Medicine","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Medicine","London","SCS level","30","[c]","91720","84670"
"New entrant CS","2021","Public Health England","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Medicine","Outside London","G6","[c]","[c]","[c]","[c]"
