"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Human Resources","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","London","EO","5","5","[c]","[c]"
"In post","2021","Chinese","Legal","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","London","G7","20","20","[c]","[c]"
"In post","2021","Chinese","Legal","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East Midlands (England)","AO","5","5","[c]","[c]"
"In post","2021","Chinese","No function","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East of England","AO","5","5","[c]","[c]"
"In post","2021","Chinese","No function","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","London","AO","20","20","[c]","[c]"
"In post","2021","Chinese","No function","London","EO","35","35","28710","28420"
"In post","2021","Chinese","No function","London","G6","15","15","[c]","[c]"
"In post","2021","Chinese","No function","London","G7","50","50","56090","54650"
"In post","2021","Chinese","No function","London","HEO","50","50","35900","35200"
"In post","2021","Chinese","No function","London","SCS level","5","5","[c]","[c]"
"In post","2021","Chinese","No function","London","SEO","35","35","42040","41300"
"In post","2021","Chinese","No function","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North East (England)","AO","10","5","[c]","[c]"
"In post","2021","Chinese","No function","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North West (England)","AO","20","15","[c]","[c]"
"In post","2021","Chinese","No function","North West (England)","EO","15","15","[c]","[c]"
"In post","2021","Chinese","No function","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North West (England)","HEO","5","5","[c]","[c]"
"In post","2021","Chinese","No function","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Scotland","AO","5","5","[c]","[c]"
"In post","2021","Chinese","No function","Scotland","EO","5","5","[c]","[c]"
"In post","2021","Chinese","No function","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","South East (England)","AO","15","15","[c]","[c]"
"In post","2021","Chinese","No function","South East (England)","EO","5","5","[c]","[c]"
"In post","2021","Chinese","No function","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","South East (England)","HEO","5","5","[c]","[c]"
"In post","2021","Chinese","No function","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","South East (England)","SEO","5","5","[c]","[c]"
"In post","2021","Chinese","No function","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","South West (England)","AO","10","10","[c]","[c]"
"In post","2021","Chinese","No function","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","South West (England)","HEO","5","5","[c]","[c]"
"In post","2021","Chinese","No function","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Wales","AO","10","10","[c]","[c]"
"In post","2021","Chinese","No function","Wales","EO","10","10","[c]","[c]"
"In post","2021","Chinese","No function","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Yorkshire and The Humber","AO","5","5","[c]","[c]"
"In post","2021","Chinese","No function","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
