"Status","Year","Age","Parent_department","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","East Wales","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Inner London - West","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Greater Manchester","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Department for Education","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Inner London - West","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Inner London - West","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","West Wales and The Valleys","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","16-19","Department for Transport","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","West Wales and The Valleys","Unknown","15","10","[c]","[c]"
"In post","2021","16-19","Department for Transport","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Greater Manchester","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Lancashire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Northumberland and Tyne and Wear","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","South Yorkshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Tees Valley and Durham","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Midlands","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Wales and The Valleys","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Wales and The Valleys","LGBO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Yorkshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Inner London - East","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
