"Status","Year","Organisation","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Commercial Service","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Female","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Male","Heterosexual / straight","50","50","41500","35710"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Female","Heterosexual / straight","75","75","39870","38340"
"In post","2021","Crown Commercial Service","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Male","Heterosexual / straight","55","55","45490","35520"
"In post","2021","Crown Commercial Service","Operational Delivery","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Male","Heterosexual / straight","30","30","41050","37540"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
