"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Communications","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","G7","Heterosexual / straight","90","[c]","58660","57440"
"New entrant CS","2021","Digital, Data and Technology","London","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","G7","Unknown","85","[c]","60360","58070"
"New entrant CS","2021","Digital, Data and Technology","London","HEO","Heterosexual / straight","40","[c]","34760","34250"
"New entrant CS","2021","Digital, Data and Technology","London","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","HEO","Unknown","70","[c]","33700","32790"
"New entrant CS","2021","Digital, Data and Technology","London","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","SEO","Heterosexual / straight","80","[c]","43060","42320"
"New entrant CS","2021","Digital, Data and Technology","London","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","SEO","Unknown","55","[c]","43140","42020"
"New entrant CS","2021","Digital, Data and Technology","Outside London","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","AO","Heterosexual / straight","35","[c]","21120","20920"
"New entrant CS","2021","Digital, Data and Technology","Outside London","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","EO","Heterosexual / straight","145","[c]","25940","26130"
"New entrant CS","2021","Digital, Data and Technology","Outside London","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","EO","Unknown","145","[c]","26030","25560"
"New entrant CS","2021","Digital, Data and Technology","Outside London","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","G6","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","G7","Heterosexual / straight","130","[c]","53170","52580"
"New entrant CS","2021","Digital, Data and Technology","Outside London","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","G7","Unknown","75","[c]","53900","52580"
"New entrant CS","2021","Digital, Data and Technology","Outside London","HEO","Heterosexual / straight","135","[c]","31420","31040"
"New entrant CS","2021","Digital, Data and Technology","Outside London","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","HEO","Unknown","115","[c]","32380","31810"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SEO","Heterosexual / straight","165","[c]","40120","39000"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SEO","Unknown","115","[c]","40760","38630"
"New entrant CS","2021","Digital, Data and Technology","Outside London","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","AO","Heterosexual / straight","30","[c]","23840","24120"
"New entrant CS","2021","Economics","London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","HEO","Heterosexual / straight","150","[c]","32820","32750"
"New entrant CS","2021","Economics","London","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","HEO","Unknown","80","[c]","33660","32790"
"New entrant CS","2021","Economics","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","EO","Heterosexual / straight","35","[c]","27590","27750"
"New entrant CS","2021","Finance","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","HEO","Heterosexual / straight","40","[c]","36280","33950"
"New entrant CS","2021","Finance","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","HEO","Unknown","40","[c]","33200","32790"
"New entrant CS","2021","Finance","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SEO","Heterosexual / straight","30","[c]","42240","41500"
"New entrant CS","2021","Finance","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","AO","Heterosexual / straight","40","[c]","20740","20920"
"New entrant CS","2021","Finance","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","EO","Heterosexual / straight","90","[c]","24070","25000"
"New entrant CS","2021","Finance","Outside London","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","EO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","HEO","Heterosexual / straight","60","[c]","32360","31810"
"New entrant CS","2021","Finance","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","HEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SEO","Heterosexual / straight","60","[c]","39270","38980"
"New entrant CS","2021","Finance","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","EO","Heterosexual / straight","40","[c]","27830","27270"
"New entrant CS","2021","Human Resources","London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","HEO","Heterosexual / straight","45","[c]","34290","34000"
"New entrant CS","2021","Human Resources","London","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AO","Heterosexual / straight","90","[c]","20790","20920"
"New entrant CS","2021","Human Resources","Outside London","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","EO","Heterosexual / straight","65","[c]","24770","25000"
"New entrant CS","2021","Human Resources","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","EO","Unknown","35","[c]","24740","24920"
"New entrant CS","2021","Human Resources","Outside London","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","HEO","Heterosexual / straight","70","[c]","30770","30190"
"New entrant CS","2021","Human Resources","Outside London","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SEO","Heterosexual / straight","35","[c]","38020","38000"
"New entrant CS","2021","Human Resources","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","G7","Heterosexual / straight","35","[c]","73580","75500"
"New entrant CS","2021","Inspector of Education and Training","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
