"Status","Year","Age","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","16-19","Royal Fleet Auxiliary","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government (excl. agencies)","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Valuation Office Agency","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","45","[c]","22560","21050"
"Leaver CS","2021","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Office","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Cabinet Office","AO","60","[c]","20790","20370"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Cabinet Office","EO","20","[c]","26230","26000"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Cabinet Office","G7","15","[c]","54590","54700"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Cabinet Office","HEO","40","[c]","31130","32000"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Cabinet Office","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Companies House","Department for Business, Energy and Industrial Strategy","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Companies House","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Competition and Markets Authority","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Competition and Markets Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Competition and Markets Authority","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Criminal Injuries Compensation Authority","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Criminal Injuries Compensation Authority","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Commercial Service","Other Cabinet Office Agencies","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Commercial Service","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Commercial Service","Other Cabinet Office Agencies","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Commercial Service","Other Cabinet Office Agencies","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","AO","15","[c]","21360","21490"
"Leaver CS","2021","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Prosecution Service","Attorney General's Departments","AO","35","[c]","21550","21950"
"Leaver CS","2021","20-29","Crown Prosecution Service","Attorney General's Departments","EO","10","[c]","26500","26970"
"Leaver CS","2021","20-29","Crown Prosecution Service","Attorney General's Departments","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Prosecution Service","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Debt Management Office","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Equipment and Support","Ministry of Defence","EO","75","[c]","20990","20000"
"Leaver CS","2021","20-29","Defence Equipment and Support","Ministry of Defence","HEO","35","[c]","29290","30360"
"Leaver CS","2021","20-29","Defence Equipment and Support","Ministry of Defence","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","AA","55","[c]","17160","17180"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","AO","10","[c]","18720","17710"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","HEO","30","[c]","27590","28650"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AO","20","[c]","24330","24300"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","HEO","25","[c]","32280","32750"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Department for Education","AO","10","[c]","22130","21000"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Department for Education","EO","35","[c]","24690","25500"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Department for Education","G7","10","[c]","55060","54160"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Department for Education","HEO","20","[c]","33900","33610"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Department for Education","SEO","15","[c]","40610","40860"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AO","25","[c]","22640","24370"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","45","[c]","20620","18200"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","HEO","20","[c]","33120","33120"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Development","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Development","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Department for International Trade","AO","45","[c]","18750","18200"
"Leaver CS","2021","20-29","Department for International Trade","Department for International Trade","EO","10","[c]","25050","25730"
"Leaver CS","2021","20-29","Department for International Trade","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Department for International Trade","HEO","10","[c]","32030","32120"
"Leaver CS","2021","20-29","Department for International Trade","Department for International Trade","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport (excl. agencies)","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport (excl. agencies)","Department for Transport","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport (excl. agencies)","Department for Transport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport (excl. agencies)","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport (excl. agencies)","Department for Transport","HEO","25","[c]","26140","23100"
"Leaver CS","2021","20-29","Department for Transport (excl. agencies)","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","410","[c]","21740","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","210","[c]","28950","27570"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","20","[c]","32440","31260"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
