"Status","Year","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Commercial","280","270","40550","37040"
"In post","2021","Undeclared","Communications","220","210","34440","31810"
"In post","2021","Undeclared","Counter Fraud","575","540","36220","32100"
"In post","2021","Undeclared","Debt","145","125","24730","21440"
"In post","2021","Undeclared","Digital, Data & Technology","655","635","41850","39120"
"In post","2021","Undeclared","Finance","375","355","39620","35360"
"In post","2021","Undeclared","Grants Management","85","80","28200","26470"
"In post","2021","Undeclared","Human Resources","280","265","36220","32350"
"In post","2021","Undeclared","Internal Audit","40","35","46800","43870"
"In post","2021","Undeclared","Legal","350","330","46250","46110"
"In post","2021","Undeclared","No function","6910","6480","35030","31810"
"In post","2021","Undeclared","Project Delivery","1525","1475","42000","40050"
"In post","2021","Undeclared","Property","460","440","36920","33300"
"In post","2021","Undeclared","Security","450","445","34780","35670"
"In post","2021","Undeclared","Unknown","7965","7245","30600","27570"
"In post","2021","Unknown","Analysis","965","935","40780","36780"
"In post","2021","Unknown","Commercial","1610","1575","59090","54700"
"In post","2021","Unknown","Communications","2170","2120","33050","26980"
"In post","2021","Unknown","Counter Fraud","1690","1610","32140","29570"
"In post","2021","Unknown","Debt","1545","1445","21490","20140"
"In post","2021","Unknown","Digital, Data & Technology","2485","2440","40420","36970"
"In post","2021","Unknown","Finance","1210","1145","35850","32760"
"In post","2021","Unknown","Grants Management","690","660","24260","21050"
"In post","2021","Unknown","Human Resources","955","915","35040","31810"
"In post","2021","Unknown","Internal Audit","30","30","43150","39630"
"In post","2021","Unknown","Legal","3170","2915","36470","29350"
"In post","2021","Unknown","No function","31185","29465","30160","26470"
"In post","2021","Unknown","Project Delivery","2815","2740","41690","38630"
"In post","2021","Unknown","Property","1510","1425","30870","26500"
"In post","2021","Unknown","Security","1275","1255","30530","26750"
"In post","2021","Unknown","Unknown","13770","13065","32550","27570"
"In post","2021","White","Analysis","5095","4875","43690","38600"
"In post","2021","White","Commercial","4490","4340","42430","38160"
"In post","2021","White","Communications","4885","4675","35760","31810"
"In post","2021","White","Counter Fraud","6300","5895","34290","31810"
"In post","2021","White","Debt","2405","2140","24150","21440"
"In post","2021","White","Digital, Data & Technology","8900","8605","41870","38630"
"In post","2021","White","Finance","6460","6085","39760","35300"
"In post","2021","White","Grants Management","1065","945","26200","25100"
"In post","2021","White","Human Resources","7320","6910","37950","33300"
"In post","2021","White","Internal Audit","560","535","46320","43230"
"In post","2021","White","Legal","8970","8285","46690","48350"
"In post","2021","White","No function","126995","117820","33370","29810"
"In post","2021","White","Project Delivery","21610","20820","41150","38600"
"In post","2021","White","Property","6735","6430","35040","33000"
"In post","2021","White","Security","6555","6400","31530","27680"
"In post","2021","White","Unknown","122050","111490","30640","27570"
"Leaver CS","2021","Asian","Analysis","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","40","[c]","41090","40650"
"Leaver CS","2021","Asian","No function","345","[c]","30870","24250"
"Leaver CS","2021","Asian","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","685","[c]","28030","26890"
"Leaver CS","2021","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","15","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","20","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","215","[c]","31130","25140"
"Leaver CS","2021","Black","Project Delivery","20","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","280","[c]","29280","26200"
"Leaver CS","2021","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","15","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","140","[c]","31550","25120"
"Leaver CS","2021","Mixed","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","195","[c]","29960","27570"
"Leaver CS","2021","Other ethnicity","Analysis","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","50","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","55","[c]","35350","27760"
"Leaver CS","2021","Undeclared","Analysis","45","[c]","27930","19130"
"Leaver CS","2021","Undeclared","Commercial","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","30","[c]","40110","36030"
"Leaver CS","2021","Undeclared","Finance","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","410","[c]","30540","26400"
"Leaver CS","2021","Undeclared","Project Delivery","45","[c]","39310","39410"
"Leaver CS","2021","Undeclared","Property","30","[c]","37220","33630"
"Leaver CS","2021","Undeclared","Security","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","680","[c]","29780","27570"
"Leaver CS","2021","Unknown","Analysis","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","80","[c]","64710","60650"
"Leaver CS","2021","Unknown","Communications","75","[c]","38060","37290"
"Leaver CS","2021","Unknown","Counter Fraud","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","130","[c]","41240","37300"
"Leaver CS","2021","Unknown","Finance","35","[c]","41800","35740"
"Leaver CS","2021","Unknown","Grants Management","90","[c]","24950","21050"
"Leaver CS","2021","Unknown","Human Resources","45","[c]","40650","32460"
"Leaver CS","2021","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","200","[c]","36650","29350"
"Leaver CS","2021","Unknown","No function","2295","[c]","30130","24250"
"Leaver CS","2021","Unknown","Project Delivery","130","[c]","34450","30680"
"Leaver CS","2021","Unknown","Property","165","[c]","27500","24500"
"Leaver CS","2021","Unknown","Security","105","[c]","27570","24970"
"Leaver CS","2021","Unknown","Unknown","3160","[c]","31240","27570"
"Leaver CS","2021","White","Analysis","160","[c]","37850","31700"
"Leaver CS","2021","White","Commercial","155","[c]","41170","36450"
"Leaver CS","2021","White","Communications","140","[c]","38060","32750"
"Leaver CS","2021","White","Counter Fraud","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","225","[c]","42680","38450"
"Leaver CS","2021","White","Finance","155","[c]","41150","36730"
"Leaver CS","2021","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","230","[c]","37800","33250"
"Leaver CS","2021","White","Internal Audit","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","370","[c]","47900","50000"
"Leaver CS","2021","White","No function","5685","[c]","33030","26160"
"Leaver CS","2021","White","Project Delivery","620","[c]","38990","35290"
"Leaver CS","2021","White","Property","340","[c]","31960","28260"
"Leaver CS","2021","White","Security","285","[c]","30230","26670"
"Leaver CS","2021","White","Unknown","9160","[c]","30040","26890"
"Leaver Dept.","2021","Asian","Analysis","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","No function","295","[c]","33340","31230"
"Leaver Dept.","2021","Asian","Project Delivery","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","480","[c]","33000","30210"
"Leaver Dept.","2021","Black","Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","145","[c]","33210","32560"
"Leaver Dept.","2021","Black","Project Delivery","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","235","[c]","32700","29120"
"Leaver Dept.","2021","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","135","[c]","40070","33690"
"Leaver Dept.","2021","Mixed","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","130","[c]","36120","31210"
"Leaver Dept.","2021","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","160","[c]","36360","32700"
"Leaver Dept.","2021","Undeclared","Project Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","175","[c]","33570","29640"
"Leaver Dept.","2021","Unknown","Analysis","45","[c]","40870","37230"
"Leaver Dept.","2021","Unknown","Commercial","45","[c]","47060","47780"
"Leaver Dept.","2021","Unknown","Communications","65","[c]","40480","38810"
"Leaver Dept.","2021","Unknown","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","50","[c]","48120","47960"
"Leaver Dept.","2021","Unknown","Finance","40","[c]","49960","45850"
"Leaver Dept.","2021","Unknown","Grants Management","45","[c]","26340","25070"
"Leaver Dept.","2021","Unknown","Human Resources","80","[c]","41660","37360"
"Leaver Dept.","2021","Unknown","Legal","55","[c]","41140","35230"
"Leaver Dept.","2021","Unknown","No function","1325","[c]","36730","32000"
"Leaver Dept.","2021","Unknown","Project Delivery","85","[c]","42760","38600"
"Leaver Dept.","2021","Unknown","Property","35","[c]","31110","25500"
"Leaver Dept.","2021","Unknown","Security","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","1275","[c]","36080","32120"
"Leaver Dept.","2021","White","Analysis","170","[c]","41430","36030"
"Leaver Dept.","2021","White","Commercial","85","[c]","41130","40580"
"Leaver Dept.","2021","White","Communications","110","[c]","43100","38320"
"Leaver Dept.","2021","White","Counter Fraud","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","125","[c]","45950","40600"
"Leaver Dept.","2021","White","Finance","115","[c]","45420","43250"
"Leaver Dept.","2021","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","305","[c]","38310","32960"
"Leaver Dept.","2021","White","Internal Audit","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","125","[c]","45390","44680"
"Leaver Dept.","2021","White","No function","1915","[c]","39880","33570"
"Leaver Dept.","2021","White","Project Delivery","365","[c]","40760","34590"
"Leaver Dept.","2021","White","Property","70","[c]","38370","33100"
"Leaver Dept.","2021","White","Security","35","[c]","35550","32910"
"Leaver Dept.","2021","White","Unknown","3045","[c]","34760","29290"
"New entrant CS","2021","Asian","Analysis","80","[c]","32520","31810"
"New entrant CS","2021","Asian","Commercial","40","[c]","36480","32000"
"New entrant CS","2021","Asian","Communications","60","[c]","29770","25750"
"New entrant CS","2021","Asian","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Debt","40","[c]","20710","20140"
"New entrant CS","2021","Asian","Digital, Data & Technology","165","[c]","40270","35970"
"New entrant CS","2021","Asian","Finance","70","[c]","35350","33760"
"New entrant CS","2021","Asian","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","65","[c]","32630","28680"
"New entrant CS","2021","Asian","Internal Audit","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal","135","[c]","36460","33550"
"New entrant CS","2021","Asian","No function","1055","[c]","28870","26130"
"New entrant CS","2021","Asian","Project Delivery","105","[c]","38190","34020"
"New entrant CS","2021","Asian","Property","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","2235","[c]","28650","27570"
"New entrant CS","2021","Black","Analysis","30","[c]","34490","32540"
"New entrant CS","2021","Black","Commercial","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","30","[c]","31410","27530"
"New entrant CS","2021","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","70","[c]","39320","38630"
"New entrant CS","2021","Black","Finance","40","[c]","37100","34590"
"New entrant CS","2021","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","30","[c]","33190","30430"
"New entrant CS","2021","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","55","[c]","32190","26950"
"New entrant CS","2021","Black","No function","730","[c]","29520","26810"
"New entrant CS","2021","Black","Project Delivery","70","[c]","34660","33260"
