"Status","Year","Age","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Chinese","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Mixed","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
