"Status","Year","Age","Disability","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","65+","Undeclared","London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Outside London","AA/AO","120","[c]","20610","20100"
"Leaver CS","2021","65+","Undeclared","Outside London","EO","50","[c]","27060","27240"
"Leaver CS","2021","65+","Undeclared","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Outside London","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Outside London","AA/AO","230","[c]","20950","20610"
"Leaver CS","2021","65+","Unknown","Outside London","EO","65","[c]","26670","26460"
"Leaver CS","2021","65+","Unknown","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Outside London","SEO/HEO","85","[c]","38470","37570"
"Leaver CS","2021","65+","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","London","EO","40","[c]","27940","27350"
"Leaver Dept.","2021","20-29","Declared disabled","London","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","London","SEO/HEO","70","[c]","35190","33950"
"Leaver Dept.","2021","20-29","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Outside London","AA/AO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Outside London","EO","40","[c]","24510","25020"
"Leaver Dept.","2021","20-29","Declared disabled","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","London","AA/AO","80","[c]","23540","23670"
"Leaver Dept.","2021","20-29","Declared non-disabled","London","EO","295","[c]","28250","27760"
"Leaver Dept.","2021","20-29","Declared non-disabled","London","G6/G7","145","[c]","54550","53680"
"Leaver Dept.","2021","20-29","Declared non-disabled","London","SEO/HEO","695","[c]","35450","34330"
"Leaver Dept.","2021","20-29","Declared non-disabled","London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Outside London","AA/AO","435","[c]","20720","21010"
"Leaver Dept.","2021","20-29","Declared non-disabled","Outside London","EO","295","[c]","25390","26290"
"Leaver Dept.","2021","20-29","Declared non-disabled","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Outside London","SEO/HEO","195","[c]","31070","30830"
"Leaver Dept.","2021","20-29","Declared non-disabled","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Unknown","SEO/HEO","120","[c]","32480","32000"
"Leaver Dept.","2021","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","London","SEO/HEO","70","[c]","36090","34700"
"Leaver Dept.","2021","20-29","Undeclared","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Outside London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","London","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","London","EO","145","[c]","28090","27500"
"Leaver Dept.","2021","20-29","Unknown","London","G6/G7","105","[c]","53810","53200"
"Leaver Dept.","2021","20-29","Unknown","London","SEO/HEO","410","[c]","35120","33570"
"Leaver Dept.","2021","20-29","Unknown","London","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Outside London","AA/AO","265","[c]","20620","20500"
"Leaver Dept.","2021","20-29","Unknown","Outside London","EO","100","[c]","25560","25480"
"Leaver Dept.","2021","20-29","Unknown","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Outside London","SEO/HEO","125","[c]","32600","32010"
"Leaver Dept.","2021","20-29","Unknown","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Overseas","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","SEO/HEO","275","[c]","30940","32000"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","London","G6/G7","55","[c]","57670","55550"
"Leaver Dept.","2021","30-39","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","London","SEO/HEO","50","[c]","36640","35430"
"Leaver Dept.","2021","30-39","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Outside London","AA/AO","45","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Outside London","EO","45","[c]","25700","26180"
"Leaver Dept.","2021","30-39","Declared disabled","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Outside London","SEO/HEO","45","[c]","35200","33670"
"Leaver Dept.","2021","30-39","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","London","AA/AO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","London","EO","110","[c]","28620","28660"
"Leaver Dept.","2021","30-39","Declared non-disabled","London","G6/G7","475","[c]","57430","55350"
"Leaver Dept.","2021","30-39","Declared non-disabled","London","SCS level","45","[c]","78380","74370"
"Leaver Dept.","2021","30-39","Declared non-disabled","London","SEO/HEO","370","[c]","38140","37520"
"Leaver Dept.","2021","30-39","Declared non-disabled","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Outside London","AA/AO","345","[c]","20690","21010"
"Leaver Dept.","2021","30-39","Declared non-disabled","Outside London","EO","335","[c]","25940","26200"
"Leaver Dept.","2021","30-39","Declared non-disabled","Outside London","G6/G7","85","[c]","53580","54050"
"Leaver Dept.","2021","30-39","Declared non-disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Outside London","SEO/HEO","345","[c]","33900","32530"
"Leaver Dept.","2021","30-39","Declared non-disabled","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","SEO/HEO","35","[c]","33070","32000"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","London","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","London","SEO/HEO","50","[c]","40170","41790"
"Leaver Dept.","2021","30-39","Undeclared","Outside London","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Outside London","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","London","G6/G7","210","[c]","56020","54470"
"Leaver Dept.","2021","30-39","Unknown","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","London","SEO/HEO","175","[c]","37270","37410"
"Leaver Dept.","2021","30-39","Unknown","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Outside London","AA/AO","120","[c]","20660","20710"
"Leaver Dept.","2021","30-39","Unknown","Outside London","EO","85","[c]","25690","25190"
"Leaver Dept.","2021","30-39","Unknown","Outside London","G6/G7","40","[c]","51950","50090"
"Leaver Dept.","2021","30-39","Unknown","Outside London","SEO/HEO","135","[c]","35790","35900"
"Leaver Dept.","2021","30-39","Unknown","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","SEO/HEO","60","[c]","31340","32000"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","London","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Outside London","AA/AO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Outside London","EO","40","[c]","26620","27470"
"Leaver Dept.","2021","40-49","Declared disabled","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Outside London","SEO/HEO","50","[c]","35720","35310"
"Leaver Dept.","2021","40-49","Declared disabled","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","London","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","London","EO","45","[c]","29180","28980"
"Leaver Dept.","2021","40-49","Declared non-disabled","London","G6/G7","225","[c]","60450","59800"
"Leaver Dept.","2021","40-49","Declared non-disabled","London","SCS level","100","[c]","87460","79310"
"Leaver Dept.","2021","40-49","Declared non-disabled","London","SEO/HEO","130","[c]","38950","38540"
"Leaver Dept.","2021","40-49","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Outside London","AA/AO","175","[c]","20820","21010"
"Leaver Dept.","2021","40-49","Declared non-disabled","Outside London","EO","240","[c]","26470","27570"
"Leaver Dept.","2021","40-49","Declared non-disabled","Outside London","G6/G7","120","[c]","56510","55640"
"Leaver Dept.","2021","40-49","Declared non-disabled","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Outside London","SEO/HEO","260","[c]","35940","35310"
"Leaver Dept.","2021","40-49","Declared non-disabled","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","London","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Outside London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","London","G6/G7","95","[c]","60150","58750"
"Leaver Dept.","2021","40-49","Unknown","London","SCS level","35","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","London","SEO/HEO","50","[c]","39910","39270"
"Leaver Dept.","2021","40-49","Unknown","Outside London","AA/AO","90","[c]","20730","20660"
"Leaver Dept.","2021","40-49","Unknown","Outside London","EO","45","[c]","25560","25150"
"Leaver Dept.","2021","40-49","Unknown","Outside London","G6/G7","50","[c]","52570","50920"
"Leaver Dept.","2021","40-49","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Outside London","SEO/HEO","70","[c]","35570","35960"
"Leaver Dept.","2021","40-49","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
