"Status","Year","Parent_department","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Devon CC","Outside London","Heterosexual / straight","80","75","39080","34480"
"In post","2021","Attorney General's Departments","Devon CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","Outside London","Heterosexual / straight","80","75","37650","30110"
"In post","2021","Attorney General's Departments","East Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","Outside London","Unknown","40","35","43370","35020"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Outside London","Heterosexual / straight","50","45","39190","37780"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","Outside London","Heterosexual / straight","135","125","40910","35630"
"In post","2021","Attorney General's Departments","Heart of Essex","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","Outside London","Unknown","40","35","42490","31690"
"In post","2021","Attorney General's Departments","Hertfordshire","Outside London","Heterosexual / straight","130","120","41700","40000"
"In post","2021","Attorney General's Departments","Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","Outside London","Unknown","35","30","45530","45260"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Outside London","Heterosexual / straight","50","45","38910","31720"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","Outside London","Heterosexual / straight","245","230","43060","48080"
"In post","2021","Attorney General's Departments","Leeds","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","Outside London","Unknown","105","95","40740","34480"
"In post","2021","Attorney General's Departments","Leicester","Outside London","Heterosexual / straight","105","95","39610","38760"
"In post","2021","Attorney General's Departments","Leicester","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Outside London","Heterosexual / straight","265","255","36940","30720"
"In post","2021","Attorney General's Departments","Liverpool","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Outside London","Unknown","80","75","40690","34480"
"In post","2021","Attorney General's Departments","Manchester","Outside London","Heterosexual / straight","285","265","40710","38000"
"In post","2021","Attorney General's Departments","Manchester","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","Outside London","Unknown","55","45","41980","34480"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","Outside London","Heterosexual / straight","120","115","39160","38000"
"In post","2021","Attorney General's Departments","Mid Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","Outside London","Unknown","50","45","42450","48080"
"In post","2021","Attorney General's Departments","Northumberland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Outside London","Heterosexual / straight","55","50","35650","28430"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Outside London","Heterosexual / straight","185","175","36800","28430"
"In post","2021","Attorney General's Departments","Nottingham","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Outside London","Unknown","70","65","38910","34480"
"In post","2021","Attorney General's Departments","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Peterborough","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Peterborough","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","Outside London","Heterosexual / straight","80","75","38400","30110"
"In post","2021","Attorney General's Departments","Portsmouth","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","Outside London","Heterosexual / straight","85","75","34710","28430"
"In post","2021","Attorney General's Departments","Sheffield","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","Outside London","Unknown","50","45","38140","28430"
"In post","2021","Attorney General's Departments","Shropshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Outside London","Heterosexual / straight","115","105","44770","42460"
"In post","2021","Attorney General's Departments","South Hampshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Outside London","Unknown","30","25","48060","50820"
"In post","2021","Attorney General's Departments","South Teesside","Outside London","Heterosexual / straight","65","60","37080","28430"
"In post","2021","Attorney General's Departments","South Teesside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Staffordshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Staffordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Staffordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Outside London","Heterosexual / straight","50","45","40670","43420"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Outside London","Heterosexual / straight","50","45","39640","34480"
"In post","2021","Attorney General's Departments","Swansea","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Outside London","Heterosexual / straight","175","160","38570","34480"
"In post","2021","Attorney General's Departments","Tyneside","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Outside London","Unknown","55","50","37590","28430"
"In post","2021","Attorney General's Departments","Wakefield","Outside London","Heterosexual / straight","60","55","33550","28430"
"In post","2021","Attorney General's Departments","Wakefield","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wakefield","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wakefield","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","Outside London","Heterosexual / straight","35","35","39700","40000"
"In post","2021","Attorney General's Departments","West Surrey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","West Sussex (North East)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Sussex (North East)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","London","Heterosexual / straight","2995","2835","49640","51250"
"In post","2021","Attorney General's Departments","Westminster","London","LGBO","255","245","50310","51250"
"In post","2021","Attorney General's Departments","Westminster","London","Undeclared","240","230","52270","52040"
"In post","2021","Attorney General's Departments","Westminster","London","Unknown","1010","930","52870","55530"
"In post","2021","Attorney General's Departments","Wiltshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Wiltshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wiltshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wolverhampton","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wolverhampton","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wolverhampton","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Outside London","Heterosexual / straight","225","210","45080","50850"
"In post","2021","Attorney General's Departments","York","Outside London","LGBO","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Outside London","Unknown","75","65","54600","55610"
"In post","2021","Cabinet Office","Ards and North Down","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Ards and North Down","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Ards and North Down","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","35","35","68070","54700"
"In post","2021","Cabinet Office","Belfast","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Belfast","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","Outside London","Unknown","35","35","49770","49700"
"In post","2021","Cabinet Office","Bradford","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bradford","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Brighton and Hove","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Brighton and Hove","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Outside London","Heterosexual / straight","40","35","44430","39970"
"In post","2021","Cabinet Office","Bristol, City of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Buckinghamshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Buckinghamshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Buckinghamshire CC","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","London","Heterosexual / straight","60","60","57860","54700"
"In post","2021","Cabinet Office","Camden and City of London","London","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","London","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","Outside London","Unknown","35","35","58590","54010"
"In post","2021","Cabinet Office","City of Edinburgh","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","Outside London","LGBO","[c]","[c]","[c]","[c]"
