"Status","Year","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","415","390","29430","24570"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","455","445","46810","42410"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","80","80","48190","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","220","210","42660","33950"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","185","185","53790","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","600","595","36250","32000"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Wales","65","65","38410","30370"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","50","50","62730","52530"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","735","700","36340","33030"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East of England","460","440","34620","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","South West (England)","145","140","32680","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","London","75","70","42950","37910"
"In post","2021","Charity Commission","Charity Commission","North West (England)","305","290","32780","29160"
"In post","2021","Charity Commission","Charity Commission","South West (England)","50","45","35580","30350"
"In post","2021","Charity Commission","Charity Commission","Wales","5","5","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","20","20","25640","22490"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","40","40","24810","22490"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Wales","1030","950","31130","27460"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","London","785","760","60810","56630"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Scotland","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Scotland","305","280","26120","22640"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","East of England","170","160","35020","33340"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","London","70","70","50350","49300"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","North West (England)","405","390","38230","34800"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Wales","110","105","33670","31680"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","West Midlands (England)","30","30","29370","27770"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Scotland","2020","1875","35720","29040"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","East Midlands (England)","440","410","38240","34480"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","East of England","480","430","40480","34480"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","London","1690","1595","44520","39750"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","North East (England)","340","310","38010","32370"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","North West (England)","955","895","39360","34480"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Overseas","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","South East (England)","690","645","42200","37890"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","South West (England)","290","270","39770","34480"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Wales","360","330","41230","38470"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","West Midlands (England)","555","520","40000","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Yorkshire and The Humber","935","860","41410","38180"
"In post","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","London","15","15","53250","56160"
"In post","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","London","115","110","58680","51550"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Wales","380","365","28840","28750"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","West Midlands (England)","60","55","25720","25950"
"In post","2021","Defence Equipment and Support","Ministry of Defence","East Midlands (England)","220","220","35980","34880"
"In post","2021","Defence Equipment and Support","Ministry of Defence","East of England","225","215","34470","33530"
"In post","2021","Defence Equipment and Support","Ministry of Defence","London","195","190","25910","21960"
"In post","2021","Defence Equipment and Support","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","North West (England)","145","140","28800","24160"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Overseas","40","40","43570","42190"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Scotland","510","495","29100","26000"
"In post","2021","Defence Equipment and Support","Ministry of Defence","South East (England)","460","445","29860","27230"
"In post","2021","Defence Equipment and Support","Ministry of Defence","South West (England)","8655","8355","37810","35300"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Wales","15","15","33740","33510"
"In post","2021","Defence Equipment and Support","Ministry of Defence","West Midlands (England)","205","200","26230","23110"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Yorkshire and The Humber","15","15","31530","32010"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","East of England","15","15","46640","46090"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","South East (England)","1700","1625","41250","40600"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","South West (England)","2665","2580","39860","37320"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East Midlands (England)","10","10","39960","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East of England","15","10","44570","49080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","4895","4795","49450","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North East (England)","20","20","47830","49080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North West (England)","20","20","43440","37520"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Scotland","100","95","50140","47350"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South West (England)","20","15","44130","49080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Wales","75","70","34620","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands (England)","150","145","40000","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","10","10","44910","40460"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","1715","1680","49440","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","North East (England)","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","North West (England)","45","45","40660","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Scotland","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","East Midlands (England)","220","205","41850","37100"
"In post","2021","Department for Education (excl. agencies)","Department for Education","East of England","70","65","46080","46180"
"In post","2021","Department for Education (excl. agencies)","Department for Education","London","2170","2090","50130","53420"
"In post","2021","Department for Education (excl. agencies)","Department for Education","North East (England)","570","545","38500","36780"
"In post","2021","Department for Education (excl. agencies)","Department for Education","North West (England)","930","910","40660","36780"
"In post","2021","Department for Education (excl. agencies)","Department for Education","South West (England)","140","135","46090","42220"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Unknown","10","10","56650","56930"
"In post","2021","Department for Education (excl. agencies)","Department for Education","West Midlands (England)","475","465","39870","36780"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Yorkshire and The Humber","1115","1070","41250","37100"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Midlands (England)","80","75","39680","36590"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East of England","175","165","37450","36190"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","2485","2415","45270","39830"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North East (England)","195","185","39170","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North West (England)","290","280","40760","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Scotland","25","25","35220","30210"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South East (England)","330","315","41520","37410"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West (England)","940","890","40210","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Wales","20","20","39770","36170"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Midlands (England)","215","205","42290","37440"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","650","630","39340","36520"
"In post","2021","Department for International Trade","Department for International Trade","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","East of England","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","London","2315","2295","45240","38950"
"In post","2021","Department for International Trade","Department for International Trade","North East (England)","10","10","39300","36790"
"In post","2021","Department for International Trade","Department for International Trade","North West (England)","15","15","47900","48220"
"In post","2021","Department for International Trade","Department for International Trade","Overseas","155","155","56610","54470"
"In post","2021","Department for International Trade","Department for International Trade","Scotland","10","10","37800","32030"
"In post","2021","Department for International Trade","Department for International Trade","South East (England)","120","120","46620","51710"
"In post","2021","Department for International Trade","Department for International Trade","South West (England)","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","West Midlands (England)","20","15","38940","33500"
"In post","2021","Department for International Trade","Department for International Trade","Yorkshire and The Humber","15","15","44820","48220"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","East Midlands (England)","30","30","56940","53300"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","London","3065","2995","48330","43800"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","North East (England)","15","15","27970","26780"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","South East (England)","245","230","47370","39040"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Wales","45","45","38090","38650"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","West Midlands (England)","65","65","34990","30730"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Yorkshire and The Humber","40","40","38740","38650"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Midlands (England)","4490","3975","25910","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East of England","4570","4095","28120","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","10025","9385","33600","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North East (England)","9550","8460","27110","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North West (England)","17710","15930","26890","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Scotland","8815","7785","25210","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South East (England)","6665","6020","27390","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South West (England)","5740","4995","26140","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","900","835","30410","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Wales","5640","5045","25760","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Midlands (England)","7600","6665","26010","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Yorkshire and The Humber","9250","8220","29470","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","2445","2395","48400","41890"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","North West (England)","30","30","36110","33990"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","South East (England)","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Yorkshire and The Humber","1040","1005","42980","37630"
"In post","2021","Disclosure Scotland","Scottish Government","Scotland","310","290","28110","23170"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Wales","6225","5490","26100","21590"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","East Midlands (England)","545","520","32180","27680"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","East of England","375","355","28740","26780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","London","360","345","32170","30780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","North East (England)","335","305","27020","26580"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","North West (England)","430","405","28340","26780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Scotland","295","280","28820","26780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","South East (England)","510","485","29870","27680"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","South West (England)","565","535","32160","27680"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Wales","525","495","29190","26780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","West Midlands (England)","400","380","28240","26780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Yorkshire and The Humber","440","410","27500","26780"
"In post","2021","Education and Skills Funding Agency","Department for Education","East Midlands (England)","65","60","42010","37100"
"In post","2021","Education and Skills Funding Agency","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Department for Education","London","310","300","50270","53420"
"In post","2021","Education and Skills Funding Agency","Department for Education","North East (England)","215","205","37330","36500"
"In post","2021","Education and Skills Funding Agency","Department for Education","North West (England)","205","200","38940","36780"
"In post","2021","Education and Skills Funding Agency","Department for Education","South West (England)","80","80","39360","36780"
"In post","2021","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Department for Education","West Midlands (England)","575","560","42000","37100"
"In post","2021","Education and Skills Funding Agency","Department for Education","Yorkshire and The Humber","365","350","39240","36780"
"In post","2021","Education Scotland","Scottish Government","Scotland","315","300","55840","61010"
"In post","2021","ESTYN","ESTYN","Wales","115","105","58000","74730"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","London","170","165","47700","44410"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","135","135","40180","39870"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","South East (England)","770","740","38770","34760"
"In post","2021","Food Standards Agency","Food Standards Agency","East Midlands (England)","45","40","27130","26750"
"In post","2021","Food Standards Agency","Food Standards Agency","East of England","55","55","27660","26750"
"In post","2021","Food Standards Agency","Food Standards Agency","London","470","460","42510","40350"
"In post","2021","Food Standards Agency","Food Standards Agency","North East (England)","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Food Standards Agency","North West (England)","45","45","26820","26750"
"In post","2021","Food Standards Agency","Food Standards Agency","Northern Ireland","80","80","38880","37910"
"In post","2021","Food Standards Agency","Food Standards Agency","South East (England)","10","10","30560","29090"
"In post","2021","Food Standards Agency","Food Standards Agency","South West (England)","50","45","26800","26750"
"In post","2021","Food Standards Agency","Food Standards Agency","Wales","140","135","36990","30840"
"In post","2021","Food Standards Agency","Food Standards Agency","West Midlands (England)","115","115","34690","30350"
"In post","2021","Food Standards Agency","Food Standards Agency","Yorkshire and The Humber","295","285","36770","31450"
"In post","2021","Food Standards Scotland","Scottish Government","Scotland","250","245","35100","30650"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","4090","3995","49420","44880"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","2145","2140","52770","54080"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Scotland","965","930","40570","34530"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","South East (England)","275","270","31540","27060"
"In post","2021","Forestry and Land Scotland","Scottish Government","Scotland","990","955","31490","29140"
"In post","2021","Government Actuary's Department","Chancellor's other departments","London","200","190","64910","57250"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Scotland","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","East of England","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","London","175","170","52670","51290"
"In post","2021","Government Internal Audit Agency","HM Treasury","North East (England)","25","25","43680","43300"
"In post","2021","Government Internal Audit Agency","HM Treasury","North West (England)","50","45","45840","42810"
"In post","2021","Government Internal Audit Agency","HM Treasury","Scotland","10","10","46240","46320"
"In post","2021","Government Internal Audit Agency","HM Treasury","South East (England)","15","15","41640","42770"
"In post","2021","Government Internal Audit Agency","HM Treasury","South West (England)","35","35","47920","43800"
"In post","2021","Government Internal Audit Agency","HM Treasury","Wales","25","25","47860","48780"
"In post","2021","Government Internal Audit Agency","HM Treasury","West Midlands (England)","30","30","51590","44990"
"In post","2021","Government Internal Audit Agency","HM Treasury","Yorkshire and The Humber","70","65","44660","41720"
"In post","2021","Government Legal Department","Attorney General's Departments","London","2440","2275","54510","52040"
"In post","2021","Government Legal Department","Attorney General's Departments","North West (England)","10","10","59240","56650"
"In post","2021","Government Legal Department","Attorney General's Departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","South West (England)","40","35","55070","53840"
"In post","2021","Government Legal Department","Attorney General's Departments","Yorkshire and The Humber","35","35","55970","58180"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","East Midlands (England)","10","10","50480","52440"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","London","80","80","50750","54180"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","North West (England)","10","10","49040","49700"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","South West (England)","15","15","45520","47000"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","West Midlands (England)","35","35","45690","38000"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Yorkshire and The Humber","35","35","51540","49700"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","East Midlands (England)","395","365","42350","39390"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","East of England","130","125","44430","44820"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","London","155","150","49050","45610"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","North East (England)","75","70","42660","43830"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","North West (England)","915","855","40170","35910"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Scotland","225","210","59820","53360"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","South East (England)","90","85","42090","41810"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","South West (England)","80","75","44980","46320"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Wales","100","90","41050","44460"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","West Midlands (England)","80","75","44170","46320"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Yorkshire and The Humber","340","320","39270","37090"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","East Midlands (England)","1370","1210","22280","19830"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","East of England","1080","955","23410","20230"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","London","4445","4195","28770","23500"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","North East (England)","690","600","23800","20100"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","2205","1985","23820","20650"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Scotland","230","215","22910","20650"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","1360","1200","24320","21170"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","990","875","23110","20100"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Unknown","15","15","20040","19930"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Wales","950","865","22980","20100"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","1990","1800","22770","20100"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","1280","1105","22970","20100"
