"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Greater Manchester","Greater Manchester South West","Heterosexual / straight","40","[c]","27270","25560"
"New entrant CS","2021","Communications","Greater Manchester","Greater Manchester South West","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Greater Manchester","Greater Manchester South West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Greater Manchester","Greater Manchester South West","Unknown","120","[c]","26810","25560"
"New entrant CS","2021","Communications","Greater Manchester","Manchester","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Greater Manchester","Manchester","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Greater Manchester","Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Hampshire and Isle of Wight","Central Hampshire","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Hampshire and Isle of Wight","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Hampshire and Isle of Wight","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Hampshire and Isle of Wight","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Hampshire and Isle of Wight","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Hampshire and Isle of Wight","Portsmouth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Hampshire and Isle of Wight","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Hampshire and Isle of Wight","South Hampshire","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Hampshire and Isle of Wight","South Hampshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Hampshire and Isle of Wight","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Hampshire and Isle of Wight","Southampton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Hampshire and Isle of Wight","Southampton","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - East","Hackney and Newham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - East","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - East","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - East","Lambeth","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - East","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - East","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - East","Tower Hamlets","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - East","Tower Hamlets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - East","Tower Hamlets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - East","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - West","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - West","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - West","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - West","Westminster","Heterosexual / straight","135","[c]","37780","34550"
"New entrant CS","2021","Communications","Inner London - West","Westminster","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - West","Westminster","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Inner London - West","Westminster","Unknown","145","[c]","37840","34550"
"New entrant CS","2021","Communications","Kent","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Kent","West Kent","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Merseyside","Liverpool","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Merseyside","Liverpool","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Merseyside","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Merseyside","Sefton","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North Yorkshire","North Yorkshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North Yorkshire","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North Yorkshire","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North Yorkshire","York","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North Yorkshire","York","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland","Belfast","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland","Belfast","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland","Belfast","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northumberland and Tyne and Wear","Tyneside","Heterosexual / straight","140","[c]","26560","25560"
"New entrant CS","2021","Communications","Northumberland and Tyne and Wear","Tyneside","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northumberland and Tyne and Wear","Tyneside","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northumberland and Tyne and Wear","Tyneside","Unknown","165","[c]","26360","25560"
"New entrant CS","2021","Communications","Outer London - South","Croydon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outer London - South","Croydon","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outer London - West and North West","Barnet","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outer London - West and North West","Barnet","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outer London - West and North West","Barnet","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outer London - West and North West","Harrow and Hillingdon","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outer London - West and North West","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outer London - West and North West","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outer London - West and North West","Hounslow and Richmond upon Thames","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outer London - West and North West","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outer London - West and North West","Hounslow and Richmond upon Thames","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Shropshire and Staffordshire","Staffordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Shropshire and Staffordshire","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Shropshire and Staffordshire","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Shropshire and Staffordshire","Telford and Wrekin","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Shropshire and Staffordshire","Telford and Wrekin","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South Yorkshire","Sheffield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South Yorkshire","Sheffield","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South Yorkshire","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Tees Valley and Durham","Darlington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Tees Valley and Durham","Darlington","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Central Scotland","Glasgow City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Central Scotland","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Central Scotland","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands","Birmingham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands","Birmingham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands","Birmingham","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands","Coventry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands","Coventry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands","Coventry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Wales and The Valleys","Swansea","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Wales and The Valleys","Swansea","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Wales and The Valleys","Swansea","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Yorkshire","Leeds","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Yorkshire","Leeds","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Yorkshire","Leeds","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Yorkshire","Leeds","Unknown","75","[c]","29340","25560"
"New entrant CS","2021","Counter Fraud","Bedfordshire and Hertfordshire","Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Bedfordshire and Hertfordshire","Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Derbyshire and Nottinghamshire","Nottingham","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Derbyshire and Nottinghamshire","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Derbyshire and Nottinghamshire","Nottingham","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Devon","Plymouth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Devon","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Anglia","Suffolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Anglia","Suffolk","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Anglia","Suffolk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Wales","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Wales","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Wales","Monmouthshire and Newport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Wales","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Eastern Scotland","City of Edinburgh","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Eastern Scotland","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Eastern Scotland","City of Edinburgh","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Greater Manchester","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Greater Manchester","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Greater Manchester","Greater Manchester South West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Greater Manchester","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Greater Manchester","Greater Manchester South West","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Greater Manchester","Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Greater Manchester","Manchester","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Greater Manchester","Manchester","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Inner London - East","Hackney and Newham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Inner London - East","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Inner London - East","Tower Hamlets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Inner London - East","Tower Hamlets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Inner London - East","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Inner London - West","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Inner London - West","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Inner London - West","Camden and City of London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Inner London - West","Westminster","Heterosexual / straight","30","[c]","36940","32350"
"New entrant CS","2021","Counter Fraud","Inner London - West","Westminster","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Inner London - West","Westminster","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Inner London - West","Westminster","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Kent","East Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Kent","East Kent","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Kent","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Kent","Medway","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Kent","Medway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Merseyside","Liverpool","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Merseyside","Liverpool","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Merseyside","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Merseyside","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Merseyside","Sefton","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Merseyside","Sefton","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","North Yorkshire","York","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","North Yorkshire","York","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Northern Ireland","Belfast","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Northern Ireland","Belfast","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Northern Ireland","Belfast","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Northumberland and Tyne and Wear","Tyneside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Northumberland and Tyne and Wear","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Northumberland and Tyne and Wear","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outer London - South","Croydon","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outer London - South","Croydon","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outer London - South","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outer London - South","Croydon","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Central Scotland","North Lanarkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Central Scotland","North Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Central Scotland","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Midlands","Birmingham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Midlands","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Midlands","Birmingham","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Midlands","Solihull","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Midlands","Solihull","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Midlands","Solihull","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Wales and The Valleys","Swansea","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Wales and The Valleys","Swansea","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Yorkshire","Leeds","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Yorkshire","Leeds","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Yorkshire","Leeds","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Derbyshire and Nottinghamshire","Nottingham","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Derbyshire and Nottinghamshire","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Derbyshire and Nottinghamshire","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Derbyshire and Nottinghamshire","Nottingham","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Eastern Scotland","City of Edinburgh","Heterosexual / straight","60","[c]","20310","20140"
"New entrant CS","2021","Debt","Eastern Scotland","City of Edinburgh","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Eastern Scotland","City of Edinburgh","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Eastern Scotland","City of Edinburgh","Unknown","185","[c]","20400","20140"
"New entrant CS","2021","Debt","Inner London - East","Hackney and Newham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Inner London - East","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Inner London - West","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Inner London - West","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Inner London - West","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Merseyside","Liverpool","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Merseyside","Liverpool","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Merseyside","Liverpool","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Northumberland and Tyne and Wear","Tyneside","Heterosexual / straight","80","[c]","20550","20140"
"New entrant CS","2021","Debt","Northumberland and Tyne and Wear","Tyneside","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Northumberland and Tyne and Wear","Tyneside","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Northumberland and Tyne and Wear","Tyneside","Unknown","225","[c]","20330","20140"
"New entrant CS","2021","Debt","Outer London - South","Croydon","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Outer London - South","Croydon","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Outer London - South","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Outer London - South","Croydon","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Southern Scotland","South Lanarkshire","Heterosexual / straight","35","[c]","20140","20140"
"New entrant CS","2021","Debt","Southern Scotland","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Southern Scotland","South Lanarkshire","Unknown","70","[c]","20140","20140"
"New entrant CS","2021","Debt","West Central Scotland","North Lanarkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","West Central Scotland","North Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","West Central Scotland","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","West Midlands","Birmingham","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Debt","West Midlands","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","West Midlands","Birmingham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","West Midlands","Birmingham","Unknown","75","[c]","20140","20140"
"New entrant CS","2021","Debt","West Yorkshire","Bradford","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt","West Yorkshire","Bradford","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","West Yorkshire","Bradford","Unknown","45","[c]","20140","20140"
"New entrant CS","2021","Digital, Data & Technology","Bedfordshire and Hertfordshire","Central Bedfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Bedfordshire and Hertfordshire","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Bedfordshire and Hertfordshire","Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Bedfordshire and Hertfordshire","Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Cheshire","Cheshire East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Cheshire","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
