"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Communications","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","EO","EO","40","[c]","27970","26670"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","G6/G7","G7","40","[c]","57090","57310"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","SEO/HEO","HEO","45","[c]","34240","33290"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","SEO/HEO","SEO","55","[c]","41820","41970"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","G6/G7","G7","40","[c]","61940","60150"
"Leaver CS","2021","Declared non-disabled","Finance","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","SEO/HEO","HEO","40","[c]","36400","34740"
"Leaver CS","2021","Declared non-disabled","Finance","SEO/HEO","SEO","35","[c]","43510","41950"
"Leaver CS","2021","Declared non-disabled","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","AA/AO","AO","35","[c]","21870","21370"
"Leaver CS","2021","Declared non-disabled","Human Resources","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","SEO/HEO","HEO","40","[c]","33970","33560"
"Leaver CS","2021","Declared non-disabled","Human Resources","SEO/HEO","SEO","40","[c]","43210","43160"
"Leaver CS","2021","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","G6/G7","G6","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","G6/G7","G7","140","[c]","56340","55610"
"Leaver CS","2021","Declared non-disabled","Legal","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","SEO/HEO","SEO","75","[c]","43900","43460"
"Leaver CS","2021","Declared non-disabled","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","AA/AO","AA","525","[c]","17880","17540"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","AA/AO","AO","2180","[c]","21300","21160"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","EO","EO","715","[c]","26690","26600"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","G6/G7","G6","40","[c]","70700","68720"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","G6/G7","G7","120","[c]","55320","54540"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","SEO/HEO","HEO","305","[c]","33010","33180"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","SEO/HEO","SEO","195","[c]","44100","42170"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","Unknown","Unknown","370","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other","AA/AO","AA","105","[c]","19080","18800"
"Leaver CS","2021","Declared non-disabled","Other","AA/AO","AO","185","[c]","21490","21130"
"Leaver CS","2021","Declared non-disabled","Other","EO","EO","255","[c]","27690","27820"
"Leaver CS","2021","Declared non-disabled","Other","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other","SEO/HEO","HEO","100","[c]","33800","33300"
"Leaver CS","2021","Declared non-disabled","Other","SEO/HEO","SEO","35","[c]","41120","40520"
"Leaver CS","2021","Declared non-disabled","Other","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Policy","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Policy","EO","EO","45","[c]","27820","27760"
"Leaver CS","2021","Declared non-disabled","Policy","G6/G7","G6","40","[c]","70470","66860"
"Leaver CS","2021","Declared non-disabled","Policy","G6/G7","G7","110","[c]","55700","54400"
"Leaver CS","2021","Declared non-disabled","Policy","SCS level","SCS level","50","[c]","90120","80500"
"Leaver CS","2021","Declared non-disabled","Policy","SEO/HEO","HEO","95","[c]","34110","33610"
"Leaver CS","2021","Declared non-disabled","Policy","SEO/HEO","SEO","70","[c]","40880","40510"
"Leaver CS","2021","Declared non-disabled","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","EO","EO","40","[c]","25970","26670"
"Leaver CS","2021","Declared non-disabled","Project Delivery","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","G6/G7","G7","45","[c]","54580","54540"
"Leaver CS","2021","Declared non-disabled","Project Delivery","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","SEO/HEO","HEO","70","[c]","31800","32530"
"Leaver CS","2021","Declared non-disabled","Project Delivery","SEO/HEO","SEO","75","[c]","40720","40580"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","AA/AO","AA","30","[c]","18630","18530"
"Leaver CS","2021","Declared non-disabled","Property","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","EO","EO","80","[c]","26210","26000"
"Leaver CS","2021","Declared non-disabled","Property","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","SEO/HEO","HEO","50","[c]","33820","33300"
"Leaver CS","2021","Declared non-disabled","Property","SEO/HEO","SEO","40","[c]","42940","42960"
"Leaver CS","2021","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","AA/AO","AA","45","[c]","17630","17180"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","AA/AO","AO","80","[c]","21120","21090"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","EO","EO","70","[c]","24630","25190"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","G6/G7","G7","40","[c]","52300","51870"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","SEO/HEO","HEO","110","[c]","31810","31950"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","SEO/HEO","SEO","95","[c]","41310","40940"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","AA/AO","AA","70","[c]","20000","19560"
"Leaver CS","2021","Declared non-disabled","Security","AA/AO","AO","90","[c]","33300","38120"
"Leaver CS","2021","Declared non-disabled","Security","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
