"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Human Resources","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","AA/AO","AO","20","[c]","23420","23040"
"Leaver CS","2021","60-64","Legal","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","G6/G7","G6","10","[c]","73430","74140"
"Leaver CS","2021","60-64","Legal","G6/G7","G7","50","[c]","59190","57360"
"Leaver CS","2021","60-64","Legal","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","SEO/HEO","SEO","25","[c]","46590","45740"
"Leaver CS","2021","60-64","No function","AA/AO","AA","145","[c]","17900","17430"
"Leaver CS","2021","60-64","No function","AA/AO","AO","360","[c]","21410","20690"
"Leaver CS","2021","60-64","No function","EO","EO","170","[c]","28320","27130"
"Leaver CS","2021","60-64","No function","G6/G7","G6","35","[c]","73950","71040"
"Leaver CS","2021","60-64","No function","G6/G7","G7","60","[c]","60250","58060"
"Leaver CS","2021","60-64","No function","SCS level","SCS level","50","[c]","104410","104930"
"Leaver CS","2021","60-64","No function","SEO/HEO","HEO","130","[c]","34470","33840"
"Leaver CS","2021","60-64","No function","SEO/HEO","SEO","95","[c]","45180","45000"
"Leaver CS","2021","60-64","No function","Unknown","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","EO","EO","25","[c]","24200","23970"
"Leaver CS","2021","60-64","Project Delivery","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","G6/G7","G7","25","[c]","53750","53710"
"Leaver CS","2021","60-64","Project Delivery","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","SEO/HEO","HEO","35","[c]","33240","32880"
"Leaver CS","2021","60-64","Project Delivery","SEO/HEO","SEO","40","[c]","41600","40860"
"Leaver CS","2021","60-64","Project Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","AA/AO","AA","15","[c]","18680","18760"
"Leaver CS","2021","60-64","Property","AA/AO","AO","15","[c]","24410","22920"
"Leaver CS","2021","60-64","Property","EO","EO","30","[c]","27660","26500"
"Leaver CS","2021","60-64","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","G6/G7","G7","10","[c]","59960","58230"
"Leaver CS","2021","60-64","Property","SEO/HEO","HEO","25","[c]","34010","33300"
"Leaver CS","2021","60-64","Property","SEO/HEO","SEO","20","[c]","44430","44710"
"Leaver CS","2021","60-64","Security","AA/AO","AA","30","[c]","19720","19560"
"Leaver CS","2021","60-64","Security","AA/AO","AO","40","[c]","34890","39040"
"Leaver CS","2021","60-64","Security","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","SEO/HEO","HEO","10","[c]","40650","34170"
"Leaver CS","2021","60-64","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AA/AO","AA","95","[c]","19590","19050"
"Leaver CS","2021","60-64","Unknown","AA/AO","AO","855","[c]","21240","21010"
"Leaver CS","2021","60-64","Unknown","EO","EO","830","[c]","27910","27570"
"Leaver CS","2021","60-64","Unknown","G6/G7","G6","100","[c]","72790","72740"
"Leaver CS","2021","60-64","Unknown","G6/G7","G7","155","[c]","56370","56150"
"Leaver CS","2021","60-64","Unknown","SCS level","SCS level","50","[c]","92220","85780"
"Leaver CS","2021","60-64","Unknown","SEO/HEO","HEO","395","[c]","34550","34290"
"Leaver CS","2021","60-64","Unknown","SEO/HEO","SEO","235","[c]","42110","41090"
"Leaver CS","2021","60-64","Unknown","Unknown","Unknown","65","[c]","41680","35980"
"Leaver CS","2021","65+","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","EO","EO","15","[c]","28500","27490"
"Leaver CS","2021","65+","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","SEO/HEO","HEO","10","[c]","36930","35960"
"Leaver CS","2021","65+","Digital, Data & Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","AA/AO","AO","10","[c]","21020","21020"
"Leaver CS","2021","65+","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","AA/AO","AO","20","[c]","22500","22820"
"Leaver CS","2021","65+","Legal","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","G6/G7","G7","30","[c]","54580","55610"
"Leaver CS","2021","65+","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","SEO/HEO","SEO","15","[c]","48360","46210"
"Leaver CS","2021","65+","No function","AA/AO","AA","250","[c]","17830","17430"
"Leaver CS","2021","65+","No function","AA/AO","AO","355","[c]","21300","20780"
"Leaver CS","2021","65+","No function","EO","EO","155","[c]","27550","26780"
"Leaver CS","2021","65+","No function","G6/G7","G6","20","[c]","69710","68630"
"Leaver CS","2021","65+","No function","G6/G7","G7","30","[c]","60070","59000"
"Leaver CS","2021","65+","No function","SCS level","SCS level","15","[c]","112630","110680"
"Leaver CS","2021","65+","No function","SEO/HEO","HEO","80","[c]","33970","33590"
"Leaver CS","2021","65+","No function","SEO/HEO","SEO","50","[c]","48780","45600"
"Leaver CS","2021","65+","No function","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","EO","EO","25","[c]","24550","25640"
"Leaver CS","2021","65+","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","SEO/HEO","HEO","40","[c]","32640","32970"
"Leaver CS","2021","65+","Project Delivery","SEO/HEO","SEO","30","[c]","42750","41600"
"Leaver CS","2021","65+","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","AA/AO","AA","30","[c]","18550","17330"
"Leaver CS","2021","65+","Property","AA/AO","AO","15","[c]","23810","22490"
"Leaver CS","2021","65+","Property","EO","EO","10","[c]","28330","27580"
"Leaver CS","2021","65+","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","SEO/HEO","HEO","20","[c]","34520","33630"
"Leaver CS","2021","65+","Property","SEO/HEO","SEO","15","[c]","43450","43860"
"Leaver CS","2021","65+","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","AA/AO","AA","35","[c]","20270","19560"
"Leaver CS","2021","65+","Security","AA/AO","AO","15","[c]","31030","38120"
"Leaver CS","2021","65+","Security","EO","EO","10","[c]","23090","19470"
"Leaver CS","2021","65+","Security","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","AA/AO","AA","125","[c]","19490","18800"
"Leaver CS","2021","65+","Unknown","AA/AO","AO","875","[c]","21280","21010"
"Leaver CS","2021","65+","Unknown","EO","EO","630","[c]","27820","27570"
"Leaver CS","2021","65+","Unknown","G6/G7","G6","30","[c]","73920","73940"
"Leaver CS","2021","65+","Unknown","G6/G7","G7","45","[c]","59300","59350"
"Leaver CS","2021","65+","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","SEO/HEO","HEO","200","[c]","35340","34290"
"Leaver CS","2021","65+","Unknown","SEO/HEO","SEO","85","[c]","42700","42280"
"Leaver CS","2021","65+","Unknown","Unknown","Unknown","25","[c]","41740","35530"
"Leaver CS","2021","Unknown","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","EO","EO","15","[c]","27260","27470"
"Leaver Dept.","2021","20-29","Analysis","G6/G7","G7","20","[c]","55330","56360"
"Leaver Dept.","2021","20-29","Analysis","SEO/HEO","HEO","90","[c]","32560","32560"
"Leaver Dept.","2021","20-29","Analysis","SEO/HEO","SEO","20","[c]","40560","40480"
"Leaver Dept.","2021","20-29","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","EO","EO","15","[c]","26460","26360"
"Leaver Dept.","2021","20-29","Commercial","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","EO","EO","25","[c]","26520","26590"
"Leaver Dept.","2021","20-29","Communications","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","SEO/HEO","HEO","35","[c]","33890","33200"
"Leaver Dept.","2021","20-29","Communications","SEO/HEO","SEO","15","[c]","40840","40600"
"Leaver Dept.","2021","20-29","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","EO","EO","10","[c]","25630","26440"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","SEO/HEO","HEO","20","[c]","33350","32910"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","EO","EO","10","[c]","25950","26410"
"Leaver Dept.","2021","20-29","Finance","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","SEO/HEO","HEO","10","[c]","32300","33330"
"Leaver Dept.","2021","20-29","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","AA/AO","AO","35","[c]","21170","20800"
"Leaver Dept.","2021","20-29","Human Resources","EO","EO","40","[c]","26750","26970"
"Leaver Dept.","2021","20-29","Human Resources","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","SEO/HEO","HEO","60","[c]","31480","31180"
"Leaver Dept.","2021","20-29","Human Resources","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","AA/AO","AO","30","[c]","22510","22820"
"Leaver Dept.","2021","20-29","Legal","EO","EO","25","[c]","27380","27350"
"Leaver Dept.","2021","20-29","Legal","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","SEO/HEO","HEO","10","[c]","32440","31180"
"Leaver Dept.","2021","20-29","Legal","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","AA/AO","AA","30","[c]","18280","17180"
"Leaver Dept.","2021","20-29","No function","AA/AO","AO","240","[c]","20870","20430"
"Leaver Dept.","2021","20-29","No function","EO","EO","260","[c]","26660","27020"
"Leaver Dept.","2021","20-29","No function","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","G6/G7","G7","160","[c]","53160","52850"
"Leaver Dept.","2021","20-29","No function","SEO/HEO","HEO","905","[c]","32040","32000"
"Leaver Dept.","2021","20-29","No function","SEO/HEO","SEO","140","[c]","39120","39080"
"Leaver Dept.","2021","20-29","No function","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","EO","EO","50","[c]","23780","24500"
"Leaver Dept.","2021","20-29","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","G6/G7","G7","15","[c]","53650","53000"
"Leaver Dept.","2021","20-29","Project Delivery","SEO/HEO","HEO","70","[c]","31640","31950"
"Leaver Dept.","2021","20-29","Project Delivery","SEO/HEO","SEO","15","[c]","40750","40580"
"Leaver Dept.","2021","20-29","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","AO","495","[c]","21470","21010"
"Leaver Dept.","2021","20-29","Unknown","EO","EO","500","[c]","27700","27570"
"Leaver Dept.","2021","20-29","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","G6/G7","G7","85","[c]","54990","54590"
"Leaver Dept.","2021","20-29","Unknown","SEO/HEO","HEO","465","[c]","33140","33960"
"Leaver Dept.","2021","20-29","Unknown","SEO/HEO","SEO","125","[c]","41000","40940"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","G6/G7","G7","40","[c]","55000","52670"
"Leaver Dept.","2021","30-39","Analysis","SEO/HEO","HEO","20","[c]","34300","34620"
"Leaver Dept.","2021","30-39","Analysis","SEO/HEO","SEO","15","[c]","43150","43060"
"Leaver Dept.","2021","30-39","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","G6/G7","G7","15","[c]","50040","50550"
"Leaver Dept.","2021","30-39","Commercial","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","SEO/HEO","SEO","15","[c]","40210","39510"
"Leaver Dept.","2021","30-39","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","G6/G7","G7","20","[c]","52960","53120"
"Leaver Dept.","2021","30-39","Communications","SEO/HEO","HEO","15","[c]","32280","31980"
"Leaver Dept.","2021","30-39","Communications","SEO/HEO","SEO","25","[c]","41950","41340"
"Leaver Dept.","2021","30-39","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","EO","EO","15","[c]","26970","26680"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","G6/G7","G7","30","[c]","54060","54000"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","SEO/HEO","HEO","15","[c]","31990","31230"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","SEO/HEO","SEO","20","[c]","40670","40190"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","G6/G7","G7","15","[c]","57190","57580"
"Leaver Dept.","2021","30-39","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","SEO/HEO","HEO","15","[c]","34300","33930"
"Leaver Dept.","2021","30-39","Finance","SEO/HEO","SEO","20","[c]","42720","42650"
"Leaver Dept.","2021","30-39","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","AA/AO","AO","15","[c]","21100","20920"
"Leaver Dept.","2021","30-39","Human Resources","EO","EO","20","[c]","25970","25180"
"Leaver Dept.","2021","30-39","Human Resources","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","G6/G7","G7","30","[c]","56020","56340"
"Leaver Dept.","2021","30-39","Human Resources","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","SEO/HEO","HEO","45","[c]","32570","32910"
"Leaver Dept.","2021","30-39","Human Resources","SEO/HEO","SEO","30","[c]","41810","40600"
"Leaver Dept.","2021","30-39","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","G6/G7","G7","35","[c]","53040","51910"
"Leaver Dept.","2021","30-39","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","SEO/HEO","SEO","10","[c]","38160","36990"
"Leaver Dept.","2021","30-39","No function","AA/AO","AA","15","[c]","17690","17540"
"Leaver Dept.","2021","30-39","No function","AA/AO","AO","170","[c]","20600","20430"
"Leaver Dept.","2021","30-39","No function","EO","EO","145","[c]","25520","25150"
"Leaver Dept.","2021","30-39","No function","G6/G7","G6","95","[c]","63620","63420"
"Leaver Dept.","2021","30-39","No function","G6/G7","G7","320","[c]","53550","53380"
