"Status","Year","Disability","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Knowledge and Information Management","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Knowledge and Information Management","Outside London","80","80","33130","29200"
"In post","2021","Declared disabled","Commercial","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Operational Delivery","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Other","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Communications","London","80","80","42890","39030"
"In post","2021","Declared disabled","Communications","Communications","Outside London","150","140","33540","30650"
"In post","2021","Declared disabled","Communications","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Operational Delivery","Outside London","125","110","27030","25560"
"In post","2021","Declared disabled","Communications","Other","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","Other","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Tax","Outside London","125","120","28490","25560"
"In post","2021","Declared disabled","Communications","Unknown","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Counter Fraud","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Counter Fraud","Outside London","30","30","37610","39170"
"In post","2021","Declared disabled","Counter Fraud","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Intelligence Analysis","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Legal","London","45","45","36060","32520"
"In post","2021","Declared disabled","Counter Fraud","Legal","Outside London","185","170","30150","28130"
"In post","2021","Declared disabled","Counter Fraud","Operational Delivery","London","45","40","33910","29570"
"In post","2021","Declared disabled","Counter Fraud","Operational Delivery","Outside London","250","225","29230","28130"
"In post","2021","Declared disabled","Counter Fraud","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Other","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Other","Outside London","35","30","32080","28130"
"In post","2021","Declared disabled","Counter Fraud","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Tax","London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Tax","Outside London","135","125","38170","32100"
"In post","2021","Declared disabled","Counter Fraud","Unknown","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Operational Delivery","London","45","40","26760","25630"
"In post","2021","Declared disabled","Debt","Operational Delivery","Outside London","300","250","22660","21440"
"In post","2021","Declared disabled","Debt","Tax","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Debt","Tax","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Debt","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","London","170","170","44100","39110"
"In post","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Outside London","680","655","36980","33810"
"In post","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","Outside London","30","30","35030","31810"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Security","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tax","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","London","85","85","49150","54700"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Corporate Finance","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Finance","London","145","140","47860","44230"
"In post","2021","Declared disabled","Finance","Finance","Outside London","500","455","34540","31760"
"In post","2021","Declared disabled","Finance","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Operational Delivery","Outside London","65","60","27680","26120"
"In post","2021","Declared disabled","Finance","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Other","Outside London","30","25","35980","29860"
"In post","2021","Declared disabled","Finance","Policy","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Operational Delivery","Outside London","155","140","25560","21050"
"In post","2021","Declared disabled","Grants Management","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Human Resources","London","235","230","47990","42200"
"In post","2021","Declared disabled","Human Resources","Human Resources","Outside London","615","580","36210","32560"
"In post","2021","Declared disabled","Human Resources","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Operational Delivery","Outside London","100","90","28440","25560"
"In post","2021","Declared disabled","Human Resources","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Other","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Policy","London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Tax","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Tax","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","London","90","85","48170","41820"
"In post","2021","Declared disabled","Human Resources","Unknown","Outside London","110","100","33650","32000"
"In post","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Internal Audit","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Internal Audit","Outside London","70","70","41660","39980"
"In post","2021","Declared disabled","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Legal","London","290","270","58500","60540"
"In post","2021","Declared disabled","Legal","Legal","Outside London","440","400","50890","52440"
"In post","2021","Declared disabled","Legal","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Operational Delivery","London","95","90","31700","29570"
"In post","2021","Declared disabled","Legal","Operational Delivery","Outside London","320","290","27100","25480"
"In post","2021","Declared disabled","Legal","Other","London","30","30","29400","27580"
"In post","2021","Declared disabled","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Policy","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Legal","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Tax","Outside London","35","35","36200","31810"
"In post","2021","Declared disabled","Legal","Unknown","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Commercial","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Commercial","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Communications","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Economics","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","No function","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Finance","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Finance","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Inspector of Education and Training","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Inspector of Education and Training","Outside London","45","45","63020","64500"
"In post","2021","Declared disabled","No function","Intelligence Analysis","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Intelligence Analysis","Outside London","45","45","29410","27380"
"In post","2021","Declared disabled","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","International Trade","London","75","75","46760","40840"
"In post","2021","Declared disabled","No function","International Trade","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","International Trade","Overseas","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Knowledge and Information Management","London","40","40","37960","34450"
"In post","2021","Declared disabled","No function","Knowledge and Information Management","Outside London","40","40","32170","28590"
"In post","2021","Declared disabled","No function","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Medicine","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Medicine","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Delivery","London","1540","1465","33120","30780"
"In post","2021","Declared disabled","No function","Operational Delivery","Outside London","11485","10365","27250","24750"
"In post","2021","Declared disabled","No function","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Research","Outside London","35","35","39860","37530"
"In post","2021","Declared disabled","No function","Other","London","50","45","37080","30850"
"In post","2021","Declared disabled","No function","Other","Outside London","80","75","34260","31720"
"In post","2021","Declared disabled","No function","Planning","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Planning","Outside London","5","5","[c]","[c]"
