"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Education","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Education","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Education","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Environment, Food and Rural Affairs","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Environment, Food and Rural Affairs","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","40","[c]","33760","32560"
"New entrant CS","2021","Asian","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for International Trade","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for International Trade","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Transport","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Transport","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Transport","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Transport","SEO/HEO","35","[c]","35710","34710"
"New entrant CS","2021","Asian","Department for Work and Pensions","AA/AO","485","[c]","22100","21010"
"New entrant CS","2021","Asian","Department for Work and Pensions","EO","1465","[c]","29310","29290"
"New entrant CS","2021","Asian","Department for Work and Pensions","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Work and Pensions","SEO/HEO","45","[c]","36770","36650"
"New entrant CS","2021","Asian","Department of Health and Social Care","AA/AO","60","[c]","20950","19630"
"New entrant CS","2021","Asian","Department of Health and Social Care","EO","70","[c]","25730","26880"
"New entrant CS","2021","Asian","Department of Health and Social Care","G6/G7","30","[c]","56680","53230"
"New entrant CS","2021","Asian","Department of Health and Social Care","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department of Health and Social Care","SEO/HEO","130","[c]","34340","32790"
"New entrant CS","2021","Asian","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Land Registry","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Revenue and Customs","AA/AO","160","[c]","20370","20140"
"New entrant CS","2021","Asian","HM Revenue and Customs","EO","45","[c]","25920","25560"
"New entrant CS","2021","Asian","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Revenue and Customs","SEO/HEO","55","[c]","34130","31810"
"New entrant CS","2021","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Treasury","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Treasury","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Treasury","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Treasury","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Home Office","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Home Office","EO","35","[c]","27230","27760"
"New entrant CS","2021","Asian","Home Office","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Home Office","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Defence","AA/AO","35","[c]","22390","21030"
"New entrant CS","2021","Asian","Ministry of Defence","EO","35","[c]","27290","26350"
"New entrant CS","2021","Asian","Ministry of Defence","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Defence","SEO/HEO","50","[c]","36950","36750"
"New entrant CS","2021","Asian","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Housing, Communities and Local Government","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Housing, Communities and Local Government","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Justice","AA/AO","180","[c]","22160","21300"
"New entrant CS","2021","Asian","Ministry of Justice","EO","35","[c]","25090","25620"
"New entrant CS","2021","Asian","Ministry of Justice","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Justice","SEO/HEO","65","[c]","32010","30920"
"New entrant CS","2021","Asian","Ministry of Justice","Unknown","50","[c]","22590","22920"
"New entrant CS","2021","Asian","National Crime Agency","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","National Crime Agency","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","National Crime Agency","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scotland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Wales Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Work and Pensions","AA/AO","315","[c]","23400","25110"
"New entrant CS","2021","Black","Department for Work and Pensions","EO","1090","[c]","29920","31060"
"New entrant CS","2021","Black","Department for Work and Pensions","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Work and Pensions","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","EO","45","[c]","26190","26880"
"New entrant CS","2021","Black","Department of Health and Social Care","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","SEO/HEO","120","[c]","34980","32790"
"New entrant CS","2021","Black","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","AA/AO","45","[c]","21130","20140"
"New entrant CS","2021","Black","HM Revenue and Customs","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","SEO/HEO","35","[c]","34980","33300"
"New entrant CS","2021","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice","AA/AO","180","[c]","24020","22680"
"New entrant CS","2021","Black","Ministry of Justice","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice","SEO/HEO","35","[c]","32610","30990"
"New entrant CS","2021","Black","Ministry of Justice","Unknown","100","[c]","24670","24020"
"New entrant CS","2021","Black","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
