"Status","Year","Organisation","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Nottingham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Cambridgeshire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Heart of Essex","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Heart of Essex","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Hertfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","North and West Norfolk","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","North and West Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Suffolk","Heterosexual / straight","35","30","31310","28710"
"In post","2021","Animal and Plant Health Agency","East of England","Suffolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Suffolk","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Suffolk","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Harrow and Hillingdon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","Heterosexual / straight","45","45","32050","31460"
"In post","2021","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","Undeclared","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Westminster","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Westminster","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Westminster","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Tyneside","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Tyneside","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cheshire East","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","East Cumbria","Heterosexual / straight","115","110","25140","21050"
"In post","2021","Animal and Plant Health Agency","North West (England)","East Cumbria","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","East Cumbria","Undeclared","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","East Cumbria","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Manchester","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Manchester","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Mid Lancashire","Heterosexual / straight","55","50","30470","25670"
"In post","2021","Animal and Plant Health Agency","North West (England)","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Mid Lancashire","Undeclared","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Mid Lancashire","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Caithness and Sutherland and Ross and Cromarty","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Caithness and Sutherland and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","City of Edinburgh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Perth and Kinross and Stirling","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Perth and Kinross and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Perth and Kinross and Stirling","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Perth and Kinross and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Scottish Borders","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Scottish Borders","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Scottish Borders","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Ayrshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Ayrshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Ayrshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Lanarkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Berkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Central Hampshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","East Kent","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","East Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","East Kent","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Oxfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Surrey","Heterosexual / straight","395","375","33020","28550"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Surrey","LGBO","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Surrey","Undeclared","70","65","39080","33890"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Surrey","Unknown","75","70","30420","24370"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Sussex (North East)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Sussex (North East)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Bristol, City of","Heterosexual / straight","30","30","25590","21050"
"In post","2021","Animal and Plant Health Agency","South West (England)","Bristol, City of","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Bristol, City of","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Bristol, City of","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","40","35","32330","26520"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon CC","Heterosexual / straight","150","140","27590","21050"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon CC","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon CC","Undeclared","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon CC","Unknown","30","30","26610","24920"
"In post","2021","Animal and Plant Health Agency","South West (England)","Dorset CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Dorset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Dorset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Gloucestershire","Heterosexual / straight","40","35","32280","29180"
"In post","2021","Animal and Plant Health Agency","South West (England)","Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Gloucestershire","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Gloucestershire","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Somerset","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Somerset","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Wiltshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Wiltshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","60","55","27560","21050"
"In post","2021","Animal and Plant Health Agency","Wales","Cardiff and Vale of Glamorgan","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Cardiff and Vale of Glamorgan","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Cardiff and Vale of Glamorgan","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Gwynedd","Heterosexual / straight","40","35","25910","25100"
"In post","2021","Animal and Plant Health Agency","Wales","Gwynedd","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Gwynedd","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Gwynedd","Unknown","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Powys","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Powys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Powys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","South West Wales","Heterosexual / straight","105","100","28200","25100"
"In post","2021","Animal and Plant Health Agency","Wales","South West Wales","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","South West Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","South West Wales","Unknown","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Shropshire CC","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Shropshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Shropshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Shropshire CC","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Staffordshire CC","Heterosexual / straight","35","30","26430","21050"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Staffordshire CC","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Staffordshire CC","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Telford and Wrekin","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Telford and Wrekin","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Telford and Wrekin","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Worcestershire","Heterosexual / straight","120","110","29830","26520"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Worcestershire","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Worcestershire","Undeclared","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Worcestershire","Unknown","15","15","[c]","[c]"
