"Status","Year","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","Property","20","[c]","30950","26640"
"Leaver CS","2021","Property","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Property","20","[c]","40400","37930"
"Leaver CS","2021","Property","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","Operational Delivery","50","[c]","21110","20000"
"Leaver CS","2021","Property","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","Property","205","[c]","31590","26500"
"Leaver CS","2021","Property","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Property","135","[c]","29380","28410"
"Leaver CS","2021","Property","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Operational Delivery","10","[c]","38890","42200"
"Leaver CS","2021","Property","Ministry of Justice","Property","15","[c]","44960","43960"
"Leaver CS","2021","Property","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Government","Other","20","[c]","27610","28160"
"Leaver CS","2021","Property","Scottish Government","Unknown","45","[c]","29350","26530"
"Leaver CS","2021","Property","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","Unknown","45","[c]","28960","26220"
"Leaver CS","2021","Security","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","Security","15","[c]","36980","30630"
"Leaver CS","2021","Security","Ministry of Defence","Security","350","[c]","29460","26100"
"Leaver CS","2021","Security","Ministry of Justice","Security","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","30","[c]","40880","36740"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Commercial","15","[c]","39700","36780"
"Leaver CS","2021","Unknown","Department for Education","Communications","30","[c]","30400","28500"
"Leaver CS","2021","Unknown","Department for Education","Digital, Data and Technology","40","[c]","37210","36500"
"Leaver CS","2021","Unknown","Department for Education","Finance","30","[c]","40050","37190"
"Leaver CS","2021","Unknown","Department for Education","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Operational Delivery","60","[c]","44090","38940"
"Leaver CS","2021","Unknown","Department for Education","Policy","145","[c]","47910","42280"
"Leaver CS","2021","Unknown","Department for Education","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Property","20","[c]","50730","50130"
"Leaver CS","2021","Unknown","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Unknown","105","[c]","42980","35060"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","4390","[c]","26450","26120"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","250","[c]","46360","40020"
"Leaver CS","2021","Unknown","Food Standards Agency","Other","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","5435","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Communications","10","[c]","46590","43140"
"Leaver CS","2021","Unknown","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Digital, Data and Technology","30","[c]","48970","47220"
"Leaver CS","2021","Unknown","Home Office","Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Intelligence Analysis","30","[c]","29300","28770"
"Leaver CS","2021","Unknown","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Operational Delivery","535","[c]","26360","24890"
"Leaver CS","2021","Unknown","Home Office","Other","85","[c]","30520","28650"
"Leaver CS","2021","Unknown","Home Office","Policy","55","[c]","45660","41950"
"Leaver CS","2021","Unknown","Home Office","Project Delivery","35","[c]","47840","42550"
"Leaver CS","2021","Unknown","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Security","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Unknown","520","[c]","30680","25120"
"Leaver CS","2021","Unknown","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Intelligence Analysis","35","[c]","39140","35200"
"Leaver CS","2021","Unknown","Ministry of Defence","Medicine","185","[c]","42170","35470"
"Leaver CS","2021","Unknown","Ministry of Defence","Operational Delivery","50","[c]","27780","26220"
"Leaver CS","2021","Unknown","Ministry of Defence","Operational Research","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Other","1000","[c]","28200","26670"
"Leaver CS","2021","Unknown","Ministry of Defence","Policy","35","[c]","39700","36720"
"Leaver CS","2021","Unknown","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Science and Engineering","105","[c]","29930","25440"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","75","[c]","34170","32430"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","15","[c]","48310","53140"
"Leaver CS","2021","Unknown","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Unknown","410","[c]","40520","35110"
"Leaver CS","2021","Unknown","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Legal","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Operational Delivery","40","[c]","34050","28850"
"Leaver CS","2021","Unknown","Welsh Government","Other","15","[c]","43330","37410"
"Leaver CS","2021","Unknown","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Policy","35","[c]","46890","37410"
"Leaver CS","2021","Unknown","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy","Economics","20","[c]","37580","29940"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","10","[c]","[c]","[c]"
