"Status","Year","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","Finance","135","130","49980","48620"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","Finance","625","605","43990","40910"
"In post","2021","Finance","Ministry of Justice","Human Resources","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","Operational Delivery","125","120","34560","31390"
"In post","2021","Finance","Ministry of Justice","Policy","10","10","40000","36050"
"In post","2021","Finance","Ministry of Justice","Project Delivery","10","10","41610","34980"
"In post","2021","Finance","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Finance","50","45","38330","36740"
"In post","2021","Finance","Northern Ireland Office","Finance","10","10","[c]","[c]"
"In post","2021","Finance","Office for Standards in Education","Finance","35","35","41620","32010"
"In post","2021","Finance","Office of Gas and Electricity Markets","Corporate Finance","15","15","44880","42390"
"In post","2021","Finance","Office of Gas and Electricity Markets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Gas and Electricity Markets","Finance","15","15","52690","45930"
"In post","2021","Finance","Office of Qualifications and Examinations Regulation","Finance","5","5","[c]","[c]"
"In post","2021","Finance","Office of Rail and Road","Finance","5","5","[c]","[c]"
"In post","2021","Finance","Other Cabinet Office Agencies","Finance","55","55","44300","39000"
"In post","2021","Finance","Other Cabinet Office Agencies","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Scottish Government","Finance","135","125","33910","30080"
"In post","2021","Finance","Scottish Government","Unknown","55","50","36030","35680"
"In post","2021","Finance","The National Archives","Finance","10","10","44410","43540"
"In post","2021","Finance","UK Export Finance","Finance","15","15","62890","56130"
"In post","2021","Finance","UK Export Finance","Operational Delivery","30","30","41030","35390"
"In post","2021","Finance","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","Finance","60","55","37140","29840"
"In post","2021","Finance","Wales Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Water Services Regulation Authority","Corporate Finance","10","10","45190","40800"
"In post","2021","Finance","Welsh Government","Finance","10","10","[c]","[c]"
"In post","2021","Grants Management","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","1885","1720","25450","21050"
"In post","2021","Grants Management","Department for Environment, Food and Rural Affairs","Policy","5","5","[c]","[c]"
"In post","2021","Grants Management","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Attorney General's Departments","Human Resources","215","210","39830","33930"
"In post","2021","Human Resources","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Human Resources","5","5","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Operational Delivery","20","20","36740","37300"
"In post","2021","Human Resources","Cabinet Office","Other","5","5","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office","Unknown","1090","1040","39230","35590"
"In post","2021","Human Resources","Chancellor's other departments","Human Resources","15","15","44060","45490"
"In post","2021","Human Resources","Charity Commission","Human Resources","10","10","32360","29160"
"In post","2021","Human Resources","Competition and Markets Authority","Human Resources","35","35","50820","45980"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","380","360","39780","36580"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Policy","15","15","43120","40310"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","65","60","48880","37990"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education","Human Resources","150","145","36260","30200"
"In post","2021","Human Resources","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","265","250","42740","38600"
"In post","2021","Human Resources","Department for International Trade","Human Resources","125","125","43310","38540"
"In post","2021","Human Resources","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport","Human Resources","390","365","36770","32810"
"In post","2021","Human Resources","Department for Transport","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Transport","Other","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Transport","Project Delivery","10","10","36050","36680"
"In post","2021","Human Resources","Department for Transport","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Work and Pensions","Human Resources","40","40","48840","53360"
"In post","2021","Human Resources","Department for Work and Pensions","Operational Delivery","45","45","31900","26410"
"In post","2021","Human Resources","Department of Health and Social Care","Human Resources","290","285","42950","36820"
"In post","2021","Human Resources","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","Human Resources","35","30","40190","37910"
"In post","2021","Human Resources","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","250","240","44920","39580"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Operational Delivery","25","25","27770","21490"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Human Resources","95","85","40290","33840"
"In post","2021","Human Resources","HM Revenue and Customs","Human Resources","750","705","40920","38300"
"In post","2021","Human Resources","HM Revenue and Customs","Operational Delivery","585","530","27010","25560"
"In post","2021","Human Resources","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs","Tax","175","165","36020","31810"
"In post","2021","Human Resources","HM Revenue and Customs","Unknown","155","155","41530","35410"
"In post","2021","Human Resources","HM Treasury","Human Resources","90","90","44420","43630"
"In post","2021","Human Resources","HM Treasury","Operational Delivery","15","15","30980","23780"
"In post","2021","Human Resources","Ministry of Defence","Communications","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Human Resources","1970","1850","31800","26670"
"In post","2021","Human Resources","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Operational Delivery","145","140","33370","28650"
"In post","2021","Human Resources","Ministry of Defence","Other","10","10","38370","31090"
"In post","2021","Human Resources","Ministry of Defence","Policy","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence","Security","20","20","37550","33520"
"In post","2021","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government","Human Resources","85","85","40860","36340"
"In post","2021","Human Resources","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Human Resources","870","845","42140","37990"
"In post","2021","Human Resources","Ministry of Justice","Operational Delivery","80","80","37620","31660"
"In post","2021","Human Resources","Ministry of Justice","Policy","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice","Project Delivery","10","10","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","Human Resources","185","175","40160","39240"
"In post","2021","Human Resources","Northern Ireland Office","Human Resources","5","5","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education","Human Resources","55","55","39210","32010"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","25","25","43020","40530"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","10","10","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","Human Resources","10","10","45200","45850"
"In post","2021","Human Resources","Other Cabinet Office Agencies","Human Resources","45","45","38990","33750"
"In post","2021","Human Resources","Scotland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Government","Human Resources","210","200","34930","33650"
"In post","2021","Human Resources","Scottish Government","Other","25","25","37350","39500"
"In post","2021","Human Resources","Scottish Government","Unknown","70","70","30820","29650"
"In post","2021","Human Resources","The National Archives","Human Resources","20","15","34890","29120"
"In post","2021","Human Resources","UK Export Finance","Human Resources","30","25","45620","41000"
"In post","2021","Human Resources","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Human Resources","160","150","37410","32430"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Policy","55","55","37220","36030"
"In post","2021","Human Resources","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Human Resources","15","10","42810","40530"
"In post","2021","Human Resources","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","5","5","[c]","[c]"
"In post","2021","Internal Audit","Department for Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","Internal Audit","15","15","38250","35410"
"In post","2021","Internal Audit","Food Standards Agency","Internal Audit","10","10","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","70","70","41070","37480"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","Internal Audit","5","5","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","Internal Audit","75","70","44180","41350"
"In post","2021","Internal Audit","HM Treasury","Internal Audit","340","325","50400","48780"
"In post","2021","Internal Audit","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Treasury","Policy","10","10","60420","61400"
"In post","2021","Internal Audit","Ministry of Defence","Internal Audit","145","140","38660","34630"
"In post","2021","Internal Audit","Ministry of Justice","Internal Audit","65","65","48010","48800"
"In post","2021","Internal Audit","Scottish Government","Internal Audit","10","5","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Legal","5260","4880","57020","55610"
"In post","2021","Legal","Attorney General's Departments","Operational Delivery","3055","2820","27290","25480"
"In post","2021","Legal","Attorney General's Departments","Other","360","345","31000","27580"
"In post","2021","Legal","Attorney General's Departments","Policy","30","30","38240","35000"
"In post","2021","Legal","Cabinet Office","Unknown","55","55","79760","79760"
"In post","2021","Legal","Charity Commission","Legal","20","20","52670","52600"
"In post","2021","Legal","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Legal","130","125","70480","72430"
"In post","2021","Legal","Competition and Markets Authority","Policy","25","25","66640","63370"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","Legal","90","85","51950","52960"
"In post","2021","Legal","Department for Education","Legal","65","60","54640","55000"
"In post","2021","Legal","Department for International Trade","Legal","10","10","60350","53920"
"In post","2021","Legal","Department for Transport","Legal","5","5","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","Legal","20","20","51110","55700"
"In post","2021","Legal","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","Legal","5","5","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","Legal","20","20","48660","48540"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","Legal","125","100","58300","58470"
"In post","2021","Legal","HM Land Registry","Legal","260","240","50540","57000"
"In post","2021","Legal","HM Revenue and Customs","Legal","390","370","50720","52580"
"In post","2021","Legal","HM Revenue and Customs","Operational Delivery","390","360","27890","25630"
"In post","2021","Legal","HM Revenue and Customs","Tax","350","335","38880","35000"
"In post","2021","Legal","HM Revenue and Customs","Unknown","145","140","48890","42840"
"In post","2021","Legal","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","Legal","40","40","53100","53500"
"In post","2021","Legal","Ministry of Housing, Communities and Local Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Legal","1320","1195","43220","43370"
"In post","2021","Legal","Ministry of Justice","Operational Delivery","110","105","32630","26410"
"In post","2021","Legal","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","National Crime Agency","Legal","50","50","55660","59160"
"In post","2021","Legal","Office for Standards in Education","Legal","15","15","59150","62810"
"In post","2021","Legal","Office of Gas and Electricity Markets","Legal","80","80","63840","63540"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Legal","10","10","56880","57350"
"In post","2021","Legal","Office of Rail and Road","Legal","10","10","65840","58830"
"In post","2021","Legal","Scottish Government","Legal","655","615","53650","52490"
"In post","2021","Legal","Scottish Government","Operational Delivery","1595","1440","26670","22820"
"In post","2021","Legal","Scottish Government","Policy","15","15","36940","35230"
"In post","2021","Legal","UK Export Finance","Legal","20","20","70930","76270"
"In post","2021","Legal","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Legal","15","15","42510","37230"
"In post","2021","Legal","UK Supreme Court","Operational Delivery","20","20","37830","30400"
"In post","2021","Legal","United Kingdom Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Legal","15","15","69870","68770"
"In post","2021","Legal","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Counter Fraud","35","35","42770","40630"
"In post","2021","No function","Attorney General's Departments","Knowledge and Information Management","10","5","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Other","30","30","37310","30150"
"In post","2021","No function","Attorney General's Departments","Policy","15","10","50840","51520"
"In post","2021","No function","Cabinet Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office","Operational Delivery","5","5","[c]","[c]"
"In post","2021","No function","Cabinet Office","Other","25","25","43600","36050"
"In post","2021","No function","Cabinet Office","Policy","15","15","53000","42240"
"In post","2021","No function","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office","Unknown","4120","4080","40640","32000"
"In post","2021","No function","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Communications","5","5","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Digital, Data and Technology","10","10","56690","52290"
"In post","2021","No function","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Other","85","80","53670","44000"
"In post","2021","No function","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","No function","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","No function","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","No function","Charity Commission","Operational Delivery","20","20","33690","31500"
"In post","2021","No function","Charity Commission","Other","5","5","[c]","[c]"
"In post","2021","No function","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Commercial","10","10","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Communications","25","25","42200","40050"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","15","15","40160","33630"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Economics","100","100","57750","57850"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Finance","30","25","50770","53490"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Human Resources","20","15","54860","59100"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","10","10","45330","43050"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","15","15","39860","36240"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","3735","3500","30110","26000"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Operational Research","5","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Other","10","10","32090","27460"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Policy","3770","3680","49450","53380"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Project Delivery","45","45","52090","50320"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","800","770","42640","40800"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Security","20","20","44650","42090"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Statistics","5","5","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","International Trade","10","10","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Other","90","85","40850","34330"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Policy","1080","1065","48480","51730"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education","Commercial","185","180","41350","36960"
"In post","2021","No function","Department for Education","Digital, Data and Technology","90","90","35400","30200"
"In post","2021","No function","Department for Education","Finance","235","225","40890","37100"
"In post","2021","No function","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education","Legal","5","5","[c]","[c]"
"In post","2021","No function","Department for Education","Operational Delivery","1520","1475","41910","37000"
"In post","2021","No function","Department for Education","Other","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education","Planning","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education","Policy","2105","2015","44650","40510"
"In post","2021","No function","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Economics","160","160","44720","47550"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","1615","1525","27760","25190"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Operational Research","15","15","41000","39420"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Other","30","30","39480","32840"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Planning","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Policy","2475","2395","43010","38750"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","800","755","34110","30130"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Social Research","35","35","46460","47550"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Unknown","30","30","26290","21050"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Veterinarian","365","345","45120","41610"
"In post","2021","No function","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Communications","50","50","42910","39440"
"In post","2021","No function","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","International Trade","1290","1280","48350","50560"
"In post","2021","No function","Department for International Trade","Knowledge and Information Management","20","20","37320","33380"
"In post","2021","No function","Department for International Trade","Operational Delivery","110","110","36650","32120"
"In post","2021","No function","Department for International Trade","Other","145","145","40210","33320"
"In post","2021","No function","Department for International Trade","Planning","10","10","34760","32120"
"In post","2021","No function","Department for International Trade","Policy","205","205","45390","38540"
"In post","2021","No function","Department for International Trade","Project Delivery","30","30","40570","37780"
"In post","2021","No function","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Security","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","Statistics","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Commercial","75","75","52290","54110"
"In post","2021","No function","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Corporate Finance","25","25","56790","54110"
"In post","2021","No function","Department for Transport","Digital, Data and Technology","15","15","43170","40080"
"In post","2021","No function","Department for Transport","Finance","70","70","48110","48770"
"In post","2021","No function","Department for Transport","Human Resources","15","15","52820","54760"
"In post","2021","No function","Department for Transport","Intelligence Analysis","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","International Trade","30","30","46630","42470"
"In post","2021","No function","Department for Transport","Knowledge and Information Management","10","10","37440","37240"
"In post","2021","No function","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Medicine","55","50","75420","86070"
"In post","2021","No function","Department for Transport","Operational Delivery","9300","8375","26010","26350"
"In post","2021","No function","Department for Transport","Other","500","465","42620","32740"
"In post","2021","No function","Department for Transport","Policy","1360","1320","44470","42470"
"In post","2021","No function","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Science and Engineering","145","140","44440","42890"
"In post","2021","No function","Department for Transport","Security","165","160","45220","43360"
"In post","2021","No function","Department for Transport","Unknown","200","195","53440","45440"
"In post","2021","No function","Department for Work and Pensions","Knowledge and Information Management","20","20","31810","29750"
"In post","2021","No function","Department for Work and Pensions","Operational Delivery","1645","1550","44530","43260"
"In post","2021","No function","Department for Work and Pensions","Policy","80","75","47780","43780"
"In post","2021","No function","Department for Work and Pensions","Science and Engineering","460","425","39990","39330"
"In post","2021","No function","Department of Health and Social Care","Digital, Data and Technology","20","20","39550","38940"
"In post","2021","No function","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Knowledge and Information Management","540","495","39370","37450"
"In post","2021","No function","Department of Health and Social Care","Medicine","395","340","104170","103400"
"In post","2021","No function","Department of Health and Social Care","Operational Delivery","3260","2960","39930","36330"
"In post","2021","No function","Department of Health and Social Care","Operational Research","20","15","57460","55460"
"In post","2021","No function","Department of Health and Social Care","Other","5","5","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Policy","1820","1775","47250","41890"
"In post","2021","No function","Department of Health and Social Care","Science and Engineering","2315","2135","40840","38040"
"In post","2021","No function","Department of Health and Social Care","Social Research","5","5","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Statistics","15","10","54340","53120"
"In post","2021","No function","ESTYN","Inspector of Education and Training","65","60","74480","74730"
"In post","2021","No function","ESTYN","Operational Delivery","20","20","29990","28850"
"In post","2021","No function","ESTYN","Other","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Operational Delivery","615","595","31360","28380"
"In post","2021","No function","Food Standards Agency","Policy","185","180","42590","38120"
"In post","2021","No function","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Science and Engineering","85","85","41910","37910"
"In post","2021","No function","Food Standards Agency","Veterinarian","60","60","44580","40960"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Economics","65","65","45280","41980"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Knowledge and Information Management","120","115","45060","38260"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Operational Delivery","300","290","31410","27340"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Policy","3195","3165","49630","43300"
"In post","2021","No function","HM Land Registry","Operational Delivery","5005","4490","28210","27130"
