"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","40-49","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","G6/G7","10","[c]","53970","51710"
"Leaver Dept.","2021","40-49","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","SEO/HEO","15","[c]","39470","40580"
"Leaver Dept.","2021","40-49","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","G6/G7","10","[c]","60760","59100"
"Leaver Dept.","2021","40-49","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","SEO/HEO","20","[c]","39180","38320"
"Leaver Dept.","2021","40-49","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","G6/G7","25","[c]","61650","60770"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","SEO/HEO","20","[c]","39840","40170"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","G6/G7","25","[c]","58820","57330"
"Leaver Dept.","2021","40-49","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","SEO/HEO","20","[c]","39680","38640"
"Leaver Dept.","2021","40-49","Grants Management","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","G6/G7","30","[c]","57030","57230"
"Leaver Dept.","2021","40-49","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","SEO/HEO","40","[c]","38610","37580"
"Leaver Dept.","2021","40-49","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","G6/G7","25","[c]","62480","63130"
"Leaver Dept.","2021","40-49","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","AA/AO","110","[c]","20880","20430"
"Leaver Dept.","2021","40-49","No function","EO","60","[c]","25470","25340"
"Leaver Dept.","2021","40-49","No function","G6/G7","175","[c]","57620","56340"
"Leaver Dept.","2021","40-49","No function","SCS level","75","[c]","88330","80360"
"Leaver Dept.","2021","40-49","No function","SEO/HEO","140","[c]","36280","35990"
"Leaver Dept.","2021","40-49","No function","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","G6/G7","50","[c]","58240","57060"
"Leaver Dept.","2021","40-49","Project Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","SEO/HEO","55","[c]","35570","35830"
"Leaver Dept.","2021","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","SEO/HEO","10","[c]","39160","38370"
"Leaver Dept.","2021","40-49","Security","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","AA/AO","205","[c]","21350","21010"
"Leaver Dept.","2021","40-49","Unknown","EO","310","[c]","27500","27570"
"Leaver Dept.","2021","40-49","Unknown","G6/G7","215","[c]","58780","57640"
"Leaver Dept.","2021","40-49","Unknown","SCS level","55","[c]","86500","77640"
"Leaver Dept.","2021","40-49","Unknown","SEO/HEO","290","[c]","36390","35310"
"Leaver Dept.","2021","40-49","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","G6/G7","15","[c]","58830","56520"
"Leaver Dept.","2021","50-59","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","SEO/HEO","15","[c]","39220","41400"
"Leaver Dept.","2021","50-59","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","G6/G7","15","[c]","61450","62330"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","G6/G7","15","[c]","60910","61860"
"Leaver Dept.","2021","50-59","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","SEO/HEO","15","[c]","40200","40690"
"Leaver Dept.","2021","50-59","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","G6/G7","25","[c]","57180","57950"
"Leaver Dept.","2021","50-59","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","SEO/HEO","30","[c]","38930","38260"
"Leaver Dept.","2021","50-59","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Legal","G6/G7","15","[c]","64510","64520"
"Leaver Dept.","2021","50-59","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","No function","AA/AO","100","[c]","20630","20420"
"Leaver Dept.","2021","50-59","No function","EO","35","[c]","25100","24480"
"Leaver Dept.","2021","50-59","No function","G6/G7","70","[c]","58010","56930"
"Leaver Dept.","2021","50-59","No function","SCS level","20","[c]","105420","98960"
"Leaver Dept.","2021","50-59","No function","SEO/HEO","110","[c]","36800","36710"
"Leaver Dept.","2021","50-59","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Project Delivery","G6/G7","30","[c]","58720","57840"
"Leaver Dept.","2021","50-59","Project Delivery","SCS level","10","[c]","87520","83500"
"Leaver Dept.","2021","50-59","Project Delivery","SEO/HEO","45","[c]","34910","34010"
"Leaver Dept.","2021","50-59","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Property","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Property","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Property","SEO/HEO","10","[c]","33380","33300"
"Leaver Dept.","2021","50-59","Security","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","AA/AO","150","[c]","21000","21010"
"Leaver Dept.","2021","50-59","Unknown","EO","220","[c]","27560","27570"
"Leaver Dept.","2021","50-59","Unknown","G6/G7","125","[c]","58540","57120"
"Leaver Dept.","2021","50-59","Unknown","SCS level","25","[c]","99840","84200"
"Leaver Dept.","2021","50-59","Unknown","SEO/HEO","205","[c]","36160","35310"
"Leaver Dept.","2021","50-59","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","No function","AA/AO","15","[c]","19830","19930"
"Leaver Dept.","2021","60-64","No function","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","No function","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","No function","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","AA/AO","25","[c]","20810","21010"
"Leaver Dept.","2021","60-64","Unknown","EO","20","[c]","27210","27570"
"Leaver Dept.","2021","60-64","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","40","[c]","57040","54500"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","40","[c]","37090","36740"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Analysis","EO","15","[c]","25950","26250"
"New entrant CS","2021","16-19","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Communications","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Communications","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Debt","AA/AO","45","[c]","20140","20140"
"New entrant CS","2021","16-19","Digital, Data & Technology","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Finance","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Finance","EO","15","[c]","20820","19040"
"New entrant CS","2021","16-19","Human Resources","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Legal","AA/AO","20","[c]","20960","20850"
"New entrant CS","2021","16-19","No function","AA/AO","325","[c]","20650","20140"
"New entrant CS","2021","16-19","No function","EO","50","[c]","24250","24300"
"New entrant CS","2021","16-19","No function","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Project Delivery","EO","35","[c]","17280","16780"
"New entrant CS","2021","16-19","Project Delivery","Unknown","15","[c]","16780","16780"
"New entrant CS","2021","16-19","Property","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Property","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Security","AA/AO","15","[c]","21790","20800"
"New entrant CS","2021","16-19","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","AA/AO","230","[c]","21150","21010"
"New entrant CS","2021","16-19","Unknown","EO","55","[c]","27940","27570"
"New entrant CS","2021","16-19","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Analysis","AA/AO","105","[c]","21540","21020"
"New entrant CS","2021","20-29","Analysis","EO","150","[c]","26530","26410"
"New entrant CS","2021","20-29","Analysis","G6/G7","25","[c]","55620","53360"
"New entrant CS","2021","20-29","Analysis","SEO/HEO","560","[c]","32870","32540"
"New entrant CS","2021","20-29","Commercial","AA/AO","45","[c]","21290","20920"
"New entrant CS","2021","20-29","Commercial","EO","60","[c]","25630","26180"
"New entrant CS","2021","20-29","Commercial","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","SEO/HEO","80","[c]","35200","35000"
"New entrant CS","2021","20-29","Commercial","Unknown","20","[c]","27730","26670"
"New entrant CS","2021","20-29","Communications","AA/AO","50","[c]","21660","21000"
"New entrant CS","2021","20-29","Communications","EO","425","[c]","25820","25560"
"New entrant CS","2021","20-29","Communications","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Communications","SEO/HEO","140","[c]","34410","32960"
"New entrant CS","2021","20-29","Counter Fraud","AA/AO","10","[c]","21060","20140"
"New entrant CS","2021","20-29","Counter Fraud","EO","60","[c]","26490","25560"
"New entrant CS","2021","20-29","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","SEO/HEO","15","[c]","33100","32080"
"New entrant CS","2021","20-29","Debt","AA/AO","445","[c]","20290","20140"
"New entrant CS","2021","20-29","Debt","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","AA/AO","60","[c]","21670","21590"
"New entrant CS","2021","20-29","Digital, Data & Technology","EO","230","[c]","26360","26130"
"New entrant CS","2021","20-29","Digital, Data & Technology","G6/G7","45","[c]","52810","52850"
"New entrant CS","2021","20-29","Digital, Data & Technology","SEO/HEO","270","[c]","34670","32940"
"New entrant CS","2021","20-29","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","AA/AO","50","[c]","20660","20140"
"New entrant CS","2021","20-29","Finance","EO","100","[c]","24420","25000"
"New entrant CS","2021","20-29","Finance","G6/G7","10","[c]","55620","55440"
"New entrant CS","2021","20-29","Finance","SEO/HEO","125","[c]","35330","32790"
"New entrant CS","2021","20-29","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","AA/AO","10","[c]","21050","21050"
"New entrant CS","2021","20-29","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","AA/AO","105","[c]","20780","20810"
"New entrant CS","2021","20-29","Human Resources","EO","120","[c]","25940","26950"
"New entrant CS","2021","20-29","Human Resources","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","SEO/HEO","105","[c]","32250","32000"
"New entrant CS","2021","20-29","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","AA/AO","270","[c]","20460","20120"
"New entrant CS","2021","20-29","Legal","EO","165","[c]","26880","26950"
"New entrant CS","2021","20-29","Legal","G6/G7","45","[c]","52630","51810"
"New entrant CS","2021","20-29","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","SEO/HEO","175","[c]","34240","33550"
"New entrant CS","2021","20-29","No function","AA/AO","5065","[c]","21740","20810"
"New entrant CS","2021","20-29","No function","EO","1810","[c]","26450","26370"
"New entrant CS","2021","20-29","No function","G6/G7","185","[c]","54400","53360"
"New entrant CS","2021","20-29","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","SEO/HEO","2650","[c]","32140","32330"
"New entrant CS","2021","20-29","No function","Unknown","705","[c]","22730","22920"
"New entrant CS","2021","20-29","Project Delivery","AA/AO","30","[c]","21620","22350"
"New entrant CS","2021","20-29","Project Delivery","EO","245","[c]","23430","25000"
"New entrant CS","2021","20-29","Project Delivery","G6/G7","25","[c]","53820","53420"
"New entrant CS","2021","20-29","Project Delivery","SEO/HEO","240","[c]","34020","33570"
"New entrant CS","2021","20-29","Project Delivery","Unknown","45","[c]","26680","27540"
"New entrant CS","2021","20-29","Property","AA/AO","100","[c]","20920","20880"
"New entrant CS","2021","20-29","Property","EO","85","[c]","25260","24500"
"New entrant CS","2021","20-29","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Property","SEO/HEO","65","[c]","33210","32000"
"New entrant CS","2021","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Security","AA/AO","220","[c]","22680","22650"
"New entrant CS","2021","20-29","Security","EO","35","[c]","25230","24620"
"New entrant CS","2021","20-29","Security","SEO/HEO","25","[c]","32810","32210"
"New entrant CS","2021","20-29","Unknown","AA/AO","3145","[c]","21540","21010"
"New entrant CS","2021","20-29","Unknown","EO","4220","[c]","28490","27570"
"New entrant CS","2021","20-29","Unknown","G6/G7","80","[c]","55140","57430"
"New entrant CS","2021","20-29","Unknown","SEO/HEO","690","[c]","34380","34840"
"New entrant CS","2021","20-29","Unknown","Unknown","110","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","EO","25","[c]","25580","25300"
"New entrant CS","2021","30-39","Analysis","G6/G7","40","[c]","57530","53360"
"New entrant CS","2021","30-39","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","SEO/HEO","160","[c]","35260","35030"
"New entrant CS","2021","30-39","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","EO","15","[c]","25920","26350"
"New entrant CS","2021","30-39","Commercial","G6/G7","35","[c]","62750","56460"
"New entrant CS","2021","30-39","Commercial","SCS level","45","[c]","69240","68000"
"New entrant CS","2021","30-39","Commercial","SEO/HEO","90","[c]","37860","37350"
"New entrant CS","2021","30-39","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","EO","190","[c]","25570","25560"
"New entrant CS","2021","30-39","Communications","G6/G7","35","[c]","57650","56420"
"New entrant CS","2021","30-39","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","SEO/HEO","125","[c]","35820","32780"
"New entrant CS","2021","30-39","Counter Fraud","EO","30","[c]","26150","25560"
"New entrant CS","2021","30-39","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","SEO/HEO","20","[c]","32480","31810"
"New entrant CS","2021","30-39","Debt","AA/AO","205","[c]","20300","20140"
"New entrant CS","2021","30-39","Debt","EO","10","[c]","25420","25560"
"New entrant CS","2021","30-39","Digital, Data & Technology","AA/AO","15","[c]","20950","20920"
"New entrant CS","2021","30-39","Digital, Data & Technology","EO","80","[c]","26700","26350"
"New entrant CS","2021","30-39","Digital, Data & Technology","G6/G7","170","[c]","57360","54730"
"New entrant CS","2021","30-39","Digital, Data & Technology","SCS level","10","[c]","88860","85000"
"New entrant CS","2021","30-39","Digital, Data & Technology","SEO/HEO","275","[c]","36770","36740"
"New entrant CS","2021","30-39","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","AA/AO","15","[c]","20460","20920"
"New entrant CS","2021","30-39","Finance","EO","30","[c]","25710","25560"
"New entrant CS","2021","30-39","Finance","G6/G7","30","[c]","59000","57000"
"New entrant CS","2021","30-39","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","SEO/HEO","110","[c]","35950","35680"
"New entrant CS","2021","30-39","Grants Management","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","AA/AO","45","[c]","20550","20880"
"New entrant CS","2021","30-39","Human Resources","EO","50","[c]","25800","26130"
"New entrant CS","2021","30-39","Human Resources","G6/G7","35","[c]","55840","54110"
"New entrant CS","2021","30-39","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","SEO/HEO","100","[c]","35020","35960"
"New entrant CS","2021","30-39","Human Resources","Unknown","10","[c]","24300","20000"
"New entrant CS","2021","30-39","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","AA/AO","55","[c]","20370","20140"
"New entrant CS","2021","30-39","Legal","EO","30","[c]","27700","26970"
"New entrant CS","2021","30-39","Legal","G6/G7","170","[c]","53660","51250"
"New entrant CS","2021","30-39","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","SEO/HEO","125","[c]","35210","37880"
"New entrant CS","2021","30-39","No function","AA/AO","2170","[c]","22060","20880"
"New entrant CS","2021","30-39","No function","EO","665","[c]","26780","25560"
"New entrant CS","2021","30-39","No function","G6/G7","410","[c]","56660","53750"
"New entrant CS","2021","30-39","No function","SCS level","35","[c]","82650","82100"
"New entrant CS","2021","30-39","No function","SEO/HEO","1180","[c]","35190","34550"
"New entrant CS","2021","30-39","No function","Unknown","325","[c]","23250","22920"
"New entrant CS","2021","30-39","Project Delivery","AA/AO","15","[c]","21950","21710"
"New entrant CS","2021","30-39","Project Delivery","EO","85","[c]","24670","26050"
"New entrant CS","2021","30-39","Project Delivery","G6/G7","90","[c]","55840","54000"
"New entrant CS","2021","30-39","Project Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","SEO/HEO","285","[c]","36260","36030"
"New entrant CS","2021","30-39","Project Delivery","Unknown","30","[c]","37950","39700"
"New entrant CS","2021","30-39","Property","AA/AO","50","[c]","22070","20880"
"New entrant CS","2021","30-39","Property","EO","30","[c]","26220","26350"
"New entrant CS","2021","30-39","Property","G6/G7","20","[c]","54000","52850"
"New entrant CS","2021","30-39","Property","SEO/HEO","60","[c]","34900","33000"
"New entrant CS","2021","30-39","Security","AA/AO","140","[c]","25230","23540"
"New entrant CS","2021","30-39","Security","EO","20","[c]","29080","24620"
"New entrant CS","2021","30-39","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","SEO/HEO","30","[c]","32800","31680"
