"Status","Year","Parent_department","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","AO","Heterosexual / straight","50","50","21630","21950"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","AO","Unknown","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","40","40","26620","25920"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","G7","Heterosexual / straight","65","60","52870","51470"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","G7","Unknown","30","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","EO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","G7","Heterosexual / straight","30","30","54580","55610"
"In post","2021","Attorney General's Departments","Devon","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","AO","Heterosexual / straight","30","25","21570","21950"
"In post","2021","Attorney General's Departments","East Anglia","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","EO","Unknown","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","G7","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","G7","Unknown","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","AO","Heterosexual / straight","45","45","21940","21950"
"In post","2021","Attorney General's Departments","East Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","AO","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","G7","Heterosexual / straight","85","80","53150","50850"
"In post","2021","Attorney General's Departments","East Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","G7","Unknown","35","30","55930","55610"
"In post","2021","Attorney General's Departments","East Wales","HEO","Heterosexual / straight","30","30","35120","34480"
"In post","2021","Attorney General's Departments","East Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","HEO","Unknown","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G7","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","AO","Unknown","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","EO","Heterosexual / straight","35","30","28970","30110"
"In post","2021","Attorney General's Departments","Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","EO","Unknown","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","G7","Heterosexual / straight","50","45","57490","54770"
"In post","2021","Attorney General's Departments","Essex","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","G7","Unknown","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Heterosexual / straight","50","45","53680","51940"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Unknown","30","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","AO","Heterosexual / straight","60","50","22020","21950"
"In post","2021","Attorney General's Departments","Greater Manchester","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","AO","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","EO","Heterosexual / straight","65","60","27960","28430"
"In post","2021","Attorney General's Departments","Greater Manchester","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","EO","Unknown","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","G6","Heterosexual / straight","10","10","[c]","[c]"
