"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Department of Health and Social Care","Science and Engineering","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department of Health and Social Care","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department of Health and Social Care","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department of Health and Social Care","Unknown","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department of Health and Social Care","Unknown","London","10","[c]","63320","59640"
"New entrant CS","2021","50-59","ESTYN","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Counter Fraud","London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Legal","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Legal","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Operational Delivery","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Operational Delivery","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Operational Delivery","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Operational Delivery","South West (England)","10","[c]","22350","22350"
"New entrant CS","2021","50-59","HM Land Registry","Operational Delivery","Wales","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Operational Delivery","West Midlands (England)","15","[c]","22320","22350"
"New entrant CS","2021","50-59","HM Land Registry","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Digital, Data and Technology","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Digital, Data and Technology","West Midlands (England)","10","[c]","49350","52580"
"New entrant CS","2021","50-59","HM Revenue and Customs","Digital, Data and Technology","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Finance","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Finance","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Finance","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Legal","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Operational Delivery","North East (England)","15","[c]","21970","20880"
"New entrant CS","2021","50-59","HM Revenue and Customs","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Operational Delivery","Northern Ireland","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Operational Delivery","Scotland","15","[c]","20140","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Operational Delivery","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Project Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Property","London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Property","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Property","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Property","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Security","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Tax","East Midlands (England)","20","[c]","27030","25560"
"New entrant CS","2021","50-59","HM Revenue and Customs","Tax","London","15","[c]","33020","32860"
"New entrant CS","2021","50-59","HM Revenue and Customs","Tax","North East (England)","75","[c]","22180","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs","Tax","North West (England)","65","[c]","21880","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs","Tax","Northern Ireland","15","[c]","21690","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs","Tax","Scotland","65","[c]","21110","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs","Tax","South East (England)","15","[c]","20140","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs","Tax","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Tax","Wales","25","[c]","21150","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs","Tax","West Midlands (England)","15","[c]","21030","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs","Tax","Yorkshire and The Humber","15","[c]","23250","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Unknown","North East (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Unknown","North West (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Unknown","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Unknown","Unknown","65","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Unknown","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs","Unknown","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","Finance","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","Policy","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Digital, Data and Technology","London","20","[c]","56470","57430"
"New entrant CS","2021","50-59","Home Office","Digital, Data and Technology","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Intelligence Analysis","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Operational Delivery","East of England","10","[c]","22720","21430"
"New entrant CS","2021","50-59","Home Office","Operational Delivery","London","20","[c]","31180","28650"
"New entrant CS","2021","50-59","Home Office","Operational Delivery","North East (England)","10","[c]","27160","24880"
"New entrant CS","2021","50-59","Home Office","Operational Delivery","North West (England)","20","[c]","26480","21430"
"New entrant CS","2021","50-59","Home Office","Operational Delivery","Northern Ireland","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Operational Delivery","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Operational Delivery","South East (England)","45","[c]","27770","25330"
"New entrant CS","2021","50-59","Home Office","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Operational Delivery","Yorkshire and The Humber","30","[c]","26270","24880"
"New entrant CS","2021","50-59","Home Office","Other","London","15","[c]","43110","41950"
"New entrant CS","2021","50-59","Home Office","Other","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Other","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Other","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Policy","London","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Policy","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Security","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Commercial","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Commercial","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Commercial","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Commercial","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Communications","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Digital, Data and Technology","South West (England)","15","[c]","44240","43000"
"New entrant CS","2021","50-59","Ministry of Defence","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Economics","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Finance","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Finance","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Finance","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Finance","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Human Resources","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Human Resources","South West (England)","10","[c]","28970","24000"
"New entrant CS","2021","50-59","Ministry of Defence","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Legal","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Medicine","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Medicine","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Medicine","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Medicine","South East (England)","15","[c]","46540","37890"
"New entrant CS","2021","50-59","Ministry of Defence","Medicine","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Medicine","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Operational Delivery","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Other","East Midlands (England)","20","[c]","24450","20920"
"New entrant CS","2021","50-59","Ministry of Defence","Other","East of England","25","[c]","22240","20920"
"New entrant CS","2021","50-59","Ministry of Defence","Other","London","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Other","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Other","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Other","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Other","Scotland","20","[c]","20520","20500"
"New entrant CS","2021","50-59","Ministry of Defence","Other","South East (England)","60","[c]","25940","20920"
"New entrant CS","2021","50-59","Ministry of Defence","Other","South West (England)","60","[c]","33990","26510"
"New entrant CS","2021","50-59","Ministry of Defence","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Other","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Other","West Midlands (England)","25","[c]","25570","29350"
"New entrant CS","2021","50-59","Ministry of Defence","Other","Yorkshire and The Humber","20","[c]","22700","20920"
"New entrant CS","2021","50-59","Ministry of Defence","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Policy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Project Delivery","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Project Delivery","East of England","10","[c]","38180","36650"
"New entrant CS","2021","50-59","Ministry of Defence","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Project Delivery","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Project Delivery","South East (England)","40","[c]","37000","33000"
"New entrant CS","2021","50-59","Ministry of Defence","Project Delivery","South West (England)","40","[c]","43180","40580"
"New entrant CS","2021","50-59","Ministry of Defence","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Project Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Property","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Property","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Property","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Property","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Property","South East (England)","15","[c]","33040","33000"
"New entrant CS","2021","50-59","Ministry of Defence","Property","South West (England)","10","[c]","33750","33000"
"New entrant CS","2021","50-59","Ministry of Defence","Property","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Property","Yorkshire and The Humber","10","[c]","29970","33000"
"New entrant CS","2021","50-59","Ministry of Defence","Science and Engineering","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Science and Engineering","East of England","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Science and Engineering","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Science and Engineering","South East (England)","15","[c]","32420","33000"
"New entrant CS","2021","50-59","Ministry of Defence","Science and Engineering","South West (England)","35","[c]","41060","42000"
"New entrant CS","2021","50-59","Ministry of Defence","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
