"Status","Year","Disability","Region_ITL1","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","East of England","Essex Thames Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Essex Thames Gateway","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Essex Thames Gateway","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","East of England","Heart of Essex","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","East of England","Heart of Essex","AO","30","25","24040","23470"
"In post","2021","Declared disabled","East of England","Heart of Essex","EO","40","40","28810","29290"
"In post","2021","Declared disabled","East of England","Heart of Essex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Heart of Essex","G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","East of England","Heart of Essex","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East of England","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Heart of Essex","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East of England","Heart of Essex","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","East of England","Hertfordshire","AA","10","10","[c]","[c]"
"In post","2021","Declared disabled","East of England","Hertfordshire","AO","60","55","24880","24210"
"In post","2021","Declared disabled","East of England","Hertfordshire","EO","125","115","30110","29670"
"In post","2021","Declared disabled","East of England","Hertfordshire","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","East of England","Hertfordshire","G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","East of England","Hertfordshire","HEO","30","30","36090","37000"
"In post","2021","Declared disabled","East of England","Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Hertfordshire","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","East of England","Hertfordshire","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","East of England","Luton","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Luton","AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East of England","Luton","EO","30","30","27610","27570"
"In post","2021","Declared disabled","East of England","Luton","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Luton","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East of England","Luton","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Luton","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","East of England","North and West Norfolk","AA","10","10","[c]","[c]"
"In post","2021","Declared disabled","East of England","North and West Norfolk","AO","40","35","26560","26280"
"In post","2021","Declared disabled","East of England","North and West Norfolk","EO","30","30","28420","27570"
"In post","2021","Declared disabled","East of England","North and West Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","North and West Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","North and West Norfolk","HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","East of England","North and West Norfolk","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East of England","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Norwich and East Norfolk","AA","10","10","[c]","[c]"
"In post","2021","Declared disabled","East of England","Norwich and East Norfolk","AO","60","50","22130","21010"
"In post","2021","Declared disabled","East of England","Norwich and East Norfolk","EO","90","80","27360","27570"
"In post","2021","Declared disabled","East of England","Norwich and East Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Norwich and East Norfolk","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","East of England","Norwich and East Norfolk","HEO","30","25","[c]","[c]"
"In post","2021","Declared disabled","East of England","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Norwich and East Norfolk","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East of England","Norwich and East Norfolk","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","East of England","Peterborough","AA","15","10","[c]","[c]"
"In post","2021","Declared disabled","East of England","Peterborough","AO","75","65","21090","21430"
"In post","2021","Declared disabled","East of England","Peterborough","EO","60","50","27010","27570"
"In post","2021","Declared disabled","East of England","Peterborough","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Peterborough","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","East of England","Peterborough","HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","East of England","Peterborough","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Peterborough","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","East of England","Peterborough","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","East of England","Southend-on-Sea","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Southend-on-Sea","AO","50","45","21660","21440"
"In post","2021","Declared disabled","East of England","Southend-on-Sea","EO","55","50","28480","29290"
"In post","2021","Declared disabled","East of England","Southend-on-Sea","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","East of England","Southend-on-Sea","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","East of England","Southend-on-Sea","HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","East of England","Southend-on-Sea","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Southend-on-Sea","SEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","East of England","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Suffolk","AA","35","35","20230","19560"
"In post","2021","Declared disabled","East of England","Suffolk","AO","125","110","22650","21010"
"In post","2021","Declared disabled","East of England","Suffolk","EO","135","125","27450","27570"
"In post","2021","Declared disabled","East of England","Suffolk","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Suffolk","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","East of England","Suffolk","HEO","60","55","32410","31990"
"In post","2021","Declared disabled","East of England","Suffolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Suffolk","SEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","East of England","Suffolk","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","East of England","Thurrock","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East of England","Thurrock","EO","25","20","[c]","[c]"
"In post","2021","Declared disabled","East of England","Thurrock","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Thurrock","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Thurrock","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","West Essex","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","West Essex","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East of England","West Essex","EO","40","35","27820","27370"
"In post","2021","Declared disabled","East of England","West Essex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","West Essex","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","West Essex","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East of England","West Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","West Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","West Essex","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","London","Barking & Dagenham and Havering","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Barking & Dagenham and Havering","AO","15","15","[c]","[c]"
"In post","2021","Declared disabled","London","Barking & Dagenham and Havering","EO","70","60","30750","31060"
"In post","2021","Declared disabled","London","Barking & Dagenham and Havering","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Barking & Dagenham and Havering","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Barking & Dagenham and Havering","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Barking & Dagenham and Havering","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","London","Barnet","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","London","Barnet","AO","25","25","[c]","[c]"
"In post","2021","Declared disabled","London","Barnet","EO","45","45","30860","31060"
"In post","2021","Declared disabled","London","Barnet","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Barnet","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Barnet","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Barnet","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Barnet","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Barnet","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Bexley and Greenwich","AA","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Bexley and Greenwich","AO","55","55","27520","25110"
"In post","2021","Declared disabled","London","Bexley and Greenwich","EO","70","65","32120","31060"
"In post","2021","Declared disabled","London","Bexley and Greenwich","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Bexley and Greenwich","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Bexley and Greenwich","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Bexley and Greenwich","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Bexley and Greenwich","Unknown","30","30","[c]","[c]"
"In post","2021","Declared disabled","London","Brent","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Brent","AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Brent","EO","35","30","30520","31060"
"In post","2021","Declared disabled","London","Brent","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Brent","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Brent","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Brent","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","London","Brent","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Bromley","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Bromley","AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Bromley","EO","40","35","31160","31060"
"In post","2021","Declared disabled","London","Bromley","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Bromley","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Bromley","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Camden and City of London","AA","20","20","[c]","[c]"
"In post","2021","Declared disabled","London","Camden and City of London","AO","80","75","23920","23500"
"In post","2021","Declared disabled","London","Camden and City of London","EO","80","75","30020","29570"
"In post","2021","Declared disabled","London","Camden and City of London","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Camden and City of London","G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","London","Camden and City of London","HEO","45","40","36290","36160"
"In post","2021","Declared disabled","London","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Camden and City of London","SEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","London","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Croydon","AA","25","25","[c]","[c]"
"In post","2021","Declared disabled","London","Croydon","AO","155","140","25130","25630"
"In post","2021","Declared disabled","London","Croydon","EO","285","265","29620","29370"
"In post","2021","Declared disabled","London","Croydon","G6","35","35","71430","71290"
"In post","2021","Declared disabled","London","Croydon","G7","85","80","60500","59160"
"In post","2021","Declared disabled","London","Croydon","HEO","180","170","36050","36160"
"In post","2021","Declared disabled","London","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Croydon","SEO","150","145","44160","43880"
"In post","2021","Declared disabled","London","Croydon","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","London","Ealing","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Ealing","AO","15","10","[c]","[c]"
"In post","2021","Declared disabled","London","Ealing","EO","50","45","31240","31060"
"In post","2021","Declared disabled","London","Ealing","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Ealing","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Ealing","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Ealing","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","London","Enfield","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Enfield","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","London","Enfield","EO","40","35","31220","31060"
"In post","2021","Declared disabled","London","Enfield","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Enfield","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Enfield","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","London","Hackney and Newham","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Hackney and Newham","AO","140","120","24340","25110"
"In post","2021","Declared disabled","London","Hackney and Newham","EO","160","145","30990","31060"
"In post","2021","Declared disabled","London","Hackney and Newham","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","London","Hackney and Newham","G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","London","Hackney and Newham","HEO","65","60","37730","36670"
"In post","2021","Declared disabled","London","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Hackney and Newham","SEO","25","25","[c]","[c]"
