"Status","Year","Age","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","AA/AO","AO","10","[c]","21610","21050"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","EO","EO","10","[c]","26900","26520"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","G6/G7","G7","15","[c]","55060","54940"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","10","[c]","32830","32160"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","15","[c]","40800","38910"
"Leaver CS","2021","60-64","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","AA/AO","AA","15","[c]","17910","18060"
"Leaver CS","2021","60-64","Department for Transport","AA/AO","AO","35","[c]","22010","21590"
"Leaver CS","2021","60-64","Department for Transport","EO","EO","35","[c]","28000","26780"
"Leaver CS","2021","60-64","Department for Transport","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","SEO/HEO","HEO","15","[c]","35020","33020"
"Leaver CS","2021","60-64","Department for Transport","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions","AA/AO","AO","325","[c]","20960","21010"
"Leaver CS","2021","60-64","Department for Work and Pensions","EO","EO","385","[c]","27690","27570"
"Leaver CS","2021","60-64","Department for Work and Pensions","G6/G7","G6","15","[c]","70730","65820"
"Leaver CS","2021","60-64","Department for Work and Pensions","G6/G7","G7","30","[c]","53160","50750"
"Leaver CS","2021","60-64","Department for Work and Pensions","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions","SEO/HEO","HEO","80","[c]","33870","33670"
"Leaver CS","2021","60-64","Department for Work and Pensions","SEO/HEO","SEO","60","[c]","41590","40670"
"Leaver CS","2021","60-64","Department of Health and Social Care","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","G6/G7","G7","20","[c]","54290","54560"
"Leaver CS","2021","60-64","Department of Health and Social Care","SCS level","SCS level","25","[c]","107050","110680"
"Leaver CS","2021","60-64","Department of Health and Social Care","SEO/HEO","HEO","10","[c]","33850","34530"
"Leaver CS","2021","60-64","Department of Health and Social Care","SEO/HEO","SEO","10","[c]","41310","40560"
"Leaver CS","2021","60-64","ESTYN","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Land Registry","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Land Registry","EO","EO","20","[c]","27060","27130"
"Leaver CS","2021","60-64","HM Land Registry","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Land Registry","SEO/HEO","HEO","20","[c]","33630","33840"
"Leaver CS","2021","60-64","HM Land Registry","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","AA/AO","AA","45","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","AA/AO","AO","400","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","EO","EO","300","[c]","26200","26500"
"Leaver CS","2021","60-64","HM Revenue and Customs","G6/G7","G6","35","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","G6/G7","G7","70","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","SEO/HEO","HEO","200","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","SEO/HEO","SEO","125","[c]","45800","45250"
"Leaver CS","2021","60-64","HM Revenue and Customs","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Home Office","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Home Office","AA/AO","AO","30","[c]","21290","21010"
"Leaver CS","2021","60-64","Home Office","EO","EO","60","[c]","27620","27320"
"Leaver CS","2021","60-64","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Home Office","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Home Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Home Office","SEO/HEO","HEO","30","[c]","33910","33250"
"Leaver CS","2021","60-64","Home Office","SEO/HEO","SEO","15","[c]","42980","41580"
"Leaver CS","2021","60-64","Ministry of Defence","AA/AO","AA","65","[c]","19240","19050"
"Leaver CS","2021","60-64","Ministry of Defence","AA/AO","AO","155","[c]","24990","21580"
"Leaver CS","2021","60-64","Ministry of Defence","EO","EO","150","[c]","28100","27690"
"Leaver CS","2021","60-64","Ministry of Defence","G6/G7","G6","15","[c]","74820","71600"
"Leaver CS","2021","60-64","Ministry of Defence","G6/G7","G7","45","[c]","55830","55080"
"Leaver CS","2021","60-64","Ministry of Defence","SCS level","SCS level","10","[c]","95960","95620"
"Leaver CS","2021","60-64","Ministry of Defence","SEO/HEO","HEO","140","[c]","34930","33700"
"Leaver CS","2021","60-64","Ministry of Defence","SEO/HEO","SEO","90","[c]","42840","41480"
"Leaver CS","2021","60-64","Ministry of Defence","Unknown","Unknown","55","[c]","43510","37300"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Justice","AA/AO","AA","120","[c]","17520","16930"
"Leaver CS","2021","60-64","Ministry of Justice","AA/AO","AO","275","[c]","20920","20100"
"Leaver CS","2021","60-64","Ministry of Justice","EO","EO","60","[c]","24900","25810"
"Leaver CS","2021","60-64","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Justice","G6/G7","G7","25","[c]","58850","58000"
"Leaver CS","2021","60-64","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Justice","SEO/HEO","HEO","45","[c]","30200","31180"
"Leaver CS","2021","60-64","Ministry of Justice","SEO/HEO","SEO","50","[c]","43360","44280"
"Leaver CS","2021","60-64","Ministry of Justice","Unknown","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","EO","EO","10","[c]","34850","35650"
"Leaver CS","2021","60-64","National Crime Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","SEO/HEO","HEO","10","[c]","42310","41500"
"Leaver CS","2021","60-64","National Crime Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","SEO/HEO","SEO","10","[c]","50260","51360"
"Leaver CS","2021","60-64","Office of Gas and Electricity Markets","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Gas and Electricity Markets","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Gas and Electricity Markets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other Cabinet Office Agencies","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other Cabinet Office Agencies","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Government","AA/AO","AA","15","[c]","21520","22230"
"Leaver CS","2021","60-64","Scottish Government","AA/AO","AO","35","[c]","24650","24130"
"Leaver CS","2021","60-64","Scottish Government","EO","EO","40","[c]","31460","30160"
"Leaver CS","2021","60-64","Scottish Government","G6/G7","G6","20","[c]","72480","73940"
"Leaver CS","2021","60-64","Scottish Government","G6/G7","G7","15","[c]","58790","61010"
"Leaver CS","2021","60-64","Scottish Government","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Government","SEO/HEO","HEO","30","[c]","36220","35110"
"Leaver CS","2021","60-64","Scottish Government","SEO/HEO","SEO","30","[c]","47200","46600"
"Leaver CS","2021","60-64","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","AA/AO","AO","15","[c]","19230","19130"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government","SEO/HEO","HEO","10","[c]","36700","37410"
"Leaver CS","2021","60-64","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Attorney General's Departments","AA/AO","AO","10","[c]","22970","23470"
"Leaver CS","2021","65+","Attorney General's Departments","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Attorney General's Departments","G6/G7","G7","20","[c]","58100","55610"
"Leaver CS","2021","65+","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Attorney General's Departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Cabinet Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Cabinet Office","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","AA/AO","AO","15","[c]","21070","20470"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","10","[c]","34210","35510"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","AA/AO","AO","15","[c]","22580","21050"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","EO","EO","10","[c]","26120","26290"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","AA/AO","AA","25","[c]","18270","18060"
"Leaver CS","2021","65+","Department for Transport","AA/AO","AO","30","[c]","22270","21590"
"Leaver CS","2021","65+","Department for Transport","EO","EO","55","[c]","27190","26780"
"Leaver CS","2021","65+","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","SEO/HEO","SEO","10","[c]","49860","50620"
"Leaver CS","2021","65+","Department for Work and Pensions","AA/AO","AA","10","[c]","20310","20230"
"Leaver CS","2021","65+","Department for Work and Pensions","AA/AO","AO","370","[c]","20870","21010"
"Leaver CS","2021","65+","Department for Work and Pensions","EO","EO","345","[c]","27630","27570"
"Leaver CS","2021","65+","Department for Work and Pensions","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Work and Pensions","G6/G7","G7","10","[c]","56330","57140"
"Leaver CS","2021","65+","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Work and Pensions","SEO/HEO","HEO","35","[c]","34490","34290"
"Leaver CS","2021","65+","Department for Work and Pensions","SEO/HEO","SEO","15","[c]","51130","40540"
"Leaver CS","2021","65+","Department of Health and Social Care","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","ESTYN","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","EO","EO","10","[c]","27690","27130"
"Leaver CS","2021","65+","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","SEO/HEO","HEO","10","[c]","34560","33840"
"Leaver CS","2021","65+","HM Revenue and Customs","AA/AO","AA","45","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","AA/AO","AO","315","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","EO","EO","190","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","SEO/HEO","HEO","100","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","SEO/HEO","SEO","45","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","AA/AO","AA","20","[c]","19170","17990"
"Leaver CS","2021","65+","Home Office","AA/AO","AO","70","[c]","22550","21430"
"Leaver CS","2021","65+","Home Office","EO","EO","45","[c]","28020","28260"
"Leaver CS","2021","65+","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","AA/AO","AA","100","[c]","19070","19050"
"Leaver CS","2021","65+","Ministry of Defence","AA/AO","AO","140","[c]","22630","21370"
"Leaver CS","2021","65+","Ministry of Defence","EO","EO","95","[c]","26440","26670"
"Leaver CS","2021","65+","Ministry of Defence","G6/G7","G6","15","[c]","75020","74070"
"Leaver CS","2021","65+","Ministry of Defence","G6/G7","G7","15","[c]","56650","56540"
"Leaver CS","2021","65+","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","SEO/HEO","HEO","105","[c]","33970","33300"
"Leaver CS","2021","65+","Ministry of Defence","SEO/HEO","SEO","55","[c]","43090","42170"
"Leaver CS","2021","65+","Ministry of Defence","Unknown","Unknown","25","[c]","41230","35790"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","AA/AO","AA","210","[c]","17500","16930"
"Leaver CS","2021","65+","Ministry of Justice","AA/AO","AO","260","[c]","21080","20420"
"Leaver CS","2021","65+","Ministry of Justice","EO","EO","55","[c]","24930","24550"
"Leaver CS","2021","65+","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","SEO/HEO","HEO","35","[c]","30570","30570"
"Leaver CS","2021","65+","Ministry of Justice","SEO/HEO","SEO","25","[c]","42750","43870"
"Leaver CS","2021","65+","Ministry of Justice","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
