"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","50-59","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Foreign, Commonwealth and Development Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Foreign, Commonwealth and Development Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Foreign, Commonwealth and Development Office","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Foreign, Commonwealth and Development Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Foreign, Commonwealth and Development Office","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Foreign, Commonwealth and Development Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","AA/AO","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","EO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Revenue and Customs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Treasury","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Treasury","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Treasury","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","HM Treasury","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence","SEO/HEO","Female","35","[c]","36150","34400"
"Leaver Dept.","2021","50-59","Ministry of Defence","SEO/HEO","Male","30","[c]","36600","36990"
"Leaver Dept.","2021","50-59","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","AA/AO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","SEO/HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Standards in Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Standards in Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Standards in Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Standards in Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other Cabinet Office Agencies","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other Cabinet Office Agencies","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other Cabinet Office Agencies","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other Cabinet Office Agencies","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other Cabinet Office Agencies","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other Cabinet Office Agencies","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scotland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scotland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Welsh Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Welsh Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Attorney General's Departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Attorney General's Departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Digital, Culture, Media and Sport","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Education","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Transport","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Transport","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department of Health and Social Care","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department of Health and Social Care","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department of Health and Social Care","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department of Health and Social Care","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department of Health and Social Care","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Foreign, Commonwealth and Development Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Foreign, Commonwealth and Development Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Housing, Communities and Local Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Housing, Communities and Local Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Home Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Home Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Justice","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Justice","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","5","[c]","[c]","[c]"
