"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Crown Commercial Service","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","Female","35","[c]","21470","21490"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","AA/AO","Female","45","[c]","21900","21950"
"Leaver CS","2021","Crown Prosecution Service","Outside London","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","G6/G7","Female","55","[c]","56650","55610"
"Leaver CS","2021","Crown Prosecution Service","Outside London","G6/G7","Male","50","[c]","58770","55610"
"Leaver CS","2021","Crown Prosecution Service","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Outside London","EO","Female","50","[c]","20950","20140"
"Leaver CS","2021","Defence Equipment and Support","Outside London","EO","Male","100","[c]","20970","20230"
"Leaver CS","2021","Defence Equipment and Support","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Outside London","G6/G7","Male","30","[c]","57660","54770"
"Leaver CS","2021","Defence Equipment and Support","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Outside London","SEO/HEO","Female","70","[c]","33550","32720"
"Leaver CS","2021","Defence Equipment and Support","Outside London","SEO/HEO","Male","175","[c]","36570","36950"
"Leaver CS","2021","Defence Equipment and Support","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","AA/AO","Male","50","[c]","17450","17180"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","SEO/HEO","Male","60","[c]","32280","28660"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","Male","40","[c]","57890","53600"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","Male","50","[c]","36430","35330"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","SEO/HEO","Female","30","[c]","36820","33800"
"Leaver CS","2021","Department for Education (excl. agencies)","London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","SEO/HEO","Male","30","[c]","36490","36780"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","Female","10","[c]","[c]","[c]"
