"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Communications","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","AA/AO","50","50","20140","20140"
"In post","2021","16-19","Debt","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","HM Land Registry","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","HM Revenue and Customs","AA/AO","10","5","20140","20140"
"In post","2021","16-19","Finance","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Ministry of Defence","EO","20","20","19540","19040"
"In post","2021","16-19","Finance","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","AA/AO","25","25","21760","21950"
"In post","2021","16-19","Legal","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Scottish Government","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","AA/AO","15","15","20330","20880"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Education","EO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","EO","15","15","24310","25170"
"In post","2021","16-19","No function","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","AA/AO","40","30","19550","18060"
"In post","2021","16-19","No function","Department for Transport","EO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","AA/AO","20","15","20050","19630"
"In post","2021","16-19","No function","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Land Registry","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","AA/AO","145","140","20220","20140"
"In post","2021","16-19","No function","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Treasury","EO","15","15","24460","24300"
"In post","2021","16-19","No function","Ministry of Defence","AA/AO","15","15","17150","16990"
"In post","2021","16-19","No function","Ministry of Justice","AA/AO","130","125","21600","20600"
"In post","2021","16-19","No function","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","No function","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scottish Government","AA/AO","20","20","21080","20810"
"In post","2021","16-19","No function","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","United Kingdom Statistics Authority","AA/AO","10","10","18700","19130"
"In post","2021","16-19","Project Delivery","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence","AA/AO","20","20","16820","16780"
"In post","2021","16-19","Project Delivery","Ministry of Defence","EO","90","90","17980","17780"
"In post","2021","16-19","Project Delivery","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence","Unknown","15","15","16840","16780"
"In post","2021","16-19","Property","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Foreign, Commonwealth and Development Office","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Property","HM Revenue and Customs","AA/AO","10","10","21400","20880"
"In post","2021","16-19","Property","HM Revenue and Customs","EO","5","5","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Scottish Government","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Security","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Cabinet Office","EO","5","5","[c]","[c]"
"In post","2021","16-19","Security","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Ministry of Defence","AA/AO","15","15","21860","19560"
"In post","2021","16-19","Security","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","AA/AO","160","155","21230","21010"
"In post","2021","16-19","Unknown","Department for Work and Pensions","EO","40","40","28290","27570"
"In post","2021","16-19","Unknown","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Home Office","AA/AO","70","65","21560","21430"
"In post","2021","16-19","Unknown","Home Office","EO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence","AA/AO","10","10","19890","20920"
"In post","2021","16-19","Unknown","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence","Unknown","40","40","18600","15940"
"In post","2021","16-19","Unknown","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Government","AA/AO","60","60","21040","21150"
"In post","2021","16-19","Unknown","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Welsh Government","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Cabinet Office","EO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Cabinet Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Chancellor's other departments","AA/AO","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Chancellor's other departments","EO","10","10","28660","28230"
"In post","2021","20-29","Analysis","Chancellor's other departments","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Chancellor's other departments","SEO/HEO","30","30","40280","37660"
"In post","2021","20-29","Analysis","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Competition and Markets Authority","G6/G7","10","10","55160","54320"
"In post","2021","20-29","Analysis","Competition and Markets Authority","SEO/HEO","20","20","34350","33610"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy","EO","20","20","29570","27680"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy","G6/G7","25","25","58150","57620"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy","SEO/HEO","140","140","36160","34090"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","20","20","61950","59730"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","50","50","43030","42020"
"In post","2021","20-29","Analysis","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Education","EO","15","15","28820","30000"
"In post","2021","20-29","Analysis","Department for Education","G6/G7","25","25","53280","53420"
"In post","2021","20-29","Analysis","Department for Education","SEO/HEO","100","100","38750","37130"
"In post","2021","20-29","Analysis","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs","AA/AO","20","20","20540","21050"
"In post","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs","EO","30","30","24940","24920"
"In post","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs","SEO/HEO","25","25","30260","29270"
"In post","2021","20-29","Analysis","Department for International Trade","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Department for International Trade","EO","10","10","26780","26510"
"In post","2021","20-29","Analysis","Department for International Trade","G6/G7","40","40","49270","51970"
"In post","2021","20-29","Analysis","Department for International Trade","SEO/HEO","85","85","32320","31800"
"In post","2021","20-29","Analysis","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Transport","EO","30","30","29090","29970"
"In post","2021","20-29","Analysis","Department for Transport","G6/G7","45","45","54580","54650"
"In post","2021","20-29","Analysis","Department for Transport","SEO/HEO","115","115","34920","34710"
"In post","2021","20-29","Analysis","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Department of Health and Social Care","G6/G7","50","50","55380","53360"
"In post","2021","20-29","Analysis","Department of Health and Social Care","SEO/HEO","30","30","33550","32790"
"In post","2021","20-29","Analysis","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Food Standards Agency","SEO/HEO","10","10","35150","34310"
"In post","2021","20-29","Analysis","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Revenue and Customs","AA/AO","10","10","23330","24120"
"In post","2021","20-29","Analysis","HM Revenue and Customs","EO","15","15","27590","27570"
"In post","2021","20-29","Analysis","HM Revenue and Customs","G6/G7","30","30","52180","57610"
"In post","2021","20-29","Analysis","HM Revenue and Customs","SEO/HEO","200","200","35420","36160"
"In post","2021","20-29","Analysis","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Treasury","EO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","HM Treasury","G6/G7","30","30","55050","55170"
"In post","2021","20-29","Analysis","HM Treasury","SEO/HEO","40","40","34110","32320"
"In post","2021","20-29","Analysis","Ministry of Defence","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Defence","EO","30","30","27980","27850"
"In post","2021","20-29","Analysis","Ministry of Defence","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Defence","SEO/HEO","155","155","33810","36000"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government","EO","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government","G6/G7","20","20","53490","53130"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government","SEO/HEO","60","60","34400","33590"
"In post","2021","20-29","Analysis","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Justice","EO","30","30","24960","26410"
"In post","2021","20-29","Analysis","Ministry of Justice","G6/G7","20","20","56900","58130"
"In post","2021","20-29","Analysis","Ministry of Justice","SEO/HEO","90","90","35500","33930"
"In post","2021","20-29","Analysis","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office for Standards in Education","EO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Office for Standards in Education","SEO/HEO","20","20","34320","32010"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","AA/AO","45","45","19470","19130"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","EO","55","55","23590","23050"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","G6/G7","40","40","49840","49100"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","SEO/HEO","495","490","32680","32540"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office","EO","15","15","27560","27500"
"In post","2021","20-29","Commercial","Cabinet Office","G6/G7","45","45","56180","54700"
"In post","2021","20-29","Commercial","Cabinet Office","SCS level","20","20","64970","62010"
"In post","2021","20-29","Commercial","Cabinet Office","SEO/HEO","35","35","37200","36600"
"In post","2021","20-29","Commercial","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","10","35600","37420"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education","EO","10","10","26180","25000"
"In post","2021","20-29","Commercial","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education","SEO/HEO","25","25","34350","36500"
"In post","2021","20-29","Commercial","Department for Environment, Food and Rural Affairs","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","20","20","34750","35900"
"In post","2021","20-29","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Transport","EO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Transport","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care","EO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care","G6/G7","15","15","54270","53360"
"In post","2021","20-29","Commercial","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care","SEO/HEO","35","35","35800","40650"
"In post","2021","20-29","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Foreign, Commonwealth and Development Office","EO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Revenue and Customs","EO","15","15","25870","25560"
"In post","2021","20-29","Commercial","HM Revenue and Customs","SEO/HEO","20","20","33580","31810"
"In post","2021","20-29","Commercial","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Ministry of Defence","AA/AO","60","60","20920","20920"
"In post","2021","20-29","Commercial","Ministry of Defence","EO","100","95","26360","26670"
"In post","2021","20-29","Commercial","Ministry of Defence","SEO/HEO","140","140","35440","34640"
"In post","2021","20-29","Commercial","Ministry of Defence","Unknown","50","50","28310","26670"
"In post","2021","20-29","Commercial","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Ministry of Justice","AA/AO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Ministry of Justice","EO","15","15","25560","26410"
"In post","2021","20-29","Commercial","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Ministry of Justice","SEO/HEO","45","45","34610","34090"
"In post","2021","20-29","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Other Cabinet Office Agencies","EO","25","25","22810","22230"
"In post","2021","20-29","Commercial","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Other Cabinet Office Agencies","SEO/HEO","45","45","30270","27770"
"In post","2021","20-29","Commercial","Scottish Government","AA/AO","15","15","21140","20810"
"In post","2021","20-29","Commercial","Scottish Government","EO","[c]","[c]","[c]","[c]"
