"Status","Year","Age","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","London","EO","Unknown","20","20","[c]","[c]"
"In post","2021","16-19","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","AO","Heterosexual / straight","50","45","20760","21010"
"In post","2021","16-19","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","AO","Unknown","35","30","20190","20140"
"In post","2021","16-19","North East (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","North West (England)","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","North West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","AO","Heterosexual / straight","65","60","20880","21010"
"In post","2021","16-19","North West (England)","AO","LGBO","10","10","[c]","[c]"
"In post","2021","16-19","North West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","AO","Unknown","40","35","20510","20140"
"In post","2021","16-19","North West (England)","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","AA","Heterosexual / straight","40","40","20930","21150"
"In post","2021","16-19","Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","AA","Unknown","30","30","[c]","[c]"
"In post","2021","16-19","Scotland","AO","Heterosexual / straight","40","35","21030","20920"
"In post","2021","16-19","Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Scotland","AO","Unknown","35","30","20560","20140"
"In post","2021","16-19","Scotland","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","EO","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","South East (England)","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","South East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","AA","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","South East (England)","AO","Heterosexual / straight","30","30","22360","21870"
"In post","2021","16-19","South East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","South East (England)","AO","Unknown","40","40","22690","21430"
"In post","2021","16-19","South East (England)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","South East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","South West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","AA","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","South West (England)","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","South West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","AO","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","South West (England)","EO","Heterosexual / straight","75","75","19290","19040"
"In post","2021","16-19","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","EO","Unknown","30","30","[c]","[c]"
"In post","2021","16-19","South West (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Wales","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Wales","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","AA","Unknown","15","10","[c]","[c]"
"In post","2021","16-19","Wales","AO","Heterosexual / straight","35","35","20960","21010"
"In post","2021","16-19","Wales","AO","LGBO","5","5","[c]","[c]"
"In post","2021","16-19","Wales","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","AO","Unknown","30","30","20540","20140"
"In post","2021","16-19","Wales","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","AO","LGBO","5","5","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","AO","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","AO","Heterosexual / straight","35","35","20920","21010"
"In post","2021","16-19","Yorkshire and The Humber","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","AO","Unknown","40","40","20410","20140"
"In post","2021","16-19","Yorkshire and The Humber","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","AA","Heterosexual / straight","100","100","19590","20600"
"In post","2021","20-29","East Midlands (England)","AA","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","AA","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","AA","Unknown","45","45","19510","20600"
"In post","2021","20-29","East Midlands (England)","AO","Heterosexual / straight","840","815","22780","22350"
"In post","2021","20-29","East Midlands (England)","AO","LGBO","85","85","22200","21430"
"In post","2021","20-29","East Midlands (England)","AO","Undeclared","40","40","21980","21010"
"In post","2021","20-29","East Midlands (England)","AO","Unknown","385","375","21850","21010"
"In post","2021","20-29","East Midlands (England)","EO","Heterosexual / straight","535","530","26330","26750"
"In post","2021","20-29","East Midlands (England)","EO","LGBO","50","50","25740","25560"
"In post","2021","20-29","East Midlands (England)","EO","Undeclared","35","35","26390","27570"
"In post","2021","20-29","East Midlands (England)","EO","Unknown","220","220","25960","25560"
"In post","2021","20-29","East Midlands (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","G7","Heterosexual / straight","30","30","51860","52580"
"In post","2021","20-29","East Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","G7","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","HEO","Heterosexual / straight","225","220","31100","31810"
"In post","2021","20-29","East Midlands (England)","HEO","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","HEO","Unknown","105","105","31540","31810"
"In post","2021","20-29","East Midlands (England)","SEO","Heterosexual / straight","40","40","38770","38550"
"In post","2021","20-29","East Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Unknown","Heterosexual / straight","140","135","25720","22920"
"In post","2021","20-29","East Midlands (England)","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","East of England","AA","Heterosexual / straight","120","115","20510","20600"
"In post","2021","20-29","East of England","AA","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","East of England","AA","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","East of England","AA","Unknown","45","45","20120","20600"
"In post","2021","20-29","East of England","AO","Heterosexual / straight","800","775","24920","24180"
"In post","2021","20-29","East of England","AO","LGBO","90","90","25680","24440"
"In post","2021","20-29","East of England","AO","Undeclared","50","50","23710","21640"
"In post","2021","20-29","East of England","AO","Unknown","290","280","24720","23970"
"In post","2021","20-29","East of England","EO","Heterosexual / straight","615","605","27490","27570"
"In post","2021","20-29","East of England","EO","LGBO","60","60","27600","27570"
"In post","2021","20-29","East of England","EO","Undeclared","45","45","27450","27400"
"In post","2021","20-29","East of England","EO","Unknown","130","125","26920","26670"
"In post","2021","20-29","East of England","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","HEO","Heterosexual / straight","185","185","32230","32640"
"In post","2021","20-29","East of England","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","East of England","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","East of England","HEO","Unknown","65","65","31050","30930"
"In post","2021","20-29","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","SEO","Heterosexual / straight","55","55","40630","40000"
"In post","2021","20-29","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","East of England","Unknown","Heterosexual / straight","170","170","24700","22920"
"In post","2021","20-29","East of England","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","East of England","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","East of England","Unknown","Unknown","40","35","22000","22920"
"In post","2021","20-29","London","AA","Heterosexual / straight","155","145","22240","22210"
"In post","2021","20-29","London","AA","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","London","AA","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","London","AA","Unknown","85","85","20850","19060"
"In post","2021","20-29","London","AO","Heterosexual / straight","1415","1395","25980","25110"
"In post","2021","20-29","London","AO","LGBO","130","130","26900","25110"
"In post","2021","20-29","London","AO","Undeclared","120","120","25790","24900"
"In post","2021","20-29","London","AO","Unknown","730","720","26120","24310"
"In post","2021","20-29","London","EO","Heterosexual / straight","3620","3585","29340","29080"
"In post","2021","20-29","London","EO","LGBO","375","370","28910","28520"
"In post","2021","20-29","London","EO","Undeclared","315","310","28920","28650"
"In post","2021","20-29","London","EO","Unknown","1155","1145","28860","28650"
"In post","2021","20-29","London","G6","Heterosexual / straight","140","140","65190","64700"
"In post","2021","20-29","London","G6","LGBO","30","30","[c]","[c]"
"In post","2021","20-29","London","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","London","G6","Unknown","70","70","65010","64700"
"In post","2021","20-29","London","G7","Heterosexual / straight","1865","1860","54510","53760"
"In post","2021","20-29","London","G7","LGBO","325","320","54520","53420"
"In post","2021","20-29","London","G7","Undeclared","225","220","55040","53620"
"In post","2021","20-29","London","G7","Unknown","740","740","54340","54070"
"In post","2021","20-29","London","HEO","Heterosexual / straight","4495","4480","34450","34020"
"In post","2021","20-29","London","HEO","LGBO","620","620","34170","33710"
"In post","2021","20-29","London","HEO","Undeclared","510","505","34180","33620"
"In post","2021","20-29","London","HEO","Unknown","2605","2600","32550","32750"
"In post","2021","20-29","London","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","London","SEO","Heterosexual / straight","1765","1755","41120","40600"
"In post","2021","20-29","London","SEO","LGBO","255","255","41180","40350"
"In post","2021","20-29","London","SEO","Undeclared","190","190","40940","40510"
"In post","2021","20-29","London","SEO","Unknown","650","645","40810","40650"
"In post","2021","20-29","London","Unknown","Heterosexual / straight","270","265","29330","26810"
"In post","2021","20-29","London","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","London","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","London","Unknown","Unknown","50","50","25880","26810"
"In post","2021","20-29","North East (England)","AA","Heterosexual / straight","60","55","19930","20600"
"In post","2021","20-29","North East (England)","AA","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","North East (England)","AA","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","North East (England)","AA","Unknown","30","30","20380","20600"
"In post","2021","20-29","North East (England)","AO","Heterosexual / straight","1095","1055","21440","21010"
"In post","2021","20-29","North East (England)","AO","LGBO","140","135","21130","21010"
"In post","2021","20-29","North East (England)","AO","Undeclared","55","55","21590","21010"
"In post","2021","20-29","North East (England)","AO","Unknown","615","590","21030","20140"
"In post","2021","20-29","North East (England)","EO","Heterosexual / straight","680","670","26280","25560"
"In post","2021","20-29","North East (England)","EO","LGBO","65","65","26520","25560"
"In post","2021","20-29","North East (England)","EO","Undeclared","35","35","26610","26330"
"In post","2021","20-29","North East (England)","EO","Unknown","380","375","25930","25560"
"In post","2021","20-29","North East (England)","G7","Heterosexual / straight","35","35","51150","52580"
"In post","2021","20-29","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","G7","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","North East (England)","HEO","Heterosexual / straight","275","270","31130","31810"
"In post","2021","20-29","North East (England)","HEO","LGBO","40","40","30590","31810"
"In post","2021","20-29","North East (England)","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","North East (England)","HEO","Unknown","140","140","30910","31810"
"In post","2021","20-29","North East (England)","SEO","Heterosexual / straight","90","90","37400","37640"
"In post","2021","20-29","North East (England)","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","North East (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","SEO","Unknown","35","30","37320","38340"
"In post","2021","20-29","North East (England)","Unknown","Heterosexual / straight","90","85","25050","22920"
"In post","2021","20-29","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","North West (England)","AA","Heterosexual / straight","115","110","19200","19560"
"In post","2021","20-29","North West (England)","AA","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","North West (England)","AA","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","North West (England)","AA","Unknown","70","70","19150","20600"
"In post","2021","20-29","North West (England)","AO","Heterosexual / straight","2125","2055","21550","21010"
"In post","2021","20-29","North West (England)","AO","LGBO","245","235","21470","21010"
"In post","2021","20-29","North West (England)","AO","Undeclared","145","140","21550","21010"
"In post","2021","20-29","North West (England)","AO","Unknown","1010","980","21330","21010"
"In post","2021","20-29","North West (England)","EO","Heterosexual / straight","1875","1850","26410","25560"
"In post","2021","20-29","North West (England)","EO","LGBO","210","210","26550","26670"
"In post","2021","20-29","North West (England)","EO","Undeclared","110","110","26760","27380"
"In post","2021","20-29","North West (England)","EO","Unknown","620","610","25930","25560"
"In post","2021","20-29","North West (England)","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","G7","Heterosexual / straight","100","100","50860","52580"
"In post","2021","20-29","North West (England)","G7","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","North West (England)","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","North West (England)","G7","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","North West (England)","HEO","Heterosexual / straight","630","625","31230","31810"
"In post","2021","20-29","North West (England)","HEO","LGBO","70","70","31110","31810"
"In post","2021","20-29","North West (England)","HEO","Undeclared","45","45","31760","31810"
"In post","2021","20-29","North West (England)","HEO","Unknown","300","300","30920","31810"
"In post","2021","20-29","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","SEO","Heterosexual / straight","210","210","37350","37450"
"In post","2021","20-29","North West (England)","SEO","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","North West (England)","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","North West (England)","SEO","Unknown","60","60","36900","38630"
"In post","2021","20-29","North West (England)","Unknown","Heterosexual / straight","210","205","26020","23840"
"In post","2021","20-29","North West (England)","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","North West (England)","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","North West (England)","Unknown","Unknown","45","40","23880","22920"
"In post","2021","20-29","Northern Ireland","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Northern Ireland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","AA","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Northern Ireland","AO","Heterosexual / straight","100","90","20620","20140"
"In post","2021","20-29","Northern Ireland","AO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland","AO","Unknown","130","120","20190","20140"
"In post","2021","20-29","Northern Ireland","EO","Heterosexual / straight","55","55","25560","25560"
"In post","2021","20-29","Northern Ireland","EO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland","EO","Unknown","40","40","25490","25560"
"In post","2021","20-29","Northern Ireland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","HEO","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Northern Ireland","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Overseas","G7","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","G7","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Overseas","HEO","Heterosexual / straight","115","115","34030","33300"
"In post","2021","20-29","Overseas","HEO","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Overseas","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Overseas","HEO","Unknown","45","45","36260","35580"
"In post","2021","20-29","Overseas","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Overseas","Unknown","Heterosexual / straight","10","10","[c]","[c]"
