"Status","Year","Ethnicity","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Crown Prosecution Service","Attorney General's Departments","AA/AO","160","145","22740","23520"
"In post","2021","Asian","Crown Prosecution Service","Attorney General's Departments","EO","120","110","27990","27760"
"In post","2021","Asian","Crown Prosecution Service","Attorney General's Departments","G6/G7","235","215","56350","54770"
"In post","2021","Asian","Crown Prosecution Service","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","85","80","37230","38180"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","HM Treasury","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","Debt Management Office","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","HM Treasury","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Ministry of Defence","EO","105","95","21890","20990"
"In post","2021","Asian","Defence Equipment and Support","Ministry of Defence","G6/G7","30","30","59490","57580"
"In post","2021","Asian","Defence Equipment and Support","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Ministry of Defence","SEO/HEO","195","190","35350","33780"
"In post","2021","Asian","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","25","25","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","35","35","34000","37320"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","65","65","28080","27680"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","145","145","57500","53730"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","220","215","37200","35750"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","20","20","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","50","50","58340","55800"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","50","50","37640","35090"
"In post","2021","Asian","Department for Education (excl. agencies)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Department for Education","EO","95","90","26790","25000"
"In post","2021","Asian","Department for Education (excl. agencies)","Department for Education","G6/G7","120","115","55740","53690"
"In post","2021","Asian","Department for Education (excl. agencies)","Department for Education","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Department for Education","SEO/HEO","230","230","35950","36500"
"In post","2021","Asian","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","15","15","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","45","45","27670","28170"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","50","50","56510","54630"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","130","130","35590","35370"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","EO","30","30","27370","26510"
"In post","2021","Asian","Department for International Trade","Department for International Trade","G6/G7","65","65","53900","51970"
"In post","2021","Asian","Department for International Trade","Department for International Trade","SCS level","15","15","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","SEO/HEO","100","100","35430","35560"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","AA/AO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","EO","45","45","29810","30270"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","G6/G7","95","95","58790","54760"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","135","135","38130","35980"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","2235","1875","21770","21010"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","4495","4155","29000","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","100","100","57270","54070"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","495","480","36160","36650"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","30","25","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","45","45","56820","54640"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","80","80","35520","33790"
"In post","2021","Asian","Disclosure Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","35","30","20660","21590"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","EO","5","5","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","30","25","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","Department for Transport","EO","60","55","28710","26780"
"In post","2021","Asian","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","Department for Education","EO","30","25","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","Department for Education","G6/G7","45","45","54740","50790"
"In post","2021","Asian","Education and Skills Funding Agency","Department for Education","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","Department for Education","SEO/HEO","120","120","35390","36780"
"In post","2021","Asian","Education Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","ESTYN","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","5","5","[c]","[c]"
"In post","2021","Asian","FCDO Services","Foreign, Commonwealth and Development Office","EO","25","25","[c]","[c]"
"In post","2021","Asian","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Asian","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Food Standards Agency","EO","10","10","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Food Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Food Standards Agency","SEO/HEO","30","30","35480","32830"
"In post","2021","Asian","Food Standards Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","45","40","27380","28000"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","75","75","30840","30630"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","125","125","59300","58470"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","20","20","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","150","145","37340","37040"
"In post","2021","Asian","Forestry and Land Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Chancellor's other departments","EO","5","5","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Chancellor's other departments","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Chancellor's other departments","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","HM Treasury","G6/G7","15","15","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","HM Treasury","SEO/HEO","35","35","41390","40680"
"In post","2021","Asian","Government Legal Department","Attorney General's Departments","AA/AO","10","10","[c]","[c]"
"In post","2021","Asian","Government Legal Department","Attorney General's Departments","EO","40","40","27860","27580"
"In post","2021","Asian","Government Legal Department","Attorney General's Departments","G6/G7","165","150","57450","52100"
"In post","2021","Asian","Government Legal Department","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Government Legal Department","Attorney General's Departments","SEO/HEO","30","30","37430","38290"
"In post","2021","Asian","Government Property Agency","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Department for Work and Pensions","EO","10","10","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Department for Work and Pensions","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","30","30","57190","46320"
"In post","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","940","820","20780","20100"
"In post","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","EO","235","220","25020","25560"
"In post","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","30","30","57390","55490"
"In post","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","275","265","34550","33530"
"In post","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","HM Land Registry","AA/AO","75","70","22900","22350"
"In post","2021","Asian","HM Land Registry","HM Land Registry","EO","70","60","27940","27130"
"In post","2021","Asian","HM Land Registry","HM Land Registry","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","HM Land Registry","SEO/HEO","50","50","37960","37290"
"In post","2021","Asian","HM Prison and Probation Service","Ministry of Justice","AA/AO","575","555","26760","25450"
"In post","2021","Asian","HM Prison and Probation Service","Ministry of Justice","EO","115","110","30340","30110"
"In post","2021","Asian","HM Prison and Probation Service","Ministry of Justice","G6/G7","20","20","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","280","250","40560","38160"
"In post","2021","Asian","HM Prison and Probation Service","Ministry of Justice","Unknown","520","480","29220","28200"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","1360","1190","21090","20140"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","1025","970","27190","25560"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","380","375","57440","59160"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","20","20","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","1415","1375","35030","33850"
"In post","2021","Asian","HM Treasury (excl. agencies)","HM Treasury","AA/AO","10","10","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","HM Treasury","EO","30","30","26790","26750"
"In post","2021","Asian","HM Treasury (excl. agencies)","HM Treasury","G6/G7","70","70","58740","57210"
"In post","2021","Asian","HM Treasury (excl. agencies)","HM Treasury","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","80","80","35240","32960"
"In post","2021","Asian","Home Office (incl. agencies)","Home Office","AA/AO","1215","1065","23400","22210"
"In post","2021","Asian","Home Office (incl. agencies)","Home Office","EO","1880","1735","28090","28760"
"In post","2021","Asian","Home Office (incl. agencies)","Home Office","G6/G7","270","265","61120","57700"
"In post","2021","Asian","Home Office (incl. agencies)","Home Office","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Home Office (incl. agencies)","Home Office","SEO/HEO","1085","1050","37700","35320"
"In post","2021","Asian","Home Office (incl. agencies)","Home Office","Unknown","35","35","[c]","[c]"
"In post","2021","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","70","60","21860","20880"
"In post","2021","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","25","25","[c]","[c]"
"In post","2021","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","40","40","38020","39170"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
