"Status","Year","Ethnicity","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Education and Skills Funding Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Education and Skills Funding Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Education and Skills Funding Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Education and Skills Funding Agency","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","ESTYN","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Forestry and Land Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Forestry and Land Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Forestry and Land Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Actuary's Department","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Internal Audit Agency","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Internal Audit Agency","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Legal Department","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Legal Department","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Legal Department","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Legal Department","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Legal Department","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Property Agency","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Property Agency","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Property Agency","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Property Agency","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","30","[c]","20220","19930"
"Leaver Dept.","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Prison and Probation Service","Ministry of Justice","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Prison and Probation Service","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Prison and Probation Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Prison and Probation Service","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","85","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury (excl. agencies)","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury (excl. agencies)","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury (excl. agencies)","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office (incl. agencies)","Home Office","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office (incl. agencies)","Home Office","EO","45","[c]","27260","27760"
"Leaver Dept.","2021","Asian","Home Office (incl. agencies)","Home Office","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office (incl. agencies)","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office (incl. agencies)","Home Office","SEO/HEO","55","[c]","37360","35130"
"Leaver Dept.","2021","Asian","Home Office (incl. agencies)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal Aid Agency","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal Aid Agency","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal Aid Agency","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Maritime and Coastguard Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Maritime and Coastguard Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Maritime and Coastguard Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Infrastructure Commission","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Infrastructure Commission","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Infrastructure Commission","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Records of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Records of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Savings and Investments","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Savings and Investments","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Savings and Investments","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Budget Responsibility","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Budget Responsibility","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Budget Responsibility","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of the Public Guardian","Ministry of Justice","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of the Public Guardian","Ministry of Justice","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of the Public Guardian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of the Public Guardian","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Public Health England","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Public Health England","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Public Health England","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Public Health England","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Public Health England","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Registers of Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Registers of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Registers of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Revenue Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Forestry","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Forestry","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Forestry","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Forestry","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government (excl. agencies)","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government (excl. agencies)","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government (excl. agencies)","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government (excl. agencies)","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Serious Fraud Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Serious Fraud Office","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Serious Fraud Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Serious Fraud Office","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Security Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Security Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Standards and Testing Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Submarine Delivery Agency","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Teaching Regulation Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Teaching Regulation Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","The National Archives","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","The National Archives","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","UK Export Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Hydrographic Office","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Hydrographic Office","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Hydrographic Office","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
