"Status","Year","Parent_department","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Cheshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","AO","10","10","22550","21950"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","G7","10","10","53790","54480"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","Outside London","AO","15","10","22150","21950"
"In post","2021","Attorney General's Departments","Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","Outside London","G7","10","10","55090","55610"
"In post","2021","Attorney General's Departments","Cumbria","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","AO","75","70","21320","21950"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","EO","60","55","26840","26220"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","G7","100","90","53720","54200"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","HEO","25","25","33050","32050"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","Outside London","AO","15","15","20930","21950"
"In post","2021","Attorney General's Departments","Devon","Outside London","EO","20","20","26970","26780"
"In post","2021","Attorney General's Departments","Devon","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","Outside London","G7","40","40","54720","55610"
"In post","2021","Attorney General's Departments","Devon","Outside London","HEO","15","15","33940","33310"
"In post","2021","Attorney General's Departments","Devon","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","Outside London","AO","40","35","21440","21950"
"In post","2021","Attorney General's Departments","East Anglia","Outside London","EO","20","20","27630","28430"
"In post","2021","Attorney General's Departments","East Anglia","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","Outside London","G7","40","35","55230","55610"
"In post","2021","Attorney General's Departments","East Anglia","Outside London","HEO","15","15","34310","34480"
"In post","2021","Attorney General's Departments","East Anglia","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","Outside London","AO","60","55","21910","21950"
"In post","2021","Attorney General's Departments","East Wales","Outside London","EO","45","40","27470","28430"
"In post","2021","Attorney General's Departments","East Wales","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","Outside London","G7","125","115","53900","55610"
"In post","2021","Attorney General's Departments","East Wales","Outside London","HEO","40","35","35120","34480"
"In post","2021","Attorney General's Departments","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","AO","20","20","21930","21950"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","EO","15","15","27700","28430"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","G7","30","25","55080","55610"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","Outside London","AO","40","35","22800","23520"
"In post","2021","Attorney General's Departments","Essex","Outside London","EO","50","45","28920","30110"
"In post","2021","Attorney General's Departments","Essex","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","Outside London","G7","65","55","57960","57290"
"In post","2021","Attorney General's Departments","Essex","Outside London","HEO","25","25","37520","39540"
"In post","2021","Attorney General's Departments","Essex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","30","30","21880","21950"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","35","35","26850","26220"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","10","10","67630","66410"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","90","80","54190","53850"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","20","20","34900","34480"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","Outside London","AO","70","60","21940","21950"
"In post","2021","Attorney General's Departments","Greater Manchester","Outside London","EO","85","75","27920","28430"
"In post","2021","Attorney General's Departments","Greater Manchester","Outside London","G6","20","20","69950","69120"
"In post","2021","Attorney General's Departments","Greater Manchester","Outside London","G7","145","130","54280","55610"
"In post","2021","Attorney General's Departments","Greater Manchester","Outside London","HEO","35","35","34420","34480"
"In post","2021","Attorney General's Departments","Greater Manchester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","AO","55","50","22340","23520"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","EO","55","50","28420","27490"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","G7","105","100","58410","60710"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","HEO","25","25","36060","35630"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","London","AO","15","15","23470","24590"
"In post","2021","Attorney General's Departments","Inner London - East","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","London","AA","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","London","AO","335","310","23180","23520"
"In post","2021","Attorney General's Departments","Inner London - West","London","EO","715","680","28650","27760"
"In post","2021","Attorney General's Departments","Inner London - West","London","G6","920","845","68580","66610"
"In post","2021","Attorney General's Departments","Inner London - West","London","G7","1590","1480","55470","52070"
"In post","2021","Attorney General's Departments","Inner London - West","London","HEO","455","445","36080","33930"
"In post","2021","Attorney General's Departments","Inner London - West","London","SCS level","255","245","87180","81420"
"In post","2021","Attorney General's Departments","Inner London - West","London","SEO","225","220","40710","40000"
"In post","2021","Attorney General's Departments","Inner London - West","London","Unknown","10","10","39350","36360"
"In post","2021","Attorney General's Departments","Kent","Outside London","AO","35","30","23140","23520"
"In post","2021","Attorney General's Departments","Kent","Outside London","EO","35","35","29230","28370"
"In post","2021","Attorney General's Departments","Kent","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","Outside London","G7","45","40","56880","55000"
"In post","2021","Attorney General's Departments","Kent","Outside London","HEO","10","10","37230","36240"
"In post","2021","Attorney General's Departments","Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","Outside London","AO","35","30","22310","21950"
"In post","2021","Attorney General's Departments","Lancashire","Outside London","EO","40","35","28090","28430"
"In post","2021","Attorney General's Departments","Lancashire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","Outside London","G7","70","65","53870","55610"
"In post","2021","Attorney General's Departments","Lancashire","Outside London","HEO","20","20","34070","33310"
"In post","2021","Attorney General's Departments","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","AO","35","35","21450","21950"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","EO","25","25","27560","28430"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","G7","75","65","52630","51470"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","HEO","15","15","35960","36240"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","Outside London","AO","85","80","21840","21950"
"In post","2021","Attorney General's Departments","Merseyside","Outside London","EO","80","75","27050","26900"
"In post","2021","Attorney General's Departments","Merseyside","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","Outside London","G7","125","120","53820","54200"
"In post","2021","Attorney General's Departments","Merseyside","Outside London","HEO","50","45","33970","33310"
"In post","2021","Attorney General's Departments","Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","Outside London","SEO","15","15","38470","38180"
"In post","2021","Attorney General's Departments","North Eastern Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North Yorkshire","Outside London","AO","30","30","21600","21950"
"In post","2021","Attorney General's Departments","North Yorkshire","Outside London","EO","40","35","26400","25920"
"In post","2021","Attorney General's Departments","North Yorkshire","Outside London","G6","15","15","69800","67520"
"In post","2021","Attorney General's Departments","North Yorkshire","Outside London","G7","180","160","57340","55610"
"In post","2021","Attorney General's Departments","North Yorkshire","Outside London","HEO","25","25","31080","30610"
"In post","2021","Attorney General's Departments","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North Yorkshire","Outside London","SEO","30","30","38940","38180"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Outside London","AO","70","60","21850","21950"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Outside London","EO","45","40","27380","28430"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Outside London","G7","90","85","53560","54200"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Outside London","HEO","25","25","34110","33310"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","London","AO","20","15","23790","24590"
"In post","2021","Attorney General's Departments","Outer London - East and North East","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","London","G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","London","AO","25","25","23840","23730"
"In post","2021","Attorney General's Departments","Outer London - South","London","EO","20","15","28390","27470"
"In post","2021","Attorney General's Departments","Outer London - South","London","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","London","G7","20","15","60580","62120"
"In post","2021","Attorney General's Departments","Outer London - South","London","HEO","15","15","32980","32390"
"In post","2021","Attorney General's Departments","Outer London - South","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","London","SEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","London","AO","15","15","23490","24590"
"In post","2021","Attorney General's Departments","Outer London - West and North West","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","London","G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Outside London","AO","15","15","22030","21950"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Outside London","EO","10","10","27130","27330"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Outside London","G7","35","30","54070","53780"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Yorkshire","Outside London","AO","40","35","21660","21950"
"In post","2021","Attorney General's Departments","South Yorkshire","Outside London","EO","35","30","27450","28430"
"In post","2021","Attorney General's Departments","South Yorkshire","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South Yorkshire","Outside London","G7","35","35","54800","55610"
"In post","2021","Attorney General's Departments","South Yorkshire","Outside London","HEO","20","15","35640","34480"
"In post","2021","Attorney General's Departments","South Yorkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Outside London","AO","30","30","22880","23520"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Outside London","EO","40","40","28730","29170"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Outside London","G7","65","60","58730","62120"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Outside London","HEO","20","20","36890","36240"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","Outside London","AO","30","20","21990","21950"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","Outside London","EO","20","15","27420","28430"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","Outside London","G7","35","35","54270","55610"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","Outside London","HEO","10","10","34480","34480"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands","Outside London","AO","110","100","21780","21950"
"In post","2021","Attorney General's Departments","West Midlands","Outside London","EO","95","90","27140","28430"
"In post","2021","Attorney General's Departments","West Midlands","Outside London","G6","15","15","74660","70000"
"In post","2021","Attorney General's Departments","West Midlands","Outside London","G7","190","175","54250","55000"
"In post","2021","Attorney General's Departments","West Midlands","Outside London","HEO","60","60","34220","34480"
"In post","2021","Attorney General's Departments","West Midlands","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands","Outside London","SEO","10","10","39170","38180"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Outside London","AO","15","15","22220","21950"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Outside London","EO","10","10","27290","28430"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Outside London","G7","35","30","55050","54200"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Yorkshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Yorkshire","Outside London","AO","85","75","21770","21950"
"In post","2021","Attorney General's Departments","West Yorkshire","Outside London","EO","85","80","27180","27170"
"In post","2021","Attorney General's Departments","West Yorkshire","Outside London","G6","25","20","68610","65560"
"In post","2021","Attorney General's Departments","West Yorkshire","Outside London","G7","170","155","53650","54200"
"In post","2021","Attorney General's Departments","West Yorkshire","Outside London","HEO","65","60","34540","34480"
"In post","2021","Attorney General's Departments","West Yorkshire","Outside London","SCS level","10","10","88100","84740"
"In post","2021","Attorney General's Departments","West Yorkshire","Outside London","SEO","15","15","40560","39710"
"In post","2021","Cabinet Office","Bedfordshire and Hertfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bedfordshire and Hertfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AO","35","30","20900","20920"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","10","10","26570","26670"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","HEO","55","50","33510","33300"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cheshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cumbria","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset and Somerset","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Dorset and Somerset","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","Outside London","AO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","Outside London","EO","15","10","24640","23850"
"In post","2021","Cabinet Office","East Anglia","Outside London","G6","10","10","71850","69580"
"In post","2021","Cabinet Office","East Anglia","Outside London","G7","30","25","52840","51620"
"In post","2021","Cabinet Office","East Anglia","Outside London","HEO","25","25","32350","32960"
"In post","2021","Cabinet Office","East Anglia","Outside London","SCS level","15","15","86590","73360"
"In post","2021","Cabinet Office","East Anglia","Outside London","SEO","10","10","38620","38420"
"In post","2021","Cabinet Office","East Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","Outside London","G7","15","15","51480","49700"
"In post","2021","Cabinet Office","East Wales","Outside London","HEO","40","40","29410","29250"
"In post","2021","Cabinet Office","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Eastern Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Eastern Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Eastern Scotland","Outside London","HEO","20","20","29790","29250"
"In post","2021","Cabinet Office","Eastern Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","10","5","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","30","30","74410","73310"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","45","45","52560","53320"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","45","45","30860","32000"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","30","30","95360","80810"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","15","15","38610","38890"
"In post","2021","Cabinet Office","Greater Manchester","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester","Outside London","EO","10","10","24680","23850"
"In post","2021","Cabinet Office","Greater Manchester","Outside London","G6","25","25","71650","67670"
"In post","2021","Cabinet Office","Greater Manchester","Outside London","G7","75","75","51880","51560"
"In post","2021","Cabinet Office","Greater Manchester","Outside London","HEO","75","75","30910","32000"
"In post","2021","Cabinet Office","Greater Manchester","Outside London","SCS level","25","25","78880","71460"
"In post","2021","Cabinet Office","Greater Manchester","Outside London","SEO","60","60","37960","37300"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Outside London","G6","15","15","77090","72030"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Outside London","G7","20","20","53420","53320"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Outside London","HEO","30","30","32440","33300"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Outside London","SCS level","15","15","76490","69200"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Inner London - East","London","AO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Inner London - East","London","EO","65","60","27870","27500"
"In post","2021","Cabinet Office","Inner London - East","London","G6","100","95","68660","68340"
