"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Debt","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Operational Delivery","AA/AO","1210","1040","21320","20140"
"In post","2021","Declared non-disabled","Debt","Operational Delivery","EO","565","505","26920","25560"
"In post","2021","Declared non-disabled","Debt","Operational Delivery","G6/G7","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Operational Delivery","SEO/HEO","175","165","34090","31810"
"In post","2021","Declared non-disabled","Debt","Tax","AA/AO","265","260","20340","20140"
"In post","2021","Declared non-disabled","Debt","Tax","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Tax","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Unknown","AA/AO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Unknown","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","AA/AO","220","210","21700","21130"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","EO","1065","1025","27620","26670"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","G6/G7","1705","1675","57560","54940"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","SCS level","120","120","88580","83450"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","3390","3285","37580","37100"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","Unknown","35","35","36320","34240"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","EO","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","40","35","37450","37930"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Operational Delivery","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Operational Delivery","EO","70","65","25920","25560"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Operational Delivery","G6/G7","35","35","57270","53820"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Operational Delivery","SEO/HEO","180","180","34200","31810"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Operational Research","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Operational Research","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Other","EO","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Project Delivery","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Science and Engineering","EO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Science and Engineering","G6/G7","175","160","52660","48840"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Science and Engineering","SEO/HEO","300","280","38090","39650"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Security","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Security","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Security","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Tax","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Tax","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Tax","SEO/HEO","30","30","34350","32290"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","EO","70","70","27380","27500"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","G6/G7","495","485","58470","56340"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","SCS level","40","40","99440","94900"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","SEO/HEO","290","285","36560","35680"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Corporate Finance","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Corporate Finance","G6/G7","40","40","58010","57230"
"In post","2021","Declared non-disabled","Finance","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Corporate Finance","SEO/HEO","40","40","37000","37700"
"In post","2021","Declared non-disabled","Finance","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Economics","G6/G7","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Economics","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Finance","AA/AO","640","540","21380","21440"
"In post","2021","Declared non-disabled","Finance","Finance","EO","965","915","26520","26670"
"In post","2021","Declared non-disabled","Finance","Finance","G6/G7","1240","1210","59000","57970"
"In post","2021","Declared non-disabled","Finance","Finance","SCS level","180","175","89630","82720"
"In post","2021","Declared non-disabled","Finance","Finance","SEO/HEO","2125","2050","38000","37610"
"In post","2021","Declared non-disabled","Finance","Finance","Unknown","40","40","42120","39980"
"In post","2021","Declared non-disabled","Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Knowledge and Information Management","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Operational Delivery","AA/AO","190","165","20580","20140"
"In post","2021","Declared non-disabled","Finance","Operational Delivery","EO","125","115","26410","25560"
"In post","2021","Declared non-disabled","Finance","Operational Delivery","G6/G7","35","35","54590","53060"
"In post","2021","Declared non-disabled","Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Operational Delivery","SEO/HEO","185","180","34450","33120"
"In post","2021","Declared non-disabled","Finance","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Other","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Other","G6/G7","35","30","60270","62180"
"In post","2021","Declared non-disabled","Finance","Other","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Other","SEO/HEO","45","40","33030","32860"
"In post","2021","Declared non-disabled","Finance","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Policy","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Project Delivery","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Project Delivery","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Project Delivery","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Tax","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Unknown","AA/AO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Unknown","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Unknown","G6/G7","60","60","57090","56000"
"In post","2021","Declared non-disabled","Finance","Unknown","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Unknown","SEO/HEO","95","90","36940","36610"
"In post","2021","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Operational Delivery","AA/AO","855","770","21000","21050"
"In post","2021","Declared non-disabled","Grants Management","Operational Delivery","EO","490","450","25490","25190"
"In post","2021","Declared non-disabled","Grants Management","Operational Delivery","G6/G7","50","45","52310","49800"
"In post","2021","Declared non-disabled","Grants Management","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Operational Delivery","SEO/HEO","285","265","32600","31040"
"In post","2021","Declared non-disabled","Grants Management","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Human Resources","AA/AO","720","660","21480","21130"
"In post","2021","Declared non-disabled","Human Resources","Human Resources","EO","730","685","26650","26670"
"In post","2021","Declared non-disabled","Human Resources","Human Resources","G6/G7","1035","1000","58140","56730"
"In post","2021","Declared non-disabled","Human Resources","Human Resources","SCS level","115","115","90130","83680"
"In post","2021","Declared non-disabled","Human Resources","Human Resources","SEO/HEO","1970","1880","36660","35900"
"In post","2021","Declared non-disabled","Human Resources","Human Resources","Unknown","35","30","41430","41040"
"In post","2021","Declared non-disabled","Human Resources","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Operational Delivery","AA/AO","160","135","21020","21400"
"In post","2021","Declared non-disabled","Human Resources","Operational Delivery","EO","140","135","25710","25560"
"In post","2021","Declared non-disabled","Human Resources","Operational Delivery","G6/G7","50","50","54770","53380"
"In post","2021","Declared non-disabled","Human Resources","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Operational Delivery","SEO/HEO","150","145","33740","31810"
"In post","2021","Declared non-disabled","Human Resources","Operational Delivery","Unknown","110","100","33080","27610"
"In post","2021","Declared non-disabled","Human Resources","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Other","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Other","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Policy","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Policy","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Project Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Security","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Tax","EO","30","25","26980","25560"
"In post","2021","Declared non-disabled","Human Resources","Tax","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Tax","SEO/HEO","45","45","34430","32490"
"In post","2021","Declared non-disabled","Human Resources","Unknown","AA/AO","130","120","20710","20800"
"In post","2021","Declared non-disabled","Human Resources","Unknown","EO","160","155","26540","26570"
"In post","2021","Declared non-disabled","Human Resources","Unknown","G6/G7","230","220","57740","57120"
"In post","2021","Declared non-disabled","Human Resources","Unknown","SCS level","30","30","88080","85420"
"In post","2021","Declared non-disabled","Human Resources","Unknown","SEO/HEO","350","340","35980","35590"
"In post","2021","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Internal Audit","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Internal Audit","EO","35","35","28470","26980"
"In post","2021","Declared non-disabled","Internal Audit","Internal Audit","G6/G7","150","145","58520","56500"
"In post","2021","Declared non-disabled","Internal Audit","Internal Audit","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Internal Audit","SEO/HEO","340","320","40870","40880"
"In post","2021","Declared non-disabled","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Policy","G6/G7","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Legal","AA/AO","30","30","23470","22860"
"In post","2021","Declared non-disabled","Legal","Legal","EO","185","180","28960","29280"
"In post","2021","Declared non-disabled","Legal","Legal","G6/G7","4050","3735","59610","58040"
"In post","2021","Declared non-disabled","Legal","Legal","SCS level","275","260","88830","83460"
"In post","2021","Declared non-disabled","Legal","Legal","SEO/HEO","1490","1360","41330","40970"
"In post","2021","Declared non-disabled","Legal","Legal","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Operational Delivery","AA/AO","945","845","22580","21950"
"In post","2021","Declared non-disabled","Legal","Operational Delivery","EO","1005","920","28000","28430"
"In post","2021","Declared non-disabled","Legal","Operational Delivery","G6/G7","90","85","60200","58950"
"In post","2021","Declared non-disabled","Legal","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Operational Delivery","SEO/HEO","390","380","34320","32540"
"In post","2021","Declared non-disabled","Legal","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Other","AA/AO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Other","EO","145","140","27430","27350"
"In post","2021","Declared non-disabled","Legal","Other","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Other","SEO/HEO","65","65","33150","31230"
"In post","2021","Declared non-disabled","Legal","Policy","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Policy","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Policy","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Policy","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Tax","EO","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Tax","G6/G7","60","60","55780","52580"
"In post","2021","Declared non-disabled","Legal","Tax","SEO/HEO","150","145","34400","31840"
"In post","2021","Declared non-disabled","Legal","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Unknown","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Unknown","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Unknown","SCS level","50","50","90040","80160"
"In post","2021","Declared non-disabled","Legal","Unknown","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Commercial","EO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Commercial","G6/G7","85","85","58670","54760"
"In post","2021","Declared non-disabled","No function","Commercial","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Commercial","SEO/HEO","105","100","35420","36400"
"In post","2021","Declared non-disabled","No function","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Communications","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Communications","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Communications","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Communications","SEO/HEO","30","30","37680","38990"
"In post","2021","Declared non-disabled","No function","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Corporate Finance","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Corporate Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Counter Fraud","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Counter Fraud","SEO/HEO","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Digital, Data and Technology","EO","30","30","25980","26000"
"In post","2021","Declared non-disabled","No function","Digital, Data and Technology","G6/G7","40","40","59750","55260"
"In post","2021","Declared non-disabled","No function","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
