"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","No function","Digital, Data and Technology","SEO/HEO","90","90","35570","34850"
"In post","2021","Declared non-disabled","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Economics","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Economics","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Economics","G6/G7","165","160","58430","57850"
"In post","2021","Declared non-disabled","No function","Economics","SCS level","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Economics","SEO/HEO","140","140","34830","33400"
"In post","2021","Declared non-disabled","No function","Finance","AA/AO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Finance","EO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Finance","G6/G7","105","100","58960","56000"
"In post","2021","Declared non-disabled","No function","Finance","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Finance","SEO/HEO","150","150","36410","36500"
"In post","2021","Declared non-disabled","No function","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Human Resources","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Human Resources","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Human Resources","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Inspector of Education and Training","G6/G7","460","450","75630","75500"
"In post","2021","Declared non-disabled","No function","Inspector of Education and Training","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Inspector of Education and Training","SEO/HEO","250","245","50940","51360"
"In post","2021","Declared non-disabled","No function","Intelligence Analysis","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Intelligence Analysis","EO","240","230","28500","27380"
"In post","2021","Declared non-disabled","No function","Intelligence Analysis","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Intelligence Analysis","SEO/HEO","65","65","37100","35320"
"In post","2021","Declared non-disabled","No function","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","International Trade","EO","55","55","26990","26510"
"In post","2021","Declared non-disabled","No function","International Trade","G6/G7","325","320","56150","53600"
"In post","2021","Declared non-disabled","No function","International Trade","SCS level","70","70","83590","75570"
"In post","2021","Declared non-disabled","No function","International Trade","SEO/HEO","325","320","35520","35060"
"In post","2021","Declared non-disabled","No function","Knowledge and Information Management","AA/AO","65","65","22150","21980"
"In post","2021","Declared non-disabled","No function","Knowledge and Information Management","EO","135","125","26350","26050"
"In post","2021","Declared non-disabled","No function","Knowledge and Information Management","G6/G7","160","150","57380","54230"
"In post","2021","Declared non-disabled","No function","Knowledge and Information Management","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Knowledge and Information Management","SEO/HEO","280","265","36040","36330"
"In post","2021","Declared non-disabled","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Legal","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Medicine","G6/G7","45","40","79160","83320"
"In post","2021","Declared non-disabled","No function","Medicine","SCS level","190","155","105320","99760"
"In post","2021","Declared non-disabled","No function","Medicine","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Operational Delivery","AA/AO","37765","34080","23360","21590"
"In post","2021","Declared non-disabled","No function","Operational Delivery","EO","14915","13855","27780","27080"
"In post","2021","Declared non-disabled","No function","Operational Delivery","G6/G7","3015","2930","59180","55740"
"In post","2021","Declared non-disabled","No function","Operational Delivery","SCS level","325","315","90280","84780"
"In post","2021","Declared non-disabled","No function","Operational Delivery","SEO/HEO","13005","12335","37570","36330"
"In post","2021","Declared non-disabled","No function","Operational Delivery","Unknown","8520","7875","30150","30210"
"In post","2021","Declared non-disabled","No function","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Operational Research","G6/G7","120","115","51500","47090"
"In post","2021","Declared non-disabled","No function","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Operational Research","SEO/HEO","80","75","32960","31830"
"In post","2021","Declared non-disabled","No function","Other","AA/AO","170","160","22550","21160"
"In post","2021","Declared non-disabled","No function","Other","EO","350","340","26930","26290"
"In post","2021","Declared non-disabled","No function","Other","G6/G7","355","350","62600","59540"
"In post","2021","Declared non-disabled","No function","Other","SCS level","70","65","102470","92010"
"In post","2021","Declared non-disabled","No function","Other","SEO/HEO","435","425","36350","35400"
"In post","2021","Declared non-disabled","No function","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Planning","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Planning","G6/G7","40","40","57350","54940"
"In post","2021","Declared non-disabled","No function","Planning","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Planning","SEO/HEO","50","50","38940","39600"
"In post","2021","Declared non-disabled","No function","Planning Inspectors","G6/G7","245","220","58050","58810"
"In post","2021","Declared non-disabled","No function","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Policy","AA/AO","325","310","23920","23500"
"In post","2021","Declared non-disabled","No function","Policy","EO","1120","1090","28430","28250"
"In post","2021","Declared non-disabled","No function","Policy","G6/G7","5455","5300","58050","55500"
"In post","2021","Declared non-disabled","No function","Policy","SCS level","1020","985","84150","76560"
"In post","2021","Declared non-disabled","No function","Policy","SEO/HEO","5730","5610","36760","35980"
"In post","2021","Declared non-disabled","No function","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Project Delivery","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Project Delivery","G6/G7","45","45","55970","54520"
"In post","2021","Declared non-disabled","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Project Delivery","SEO/HEO","100","95","33990","33490"
"In post","2021","Declared non-disabled","No function","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Property","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Psychology","AA/AO","40","35","21110","20890"
"In post","2021","Declared non-disabled","No function","Psychology","EO","290","280","26380","26330"
"In post","2021","Declared non-disabled","No function","Psychology","G6/G7","85","80","65440","65520"
"In post","2021","Declared non-disabled","No function","Psychology","SEO/HEO","580","550","37270","31180"
"In post","2021","Declared non-disabled","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Science and Engineering","AA/AO","480","455","22220","21630"
"In post","2021","Declared non-disabled","No function","Science and Engineering","EO","480","465","26640","26880"
"In post","2021","Declared non-disabled","No function","Science and Engineering","G6/G7","1315","1240","55090","53910"
"In post","2021","Declared non-disabled","No function","Science and Engineering","SCS level","50","40","95760","91000"
"In post","2021","Declared non-disabled","No function","Science and Engineering","SEO/HEO","2265","2140","36230","37320"
"In post","2021","Declared non-disabled","No function","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Security","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Security","G6/G7","40","40","57460","54760"
"In post","2021","Declared non-disabled","No function","Security","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Security","SEO/HEO","80","75","40260","42470"
"In post","2021","Declared non-disabled","No function","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Social Research","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Social Research","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Statistics","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Statistics","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Tax","AA/AO","995","925","20270","20140"
"In post","2021","Declared non-disabled","No function","Tax","EO","1030","925","27080","25560"
"In post","2021","Declared non-disabled","No function","Tax","G6/G7","1410","1345","57020","52580"
"In post","2021","Declared non-disabled","No function","Tax","SCS level","60","60","82830","78380"
"In post","2021","Declared non-disabled","No function","Tax","SEO/HEO","3260","3075","34650","31940"
"In post","2021","Declared non-disabled","No function","Unknown","AA/AO","820","780","20730","20140"
"In post","2021","Declared non-disabled","No function","Unknown","EO","470","465","26720","27500"
"In post","2021","Declared non-disabled","No function","Unknown","G6/G7","755","740","58310","56340"
"In post","2021","Declared non-disabled","No function","Unknown","SCS level","215","210","86070","78000"
"In post","2021","Declared non-disabled","No function","Unknown","SEO/HEO","935","920","35520","34550"
"In post","2021","Declared non-disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Veterinarian","G6/G7","95","95","54830","54310"
"In post","2021","Declared non-disabled","No function","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Veterinarian","SEO/HEO","220","205","41140","37910"
"In post","2021","Declared non-disabled","Project Delivery","Commercial","EO","95","90","22340","22500"
"In post","2021","Declared non-disabled","Project Delivery","Commercial","G6/G7","100","100","57960","55000"
"In post","2021","Declared non-disabled","Project Delivery","Commercial","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Commercial","SEO/HEO","365","355","34990","34130"
"In post","2021","Declared non-disabled","Project Delivery","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Communications","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","EO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","G6/G7","95","95","56490","56350"
"In post","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","SEO/HEO","170","165","38540","37860"
"In post","2021","Declared non-disabled","Project Delivery","Economics","G6/G7","45","45","56830","55860"
