"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","AA/AO","Heterosexual / straight","55","[c]","21510","21000"
"New entrant CS","2021","Attorney General's Departments","London","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","AA/AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","EO","Heterosexual / straight","95","[c]","27530","26950"
"New entrant CS","2021","Attorney General's Departments","London","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","G6/G7","Heterosexual / straight","135","[c]","54620","50520"
"New entrant CS","2021","Attorney General's Departments","London","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","SEO/HEO","Heterosexual / straight","60","[c]","41880","43920"
"New entrant CS","2021","Attorney General's Departments","London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Outside London","AA/AO","Heterosexual / straight","165","[c]","20340","20120"
"New entrant CS","2021","Attorney General's Departments","Outside London","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Outside London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Outside London","AA/AO","Unknown","40","[c]","19350","18740"
"New entrant CS","2021","Attorney General's Departments","Outside London","EO","Heterosexual / straight","35","[c]","26130","25480"
"New entrant CS","2021","Attorney General's Departments","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Outside London","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Outside London","G6/G7","Heterosexual / straight","130","[c]","50550","48080"
"New entrant CS","2021","Attorney General's Departments","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Outside London","G6/G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Outside London","SEO/HEO","Heterosexual / straight","80","[c]","37870","38000"
"New entrant CS","2021","Attorney General's Departments","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Outside London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Outside London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","London","AA/AO","Heterosexual / straight","35","[c]","23180","24490"
"New entrant CS","2021","Cabinet Office","London","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","London","AA/AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","London","EO","Heterosexual / straight","130","[c]","27200","27500"
"New entrant CS","2021","Cabinet Office","London","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","London","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","London","EO","Unknown","45","[c]","27210","27500"
"New entrant CS","2021","Cabinet Office","London","G6/G7","Heterosexual / straight","105","[c]","57520","54700"
"New entrant CS","2021","Cabinet Office","London","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","London","G6/G7","Unknown","80","[c]","68650","60640"
"New entrant CS","2021","Cabinet Office","London","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","London","SCS level","Unknown","110","[c]","82950","71130"
"New entrant CS","2021","Cabinet Office","London","SEO/HEO","Heterosexual / straight","145","[c]","36050","34550"
"New entrant CS","2021","Cabinet Office","London","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","London","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","London","SEO/HEO","Unknown","410","[c]","29530","28000"
"New entrant CS","2021","Cabinet Office","Outside London","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","AA/AO","Unknown","40","[c]","20580","20800"
"New entrant CS","2021","Cabinet Office","Outside London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","SCS level","Unknown","40","[c]","73740","70000"
"New entrant CS","2021","Cabinet Office","Outside London","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Outside London","SEO/HEO","Unknown","130","[c]","28210","28000"
"New entrant CS","2021","Cabinet Office","Unknown","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","AA/AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","SCS level","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","SEO/HEO","Unknown","95","[c]","28750","28000"
"New entrant CS","2021","Chancellor's other departments","London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Outside London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","EO","Heterosexual / straight","70","[c]","28360","27680"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","EO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","G6/G7","Heterosexual / straight","60","[c]","59420","55260"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","Heterosexual / straight","295","[c]","35840","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","LGBO","45","[c]","35400","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","Undeclared","45","[c]","36520","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","Unknown","90","[c]","35870","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","Heterosexual / straight","65","[c]","20810","20880"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","Unknown","145","[c]","21050","20880"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","EO","Heterosexual / straight","55","[c]","24760","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","EO","Unknown","210","[c]","24560","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","Heterosexual / straight","75","[c]","35260","34230"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","Unknown","120","[c]","34690","32060"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","EO","Heterosexual / straight","50","[c]","26900","26180"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","G6/G7","Heterosexual / straight","45","[c]","56380","51730"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
