"Status","Year","Parent_department","Region_ITL1","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office","Unknown","AA/AO","AO","20","20","21040","20800"
"In post","2021","Cabinet Office","Unknown","EO","EO","25","25","26220","27500"
"In post","2021","Cabinet Office","Unknown","G6/G7","G6","20","20","67520","64500"
"In post","2021","Cabinet Office","Unknown","G6/G7","G7","55","55","53510","54700"
"In post","2021","Cabinet Office","Unknown","SCS level","SCS level","20","20","95890","76390"
"In post","2021","Cabinet Office","Unknown","SEO/HEO","HEO","425","425","30950","32000"
"In post","2021","Cabinet Office","Unknown","SEO/HEO","SEO","30","30","39750","40060"
"In post","2021","Cabinet Office","Wales","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","G6/G7","G7","15","15","51480","49700"
"In post","2021","Cabinet Office","Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","SEO/HEO","HEO","40","40","29400","29250"
"In post","2021","Cabinet Office","Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","G6/G7","G7","10","10","51950","51560"
"In post","2021","Cabinet Office","West Midlands (England)","SCS level","SCS level","15","15","101230","74000"
"In post","2021","Cabinet Office","West Midlands (England)","SEO/HEO","HEO","15","15","29600","29250"
"In post","2021","Cabinet Office","West Midlands (England)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","AA/AO","AO","170","160","20910","20920"
"In post","2021","Cabinet Office","Yorkshire and The Humber","EO","EO","105","105","26410","26670"
"In post","2021","Cabinet Office","Yorkshire and The Humber","G6/G7","G6","30","30","69900","64990"
"In post","2021","Cabinet Office","Yorkshire and The Humber","G6/G7","G7","95","90","53140","51190"
"In post","2021","Cabinet Office","Yorkshire and The Humber","SCS level","SCS level","40","40","76710","71000"
"In post","2021","Cabinet Office","Yorkshire and The Humber","SEO/HEO","HEO","215","205","32530","33300"
"In post","2021","Cabinet Office","Yorkshire and The Humber","SEO/HEO","SEO","75","70","39710","40580"
"In post","2021","Chancellor's other departments","London","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","London","AA/AO","AO","15","15","23140","23030"
"In post","2021","Chancellor's other departments","London","EO","EO","35","35","30060","29620"
"In post","2021","Chancellor's other departments","London","G6/G7","G6","105","95","89810","82800"
"In post","2021","Chancellor's other departments","London","G6/G7","G7","60","60","55840","56480"
"In post","2021","Chancellor's other departments","London","SCS level","SCS level","15","15","118000","110000"
"In post","2021","Chancellor's other departments","London","SEO/HEO","HEO","60","60","36580","36470"
"In post","2021","Chancellor's other departments","London","SEO/HEO","SEO","60","60","46640","45880"
"In post","2021","Chancellor's other departments","North East (England)","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Charity Commission","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","EO","EO","5","5","[c]","[c]"
"In post","2021","Charity Commission","London","G6/G7","G6","10","10","63780","62480"
"In post","2021","Charity Commission","London","G6/G7","G7","15","15","50040","51070"
"In post","2021","Charity Commission","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","SEO/HEO","HEO","20","20","29160","29160"
"In post","2021","Charity Commission","London","SEO/HEO","SEO","20","20","38850","37910"
"In post","2021","Charity Commission","North West (England)","AA/AO","AO","10","10","20170","20080"
"In post","2021","Charity Commission","North West (England)","EO","EO","90","85","24640","24440"
"In post","2021","Charity Commission","North West (England)","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","G6/G7","G7","25","20","52530","51070"
"In post","2021","Charity Commission","North West (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","SEO/HEO","HEO","100","95","29260","29160"
"In post","2021","Charity Commission","North West (England)","SEO/HEO","SEO","70","65","38200","37910"
"In post","2021","Charity Commission","South West (England)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","EO","EO","10","10","25970","26470"
"In post","2021","Charity Commission","South West (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","SEO/HEO","HEO","20","15","30450","29550"
"In post","2021","Charity Commission","South West (England)","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Charity Commission","Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Charity Commission","Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","AA/AO","AO","25","25","23300","22860"
"In post","2021","Competition and Markets Authority","London","EO","EO","70","70","28600","28160"
"In post","2021","Competition and Markets Authority","London","G6/G7","G6","185","175","76680","76290"
"In post","2021","Competition and Markets Authority","London","G6/G7","G7","210","205","57900","56360"
"In post","2021","Competition and Markets Authority","London","SCS level","SCS level","110","105","109740","101590"
"In post","2021","Competition and Markets Authority","London","SEO/HEO","HEO","135","130","35320","34870"
"In post","2021","Competition and Markets Authority","London","SEO/HEO","SEO","50","50","44420","43880"
"In post","2021","Competition and Markets Authority","Northern Ireland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","G6/G7","G6","10","10","74050","72430"
"In post","2021","Competition and Markets Authority","Scotland","G6/G7","G7","20","15","56670","55860"
"In post","2021","Competition and Markets Authority","Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","SEO/HEO","HEO","10","10","35250","34720"
"In post","2021","Competition and Markets Authority","Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","AA/AO","AO","30","25","20480","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","EO","EO","45","45","24870","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","G6/G7","G7","10","10","53060","52530"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO/HEO","HEO","90","85","33040","33060"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO/HEO","SEO","30","30","41490","40090"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","AA/AO","AO","50","45","21110","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","EO","EO","25","20","25720","25790"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","G6/G7","G7","15","15","51720","50720"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","SEO/HEO","HEO","75","70","33360","34050"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","SEO/HEO","SEO","45","40","43400","43340"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","AA/AO","AA","10","10","21790","21790"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","AA/AO","AO","140","135","25530","25060"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","EO","EO","415","410","28720","27690"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","G6/G7","G6","640","620","68290","65770"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","G6/G7","G7","1720","1680","55540","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","SCS level","330","315","83830","75880"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","HEO","1260","1240","34960","33640"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","SEO","1100","1085","42010","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","AA/AO","AO","15","15","20900","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","EO","EO","70","65","24680","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","G6/G7","G7","10","10","54040","53570"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","SEO/HEO","HEO","75","70","32250","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","SEO/HEO","SEO","25","25","41270","40430"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","AA/AO","AO","85","80","20870","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","EO","EO","100","95","24770","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","G6/G7","G7","30","30","53260","52530"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","SEO/HEO","HEO","155","145","33800","34390"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","SEO/HEO","SEO","75","75","42640","42700"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","AA/AO","AO","10","10","22160","22490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","EO","EO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO/HEO","HEO","10","10","34470","34760"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","SEO/HEO","SEO","15","15","44480","45650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","AA/AO","AO","80","80","21320","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","EO","EO","90","85","25070","24500"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","G6/G7","G7","20","20","56440","50490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","SEO/HEO","HEO","115","110","36510","33050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","SEO/HEO","SEO","85","85","49410","43050"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","AA/AO","AO","50","50","21600","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","EO","EO","20","20","25980","26290"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","G6/G7","G6","10","10","65460","64370"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","G6/G7","G7","15","15","50900","49200"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","SEO/HEO","HEO","85","80","34500","34930"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","SEO/HEO","SEO","60","55","41880","41490"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","AA/AO","AA","20","20","19430","19730"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","AA/AO","AO","130","130","22170","21000"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","EO","EO","210","200","26020","25780"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","G6/G7","G6","165","155","61880","60490"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","G6/G7","G7","425","410","49080","48080"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","SCS level","SCS level","15","15","92660","90000"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","SEO/HEO","HEO","505","485","33240","32810"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","SEO/HEO","SEO","600","565","40500","39750"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
