"Status","Year","Profession_of_post","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Communications","Croydon","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Darlington","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Devon CC","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Devon CC","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Devon CC","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Dorset CC","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Dorset CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Essex Haven Gateway","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Glasgow City","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Hackney and Newham","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Hertfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Hounslow and Richmond upon Thames","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Hounslow and Richmond upon Thames","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Lambeth","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Lambeth","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Lambeth","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Lambeth","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Leeds","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Leeds","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Liverpool","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Manchester","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Manchester","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Manchester","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Milton Keynes","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Monmouthshire and Newport","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Monmouthshire and Newport","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","North Yorkshire CC","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Nottingham","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Nottingham","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Oxfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Oxfordshire","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Oxfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Portsmouth","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Portsmouth","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Sefton","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Sheffield","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Sheffield","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Sheffield","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Somerset","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South Hampshire","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South Hampshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Southampton","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Staffordshire CC","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Staffordshire CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Suffolk","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Suffolk","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Swansea","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Tower Hamlets","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Tower Hamlets","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Tower Hamlets","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Tower Hamlets","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Tower Hamlets","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Tyneside","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Tyneside","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","West Sussex (North East)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Westminster","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Westminster","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Westminster","London","EO","15","[c]","27520","28500"
"Leaver CS","2021","Communications","Westminster","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Westminster","London","G7","20","[c]","56680","56930"
"Leaver CS","2021","Communications","Westminster","London","HEO","25","[c]","34170","33120"
"Leaver CS","2021","Communications","Westminster","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Westminster","London","SEO","20","[c]","41960","40310"
"Leaver CS","2021","Communications","Wiltshire","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wiltshire","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","York","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","York","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Birmingham","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Central Hampshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Glasgow City","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Suffolk","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Tower Hamlets","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Tower Hamlets","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","West Kent","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Wiltshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Wiltshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Birmingham","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Blackpool","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Bristol, City of","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Buckinghamshire CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East Sussex CC","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Falkirk","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Greater Manchester North East","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Hackney and Newham","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Hertfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Leicester","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Liverpool","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Manchester","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Manchester","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Manchester","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Mid Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Southampton","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Westminster","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Westminster","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Westminster","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Westminster","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Westminster","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Barnet","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Barnet","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Barnet","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Barnet","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Berkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Berkshire","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Berkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Berkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Birmingham","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Birmingham","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Birmingham","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Birmingham","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Birmingham","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Bristol, City of","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Bristol, City of","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Bristol, City of","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Bristol, City of","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Bristol, City of","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Cambridgeshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Cambridgeshire CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Camden and City of London","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Camden and City of London","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Cardiff and Vale of Glamorgan","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Cardiff and Vale of Glamorgan","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Cardiff and Vale of Glamorgan","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Cardiff and Vale of Glamorgan","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Cardiff and Vale of Glamorgan","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Cardiff and Vale of Glamorgan","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Central Bedfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Central Hampshire","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Central Hampshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Central Hampshire","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Cheshire East","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","City of Edinburgh","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","City of Edinburgh","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","City of Edinburgh","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","City of Edinburgh","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","City of Edinburgh","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Coventry","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Coventry","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Coventry","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Coventry","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Coventry","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Coventry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Coventry","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Croydon","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Croydon","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Croydon","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Darlington","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Darlington","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Darlington","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Darlington","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Devon CC","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Durham CC","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Durham CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","East Cumbria","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Falkirk","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Flintshire and Wrexham","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Flintshire and Wrexham","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Glasgow City","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Greater Manchester South West","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Greater Manchester South West","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Herefordshire, County of","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Hertfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Hounslow and Richmond upon Thames","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Hounslow and Richmond upon Thames","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Hounslow and Richmond upon Thames","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Hounslow and Richmond upon Thames","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Lambeth","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Lambeth","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Lambeth","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Lambeth","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Lambeth","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Leeds","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Leicester","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Leicestershire CC and Rutland","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Leicestershire CC and Rutland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Leicestershire CC and Rutland","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Lewisham and Southwark","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Liverpool","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Manchester","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Manchester","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Manchester","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Manchester","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Milton Keynes","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Milton Keynes","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Milton Keynes","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Milton Keynes","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Milton Keynes","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Milton Keynes","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Monmouthshire and Newport","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Monmouthshire and Newport","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Monmouthshire and Newport","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Monmouthshire and Newport","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Monmouthshire and Newport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Monmouthshire and Newport","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","North Hampshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","North Yorkshire CC","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","North Yorkshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Norwich and East Norfolk","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Nottingham","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Nottingham","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Nottingham","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Nottingham","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Peterborough","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Plymouth","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Plymouth","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Plymouth","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Plymouth","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Plymouth","Outside London","HEO","10","[c]","36930","38450"
"Leaver CS","2021","Digital, Data and Technology","Sefton","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Sefton","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Sefton","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Sefton","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Sheffield","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Sheffield","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Sheffield","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Sheffield","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Sheffield","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Shropshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Solihull","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Somerset","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Somerset","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Somerset","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Somerset","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South and West Derbyshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South Hampshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South Hampshire","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South Hampshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South Hampshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South Lanarkshire","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South Lanarkshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South Lanarkshire","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South Lanarkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South Nottinghamshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South West Wales","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Southampton","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Southampton","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Southampton","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Southampton","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Southampton","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Southampton","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Staffordshire CC","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Staffordshire CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Suffolk","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Suffolk","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Swansea","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Swansea","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Swansea","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Swansea","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Swansea","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Swansea","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Tower Hamlets","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Tower Hamlets","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Tower Hamlets","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Tower Hamlets","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Tower Hamlets","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Tower Hamlets","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Tower Hamlets","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Tyneside","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Wakefield","Outside London","SEO","[c]","[c]","[c]","[c]"
