"Status","Year","Disability","Function_of_post","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Merseyside","80","75","21570","20140"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Northumberland and Tyne and Wear","295","280","20780","20140"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Outer London - South","85","80","25810","24120"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Outer London - West and North West","10","10","[c]","[c]"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Southern Scotland","120","115","20730","20140"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Surrey, East and West Sussex","25","20","[c]","[c]"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","HM Revenue and Customs","West Central Scotland","115","100","21320","20140"
"In post","2021","Unknown","Debt","HM Revenue and Customs","West Midlands","180","170","20850","20140"
"In post","2021","Unknown","Debt","HM Revenue and Customs","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","HM Revenue and Customs","West Yorkshire","165","155","21480","20140"
"In post","2021","Unknown","Debt","HM Treasury","Inner London - West","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","Inner London - West","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Cabinet Office","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Cabinet Office","Inner London - East","85","85","46860","49700"
"In post","2021","Unknown","Digital, Data & Technology","Cabinet Office","Inner London - West","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Cabinet Office","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Cabinet Office","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Charity Commission","Merseyside","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Competition and Markets Authority","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East Wales","130","130","38750","36530"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Inner London - West","35","35","48290","47750"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","West Midlands","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Education","Greater Manchester","30","30","44040","39430"
"In post","2021","Unknown","Digital, Data & Technology","Department for Education","Inner London - West","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Education","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Education","South Yorkshire","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Education","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Education","West Midlands","40","40","37060","36500"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Cheshire","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Inner London - West","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North Yorkshire","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for International Trade","Inner London - West","55","55","48000","48230"
"In post","2021","Unknown","Digital, Data & Technology","Department for Transport","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Transport","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Transport","Hampshire and Isle of Wight","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Transport","Inner London - West","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Transport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Transport","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Transport","West Wales and The Valleys","100","95","37660","31040"
"In post","2021","Unknown","Digital, Data & Technology","Department for Work and Pensions","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Inner London - East","45","45","45850","41010"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Inner London - West","90","90","45120","40650"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Outer London - West and North West","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","West Yorkshire","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Inner London - West","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Southern Scotland","90","90","40060","38500"
"In post","2021","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","Devon","170","165","33290","31740"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","Merseyside","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","Outer London - South","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","West Midlands","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","East Wales","30","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Eastern Scotland","20","20","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Essex","85","80","36510","31870"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","45","40","36000","31810"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Greater Manchester","55","55","39320","38630"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Inner London - East","65","65","47400","41760"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Inner London - West","25","20","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Lancashire","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Merseyside","20","20","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Northumberland and Tyne and Wear","170","165","37410","31810"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Outer London - South","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Shropshire and Staffordshire","85","85","43390","38630"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Southern Scotland","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Surrey, East and West Sussex","80","75","37540","33060"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","West Central Scotland","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","West Midlands","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","West Yorkshire","90","85","36450","31810"
"In post","2021","Unknown","Digital, Data & Technology","HM Treasury","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Treasury","Inner London - West","30","30","53270","54490"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Dorset and Somerset","50","50","38480","35340"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","35","35","35130","34620"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Inner London - West","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Inner London - West","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Inner London - East","40","40","48900","47590"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Inner London - West","95","95","55980","56420"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","South Yorkshire","30","30","53340","50600"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","West Midlands","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","Cheshire","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","15","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","Inner London - East","60","60","44980","40170"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","Leicestershire, Rutland and Northamptonshire","30","30","32020","28840"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","West Midlands","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","National Crime Agency","West Yorkshire","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Office for Standards in Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Office for Standards in Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Office for Standards in Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Office for Standards in Education","Inner London - West","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Office for Standards in Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Office of Gas and Electricity Markets","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Office of Gas and Electricity Markets","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","West Midlands","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Other Cabinet Office Agencies","East Anglia","30","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Other Cabinet Office Agencies","East Wales","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Other Cabinet Office Agencies","Inner London - East","20","20","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Other Cabinet Office Agencies","Merseyside","30","30","41830","39300"
"In post","2021","Unknown","Digital, Data & Technology","Other Cabinet Office Agencies","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Scottish Government","Eastern Scotland","105","105","37100","33920"
"In post","2021","Unknown","Digital, Data & Technology","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","The National Archives","Outer London - West and North West","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","East Wales","230","225","38270","36030"
"In post","2021","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","Hampshire and Isle of Wight","60","60","39360","36030"
"In post","2021","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","Inner London - West","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Water Services Regulation Authority","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Water Services Regulation Authority","West Midlands","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Welsh Government","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2021","Unknown","Finance","Attorney General's Departments","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Unknown","Finance","Attorney General's Departments","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Attorney General's Departments","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Attorney General's Departments","Inner London - West","10","10","[c]","[c]"
"In post","2021","Unknown","Finance","Attorney General's Departments","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Cabinet Office","Inner London - West","10","10","[c]","[c]"
"In post","2021","Unknown","Finance","Chancellor's other departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Department for Business, Energy and Industrial Strategy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Department for Business, Energy and Industrial Strategy","East Wales","20","20","[c]","[c]"
"In post","2021","Unknown","Finance","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Department for Business, Energy and Industrial Strategy","Greater Manchester","5","5","[c]","[c]"
"In post","2021","Unknown","Finance","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Department for Business, Energy and Industrial Strategy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Department for Business, Energy and Industrial Strategy","Inner London - West","15","15","[c]","[c]"
"In post","2021","Unknown","Finance","Department for Business, Energy and Industrial Strategy","Lancashire","[c]","[c]","[c]","[c]"
