"Status","Year","Age","Disability","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Declared disabled","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department of Health and Social Care","London","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department of Health and Social Care","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other Cabinet Office Agencies","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other Cabinet Office Agencies","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Attorney General's Departments","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Cabinet Office","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Cabinet Office","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Education","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Education","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for International Trade","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Work and Pensions","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Work and Pensions","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Foreign, Commonwealth and Development Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","HM Revenue and Customs","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Home Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Home Office","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Ministry of Defence","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Ministry of Housing, Communities and Local Government","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Ministry of Justice","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Ministry of Justice","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Attorney General's Departments","London","40","[c]","31130","27440"
"Leaver Dept.","2021","20-29","Declared non-disabled","Attorney General's Departments","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Cabinet Office","London","175","[c]","34080","33290"
"Leaver Dept.","2021","20-29","Declared non-disabled","Cabinet Office","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Cabinet Office","Unknown","130","[c]","33140","32000"
"Leaver Dept.","2021","20-29","Declared non-disabled","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
