"Status","Year","Region_ITL2","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G6","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G6","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G7","Female","Heterosexual / straight","90","80","57840","55740"
"In post","2021","Bedfordshire and Hertfordshire","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G7","Female","Unknown","35","30","56050","53970"
"In post","2021","Bedfordshire and Hertfordshire","G7","Male","Heterosexual / straight","85","80","57470","56360"
"In post","2021","Bedfordshire and Hertfordshire","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G7","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G7","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","HEO","Female","Heterosexual / straight","210","200","34930","34660"
"In post","2021","Bedfordshire and Hertfordshire","HEO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","HEO","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","HEO","Female","Unknown","50","45","35460","34570"
"In post","2021","Bedfordshire and Hertfordshire","HEO","Male","Heterosexual / straight","235","230","35930","36300"
"In post","2021","Bedfordshire and Hertfordshire","HEO","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","HEO","Male","Undeclared","45","40","36130","35050"
"In post","2021","Bedfordshire and Hertfordshire","HEO","Male","Unknown","40","35","35540","35150"
"In post","2021","Bedfordshire and Hertfordshire","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS level","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS level","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO","Female","Heterosexual / straight","145","140","43340","43460"
"In post","2021","Bedfordshire and Hertfordshire","SEO","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO","Female","Unknown","30","30","43290","41130"
"In post","2021","Bedfordshire and Hertfordshire","SEO","Male","Heterosexual / straight","130","130","43930","43700"
"In post","2021","Bedfordshire and Hertfordshire","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO","Male","Unknown","30","30","43740","44180"
"In post","2021","Bedfordshire and Hertfordshire","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Female","Heterosexual / straight","180","165","28870","28200"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Female","Unknown","35","30","23440","22920"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Male","Heterosexual / straight","35","35","29050","24310"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","Heterosexual / straight","175","165","19970","19560"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","Unknown","60","50","21110","21500"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","Heterosexual / straight","225","225","20140","19560"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","Undeclared","35","35","20580","19560"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","Unknown","60","55","20760","21500"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","Heterosexual / straight","910","835","23700","22150"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","LGBO","75","75","26820","25840"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","Undeclared","125","110","24800","22710"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","Unknown","235","210","24880","23200"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","Heterosexual / straight","1060","1045","28450","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","LGBO","45","45","29350","27680"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","Undeclared","140","135","30580","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","Unknown","380","375","28550","27770"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","Heterosexual / straight","960","895","28170","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","LGBO","50","45","29290","28670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","Undeclared","125","115","28470","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","Unknown","220","195","28910","27900"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","Heterosexual / straight","730","720","30230","28670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","LGBO","50","50","29690","29230"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","Undeclared","100","100","32390","29930"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","Unknown","175","170","30540","28700"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","Heterosexual / straight","50","50","69710","66110"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","Heterosexual / straight","70","65","71960","68920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","Heterosexual / straight","195","175","57390","54890"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","Unknown","65","55","57760","57560"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","Heterosexual / straight","210","200","56480","54550"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","Undeclared","20","15","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","Unknown","65","65","55080","53620"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","Heterosexual / straight","475","450","33970","33410"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","Undeclared","65","65","33630","33520"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","Unknown","105","95","34660","34530"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","Heterosexual / straight","475","460","35420","34280"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","Undeclared","80","75","35380","35000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","Unknown","105","100","36220","35000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","Heterosexual / straight","305","290","42170","41580"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","Undeclared","40","40","42880","42580"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","Unknown","65","55","41290","40090"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","Heterosexual / straight","370","365","44250","42560"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","Undeclared","60","60","44830","42580"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","Unknown","80","75","43100","42310"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","Heterosexual / straight","260","235","29970","30870"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","Undeclared","25","20","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","Unknown","30","30","26520","24020"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","Heterosexual / straight","110","110","29800","26610"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","AA","Female","Heterosexual / straight","35","30","19840","20600"
"In post","2021","Cheshire","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","AA","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Cheshire","AA","Female","Unknown","25","20","[c]","[c]"
"In post","2021","Cheshire","AA","Male","Heterosexual / straight","50","50","20000","20600"
"In post","2021","Cheshire","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","AA","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Cheshire","AA","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Cheshire","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","AO","Female","Heterosexual / straight","390","345","22050","21010"
"In post","2021","Cheshire","AO","Female","LGBO","40","40","25200","25790"
"In post","2021","Cheshire","AO","Female","Undeclared","50","45","23210","21010"
"In post","2021","Cheshire","AO","Female","Unknown","150","130","23350","21050"
"In post","2021","Cheshire","AO","Male","Heterosexual / straight","260","250","24480","22850"
"In post","2021","Cheshire","AO","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Cheshire","AO","Male","Undeclared","40","35","24920","21150"
"In post","2021","Cheshire","AO","Male","Unknown","120","115","26400","25790"
"In post","2021","Cheshire","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","EO","Female","Heterosexual / straight","600","570","28990","27570"
"In post","2021","Cheshire","EO","Female","LGBO","40","40","29180","27570"
"In post","2021","Cheshire","EO","Female","Undeclared","60","55","29090","27570"
"In post","2021","Cheshire","EO","Female","Unknown","120","105","28720","27570"
"In post","2021","Cheshire","EO","Male","Heterosexual / straight","420","410","30330","28840"
"In post","2021","Cheshire","EO","Male","LGBO","35","35","28940","27570"
"In post","2021","Cheshire","EO","Male","Undeclared","55","50","30790","31940"
"In post","2021","Cheshire","EO","Male","Unknown","100","95","30570","28840"
"In post","2021","Cheshire","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Cheshire","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Cheshire","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G7","Female","Heterosexual / straight","65","60","53050","52720"
"In post","2021","Cheshire","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G7","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Cheshire","G7","Male","Heterosexual / straight","55","55","53970","52860"
"In post","2021","Cheshire","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G7","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Cheshire","G7","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Cheshire","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HEO","Female","Heterosexual / straight","190","180","35380","36740"
"In post","2021","Cheshire","HEO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Cheshire","HEO","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Cheshire","HEO","Female","Unknown","40","40","35410","36740"
"In post","2021","Cheshire","HEO","Male","Heterosexual / straight","215","210","38140","38160"
"In post","2021","Cheshire","HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Cheshire","HEO","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Cheshire","HEO","Male","Unknown","40","40","37980","36740"
"In post","2021","Cheshire","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cheshire","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO","Female","Heterosexual / straight","105","100","43500","45480"
"In post","2021","Cheshire","SEO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Cheshire","SEO","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Cheshire","SEO","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Cheshire","SEO","Male","Heterosexual / straight","110","110","45510","45480"
"In post","2021","Cheshire","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Cheshire","SEO","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Cheshire","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Female","Heterosexual / straight","130","120","29600","30210"
"In post","2021","Cheshire","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Cheshire","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Cheshire","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Male","Heterosexual / straight","30","30","29560","27370"
"In post","2021","Cheshire","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Cheshire","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA","Female","Heterosexual / straight","30","25","18870","19560"
"In post","2021","Cornwall and Isles of Scilly","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA","Male","Heterosexual / straight","55","50","19020","18800"
"In post","2021","Cornwall and Isles of Scilly","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
