"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Digital, Data and Technology","Manchester","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Nottingham","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Sheffield","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Sheffield","G7","15","15","52250","50670"
"In post","2021","Analysis","Digital, Data and Technology","Sheffield","HEO","10","10","32270","33100"
"In post","2021","Analysis","Digital, Data and Technology","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Sheffield","SEO","20","15","42450","42220"
"In post","2021","Analysis","Digital, Data and Technology","Swansea","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Swansea","EO","15","15","26560","26780"
"In post","2021","Analysis","Digital, Data and Technology","Swansea","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Swansea","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Swansea","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Tower Hamlets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Tower Hamlets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Tyneside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wakefield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wakefield","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wakefield","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wakefield","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Westminster","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Westminster","G6","10","10","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Westminster","G7","15","15","54800","54160"
"In post","2021","Analysis","Digital, Data and Technology","Westminster","HEO","20","20","36790","36980"
"In post","2021","Analysis","Digital, Data and Technology","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Westminster","SEO","20","20","44390","45250"
"In post","2021","Analysis","Digital, Data and Technology","Wiltshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wiltshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","York","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","York","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","York","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Berkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Berkshire","G7","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Berkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Berkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Birmingham","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Birmingham","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Birmingham","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Birmingham","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Camden and City of London","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Camden and City of London","G7","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Camden and City of London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Camden and City of London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","City of Edinburgh","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","City of Edinburgh","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Croydon","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Croydon","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Croydon","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Glasgow City","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Glasgow City","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Glasgow City","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Leeds","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Leeds","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Manchester","G7","10","5","[c]","[c]"
"In post","2021","Analysis","Economics","Manchester","HEO","10","10","31980","31810"
"In post","2021","Analysis","Economics","Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Monmouthshire and Newport","AO","25","25","19130","19130"
"In post","2021","Analysis","Economics","Monmouthshire and Newport","EO","10","10","23560","23050"
"In post","2021","Analysis","Economics","Monmouthshire and Newport","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Monmouthshire and Newport","G7","30","30","51210","49120"
"In post","2021","Analysis","Economics","Monmouthshire and Newport","HEO","35","35","30190","29540"
"In post","2021","Analysis","Economics","Monmouthshire and Newport","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Monmouthshire and Newport","SEO","15","10","37720","37020"
"In post","2021","Analysis","Economics","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Sefton","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Sefton","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","South Hampshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","South Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","South Hampshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","South Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Tower Hamlets","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Tower Hamlets","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Tower Hamlets","G6","30","25","76350","75360"
"In post","2021","Analysis","Economics","Tower Hamlets","G7","60","55","58800","58130"
"In post","2021","Analysis","Economics","Tower Hamlets","HEO","50","50","33900","33930"
"In post","2021","Analysis","Economics","Tower Hamlets","SCS level","20","15","101460","97750"
"In post","2021","Analysis","Economics","Tower Hamlets","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","West Surrey","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Westminster","AA","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Westminster","AO","15","15","25160","25140"
"In post","2021","Analysis","Economics","Westminster","EO","60","60","27910","27680"
"In post","2021","Analysis","Economics","Westminster","G6","80","75","68870","68570"
"In post","2021","Analysis","Economics","Westminster","G7","255","250","55800","54980"
"In post","2021","Analysis","Economics","Westminster","HEO","395","390","34430","33880"
"In post","2021","Analysis","Economics","Westminster","SCS level","35","30","84930","78070"
"In post","2021","Analysis","Economics","Westminster","SEO","30","30","44640","43680"
"In post","2021","Analysis","Economics","York","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","York","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Coventry","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Coventry","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Croydon","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Croydon","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Glasgow City","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Leicester","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Mid Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Peterborough","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Plymouth","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Telford and Wrekin","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Telford and Wrekin","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Tower Hamlets","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Tower Hamlets","G7","10","10","59920","53200"
"In post","2021","Analysis","Finance","Tower Hamlets","HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Finance","Tower Hamlets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Wirral","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Nottingham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Tower Hamlets","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Tower Hamlets","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Tower Hamlets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Westminster","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Westminster","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Westminster","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Human Resources","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Westminster","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Cambridgeshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Cardiff and Vale of Glamorgan","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Cardiff and Vale of Glamorgan","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","City of Edinburgh","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","East Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Leeds","G6","10","10","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Leeds","G7","30","30","51700","50750"
"In post","2021","Analysis","Intelligence Analysis","Leeds","HEO","10","10","30180","28970"
"In post","2021","Analysis","Intelligence Analysis","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Leeds","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Sefton","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Southampton","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Southampton","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Tower Hamlets","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Tower Hamlets","G7","10","10","57040","56360"
"In post","2021","Analysis","Intelligence Analysis","Tower Hamlets","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Tower Hamlets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Tower Hamlets","SEO","10","10","44680","43880"
"In post","2021","Analysis","Intelligence Analysis","Westminster","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Westminster","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Westminster","G6","50","45","66920","66230"
"In post","2021","Analysis","Intelligence Analysis","Westminster","G7","95","95","54350","53360"
"In post","2021","Analysis","Intelligence Analysis","Westminster","HEO","20","20","32970","32790"
"In post","2021","Analysis","Intelligence Analysis","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Westminster","SEO","10","10","42230","41940"
"In post","2021","Analysis","Intelligence Analysis","Wiltshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Wiltshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","York","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","York","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Bristol, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Bristol, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Cardiff and Vale of Glamorgan","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Central Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Flintshire and Wrexham","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Flintshire and Wrexham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Leeds","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Nottingham","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Nottingham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Nottingham","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Plymouth","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Staffordshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Swansea","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Tower Hamlets","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Tower Hamlets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Westminster","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Westminster","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Westminster","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Westminster","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Westminster","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Wiltshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Berkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Berkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Camden and City of London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Camden and City of London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Camden and City of London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Camden and City of London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Central Hampshire","G7","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Central Hampshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Central Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Cheshire East","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Croydon","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Devon CC","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Devon CC","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Hackney and Newham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Leeds","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Leeds","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Liverpool","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Liverpool","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Mid Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Monmouthshire and Newport","AO","15","15","19360","19520"
"In post","2021","Analysis","Operational Delivery","Monmouthshire and Newport","EO","105","90","24380","24240"
"In post","2021","Analysis","Operational Delivery","Monmouthshire and Newport","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Monmouthshire and Newport","G7","20","20","49870","49100"
"In post","2021","Analysis","Operational Delivery","Monmouthshire and Newport","HEO","105","100","30280","29540"
"In post","2021","Analysis","Operational Delivery","Monmouthshire and Newport","SEO","80","80","36730","36030"
"In post","2021","Analysis","Operational Delivery","Sefton","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Sefton","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Sefton","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Sefton","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Sheffield","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Somerset","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South Hampshire","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South Hampshire","EO","30","30","23920","23050"
"In post","2021","Analysis","Operational Delivery","South Hampshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South Hampshire","HEO","30","30","30100","29540"
"In post","2021","Analysis","Operational Delivery","South Hampshire","SEO","15","15","36250","36030"
"In post","2021","Analysis","Operational Delivery","Staffordshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Tower Hamlets","EO","10","10","26780","26410"
"In post","2021","Analysis","Operational Delivery","Tower Hamlets","G7","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Tower Hamlets","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Tower Hamlets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Tyneside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Tyneside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Tyneside","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","West Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Westminster","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Westminster","EO","10","10","28830","27810"
"In post","2021","Analysis","Operational Delivery","Westminster","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Westminster","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Westminster","HEO","20","20","34160","32540"
"In post","2021","Analysis","Operational Delivery","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Westminster","SEO","10","10","[c]","[c]"
