"Status","Year","Organisation","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","London","Male","90","90","45330","43750"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","Outside London","Female","30","30","28040","22360"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","Female","50","50","25340","21050"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","Male","35","35","31950","29800"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","City of Edinburgh","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","City of Edinburgh","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","Female","30","30","33240","27850"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","Female","135","125","26050","21050"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","Male","75","70","29510","24920"
"In post","2021","Animal and Plant Health Agency","Dorset CC","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Outside London","Female","100","95","25540","21050"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Outside London","Male","55","55","25810","21050"
"In post","2021","Animal and Plant Health Agency","East Kent","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","Female","40","35","31270","29710"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Outside London","Female","50","40","26390","21050"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","London","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","London","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","Female","30","30","31620","31460"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","Male","40","35","33280","31750"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Outside London","Female","50","45","29720","25190"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Outside London","Female","65","60","29700","28100"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Outside London","Male","60","55","33410","29530"
"In post","2021","Animal and Plant Health Agency","Northumberland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","Outside London","Female","90","85","27520","25100"
"In post","2021","Animal and Plant Health Agency","South West Wales","Outside London","Male","55","50","29110","25260"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Outside London","Female","40","35","25130","21050"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","Outside London","Male","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","Outside London","Female","330","310","31740","28430"
"In post","2021","Animal and Plant Health Agency","West Surrey","Outside London","Male","230","225","35350","32560"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","London","Female","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","Outside London","Female","100","90","27580","25260"
"In post","2021","Animal and Plant Health Agency","Worcestershire","Outside London","Male","65","60","33280","31440"
"In post","2021","Animal and Plant Health Agency","York","Outside London","Female","35","35","23020","21050"
"In post","2021","Animal and Plant Health Agency","York","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","London","Female","30","25","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","London","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Belfast","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Belfast","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Blackpool","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Blackpool","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bradford","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bradford","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Brighton and Hove","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Brighton and Hove","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","Outside London","Female","35","30","39300","37300"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","Outside London","Male","30","30","47420","49700"
"In post","2021","Cabinet Office (excl. agencies)","Buckinghamshire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Buckinghamshire CC","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cambridgeshire CC","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cambridgeshire CC","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Camden and City of London","London","Female","40","35","50970","54700"
"In post","2021","Cabinet Office (excl. agencies)","Camden and City of London","London","Male","60","55","56290","56340"
"In post","2021","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Central Hampshire","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Central Hampshire","Outside London","Male","25","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","City of Edinburgh","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","City of Edinburgh","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Coventry","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Coventry","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Croydon","London","Female","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Croydon","London","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Darlington","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Darlington","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset CC","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Merseyside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Glasgow City","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Glasgow City","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester South East","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester South East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester South West","Outside London","Female","100","95","44200","38410"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester South West","Outside London","Male","70","70","46580","49700"
"In post","2021","Cabinet Office (excl. agencies)","Hackney and Newham","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hackney and Newham","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Harrow and Hillingdon","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Harrow and Hillingdon","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lambeth","London","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lambeth","London","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancaster and Wyre","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancaster and Wyre","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Leeds","Outside London","Female","105","100","47700","40250"
"In post","2021","Cabinet Office (excl. agencies)","Leeds","Outside London","Male","85","80","46360","40250"
"In post","2021","Cabinet Office (excl. agencies)","Lewisham and Southwark","London","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lewisham and Southwark","London","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Liverpool","Outside London","Female","60","55","46930","49700"
"In post","2021","Cabinet Office (excl. agencies)","Liverpool","Outside London","Male","65","65","51310","49700"
"In post","2021","Cabinet Office (excl. agencies)","Manchester","Outside London","Female","55","55","42720","33300"
"In post","2021","Cabinet Office (excl. agencies)","Manchester","Outside London","Male","40","40","51340","49700"
"In post","2021","Cabinet Office (excl. agencies)","Medway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Medway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Mid Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Mid Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Milton Keynes","Outside London","Female","50","45","28550","26670"
"In post","2021","Cabinet Office (excl. agencies)","Milton Keynes","Outside London","Male","40","40","31660","33300"
"In post","2021","Cabinet Office (excl. agencies)","Monmouthshire and Newport","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Monmouthshire and Newport","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North Hampshire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North Hampshire","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Norwich and East Norfolk","Outside London","Female","50","45","45630","39370"
"In post","2021","Cabinet Office (excl. agencies)","Norwich and East Norfolk","Outside London","Male","45","45","46660","49700"
"In post","2021","Cabinet Office (excl. agencies)","Nottingham","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Nottingham","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Oxfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Oxfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Peterborough","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Peterborough","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Plymouth","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Plymouth","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Portsmouth","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Portsmouth","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Sefton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Sefton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Sheffield","Outside London","Female","55","55","46160","40160"
"In post","2021","Cabinet Office (excl. agencies)","Sheffield","Outside London","Male","45","45","48050","49700"
"In post","2021","Cabinet Office (excl. agencies)","South Hampshire","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Hampshire","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Lanarkshire","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Lanarkshire","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Teesside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Teesside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Suffolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Suffolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Swansea","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Swansea","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Telford and Wrekin","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Telford and Wrekin","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tower Hamlets","London","Female","435","425","48900","54700"
"In post","2021","Cabinet Office (excl. agencies)","Tower Hamlets","London","Male","435","430","54470","54700"
"In post","2021","Cabinet Office (excl. agencies)","Tyneside","Outside London","Female","250","225","27650","23850"
"In post","2021","Cabinet Office (excl. agencies)","Tyneside","Outside London","Male","155","150","29760","23850"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Female","325","320","36050","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Male","275","275","36480","32000"
"In post","2021","Cabinet Office (excl. agencies)","Warrington","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Warrington","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
