"Status","Year","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Merseyside","Outside London","Female","11680","10255","27840","25310"
"In post","2021","Merseyside","Outside London","Male","7805","7500","29930","26300"
"In post","2021","North Eastern Scotland","Outside London","Female","925","845","32400","27570"
"In post","2021","North Eastern Scotland","Outside London","Male","940","910","39900","33650"
"In post","2021","North Yorkshire","Outside London","Female","2460","2265","33340","28590"
"In post","2021","North Yorkshire","Outside London","Male","2265","2205","33670","29930"
"In post","2021","Northern Ireland","Outside London","Female","1755","1590","28400","25560"
"In post","2021","Northern Ireland","Outside London","Male","2060","2005","27630","24890"
"In post","2021","Northumberland and Tyne and Wear","Outside London","Female","12675","10805","27240","25560"
"In post","2021","Northumberland and Tyne and Wear","Outside London","Male","8695","8325","29850","25860"
"In post","2021","Outer London - East and North East","London","Female","2270","2060","29870","31060"
"In post","2021","Outer London - East and North East","London","Male","1515","1475","31820","31060"
"In post","2021","Outer London - South","London","Female","6085","5620","35960","31060"
"In post","2021","Outer London - South","London","Male","4655","4560","39570","35200"
"In post","2021","Outer London - West and North West","London","Female","4955","4525","32730","31060"
"In post","2021","Outer London - West and North West","London","Male","4110","3895","33920","31060"
"In post","2021","Overseas","Overseas","Female","1500","1490","49160","46620"
"In post","2021","Overseas","Overseas","Male","2255","2250","50540","50430"
"In post","2021","Shropshire and Staffordshire","Outside London","Female","4535","4095","28900","27130"
"In post","2021","Shropshire and Staffordshire","Outside London","Male","3770","3645","31030","27570"
"In post","2021","South Yorkshire","Outside London","Female","5720","5010","30330","27570"
"In post","2021","South Yorkshire","Outside London","Male","4210","4060","32810","27670"
"In post","2021","Southern Scotland","Outside London","Female","3500","3040","28710","26120"
"In post","2021","Southern Scotland","Outside London","Male","2520","2400","30410","27570"
"In post","2021","Surrey, East and West Sussex","Outside London","Female","4705","4185","29770","27570"
"In post","2021","Surrey, East and West Sussex","Outside London","Male","3600","3420","31540","28350"
"In post","2021","Tees Valley and Durham","Outside London","Female","5375","4710","27150","25310"
"In post","2021","Tees Valley and Durham","Outside London","Male","3870","3665","28940","27150"
"In post","2021","Unknown","Unknown","Female","1200","1130","33020","29250"
"In post","2021","Unknown","Unknown","Male","2530","2515","36930","32700"
"In post","2021","West Central Scotland","Outside London","Female","9495","8465","29630","26550"
"In post","2021","West Central Scotland","Outside London","Male","8420","8090","31770","27570"
"In post","2021","West Midlands","Outside London","Female","10815","9650","29870","27570"
"In post","2021","West Midlands","Outside London","Male","7385","7155","32190","27570"
"In post","2021","West Wales and The Valleys","Outside London","Female","9680","8400","27380","23830"
"In post","2021","West Wales and The Valleys","Outside London","Male","6035","5795","30720","26780"
"In post","2021","West Yorkshire","Outside London","Female","9560","8550","30760","27570"
"In post","2021","West Yorkshire","Outside London","Male","7690","7420","32190","27570"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Outside London","Female","245","[c]","26440","24570"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Outside London","Male","205","[c]","32030","26970"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","330","[c]","29980","24540"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","390","[c]","33350","29930"
"Leaver CS","2021","Cheshire","Outside London","Female","115","[c]","25690","21010"
"Leaver CS","2021","Cheshire","Outside London","Male","85","[c]","32770","27570"
"Leaver CS","2021","Cornwall and Isles of Scilly","Outside London","Female","50","[c]","27080","24910"
"Leaver CS","2021","Cornwall and Isles of Scilly","Outside London","Male","45","[c]","26960","22500"
"Leaver CS","2021","Cumbria","Outside London","Female","55","[c]","26100","21350"
"Leaver CS","2021","Cumbria","Outside London","Male","65","[c]","26410","21050"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Outside London","Female","350","[c]","26060","21640"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Outside London","Male","280","[c]","28700","25500"
"Leaver CS","2021","Devon","Outside London","Female","275","[c]","25870","21100"
"Leaver CS","2021","Devon","Outside London","Male","335","[c]","27100","24230"
"Leaver CS","2021","Dorset and Somerset","Outside London","Female","145","[c]","26090","25190"
"Leaver CS","2021","Dorset and Somerset","Outside London","Male","200","[c]","31700","29280"
"Leaver CS","2021","East Anglia","Outside London","Female","510","[c]","28020","24920"
"Leaver CS","2021","East Anglia","Outside London","Male","480","[c]","33860","27570"
"Leaver CS","2021","East Wales","Outside London","Female","620","[c]","30780","24500"
"Leaver CS","2021","East Wales","Outside London","Male","565","[c]","34310","28850"
"Leaver CS","2021","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Outside London","Female","230","[c]","25670","24620"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Outside London","Male","225","[c]","30000","26930"
"Leaver CS","2021","Eastern Scotland","Outside London","Female","580","[c]","32590","26890"
"Leaver CS","2021","Eastern Scotland","Outside London","Male","540","[c]","35900","32430"
"Leaver CS","2021","Essex","Outside London","Female","200","[c]","28390","25260"
"Leaver CS","2021","Essex","Outside London","Male","140","[c]","30550","27320"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","645","[c]","31070","27130"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","765","[c]","37390","33300"
"Leaver CS","2021","Greater Manchester","Outside London","Female","530","[c]","29400","25100"
"Leaver CS","2021","Greater Manchester","Outside London","Male","425","[c]","30940","26780"
"Leaver CS","2021","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Outside London","Female","385","[c]","27170","23540"
"Leaver CS","2021","Hampshire and Isle of Wight","Outside London","Male","475","[c]","31750","28530"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","140","[c]","23910","21270"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","130","[c]","25550","24730"
"Leaver CS","2021","Highlands and Islands","Outside London","Female","40","[c]","28940","22920"
"Leaver CS","2021","Highlands and Islands","Outside London","Male","55","[c]","28430","26530"
"Leaver CS","2021","Inner London - East","London","Female","495","[c]","39220","32200"
"Leaver CS","2021","Inner London - East","London","Male","445","[c]","43280","34270"
"Leaver CS","2021","Inner London - East","London","Unknown","80","[c]","47320","40450"
"Leaver CS","2021","Inner London - West","London","Female","1550","[c]","42240","35000"
"Leaver CS","2021","Inner London - West","London","Male","1525","[c]","45970","39250"
"Leaver CS","2021","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Outside London","Female","295","[c]","26420","24900"
"Leaver CS","2021","Kent","Outside London","Male","260","[c]","27150","26210"
"Leaver CS","2021","Lancashire","Outside London","Female","390","[c]","25360","21010"
"Leaver CS","2021","Lancashire","Outside London","Male","325","[c]","27590","21090"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Outside London","Female","390","[c]","25290","21010"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Outside London","Male","250","[c]","27090","26890"
"Leaver CS","2021","Lincolnshire","Outside London","Female","140","[c]","27750","26500"
"Leaver CS","2021","Lincolnshire","Outside London","Male","185","[c]","29650","29930"
"Leaver CS","2021","Merseyside","Outside London","Female","460","[c]","27040","23470"
"Leaver CS","2021","Merseyside","Outside London","Male","305","[c]","28530","24980"
"Leaver CS","2021","North Eastern Scotland","Outside London","Female","65","[c]","29600","26890"
"Leaver CS","2021","North Eastern Scotland","Outside London","Male","85","[c]","38380","31400"
"Leaver CS","2021","North Yorkshire","Outside London","Female","135","[c]","31640","26220"
"Leaver CS","2021","North Yorkshire","Outside London","Male","120","[c]","36310","32430"
"Leaver CS","2021","Northern Ireland","Outside London","Female","110","[c]","27390","22330"
"Leaver CS","2021","Northern Ireland","Outside London","Male","90","[c]","27540","21430"
"Leaver CS","2021","Northumberland and Tyne and Wear","Outside London","Female","640","[c]","25990","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","Outside London","Male","425","[c]","27050","21010"
"Leaver CS","2021","Outer London - East and North East","London","Female","130","[c]","28710","30330"
"Leaver CS","2021","Outer London - East and North East","London","Male","95","[c]","30680","31060"
"Leaver CS","2021","Outer London - South","London","Female","235","[c]","32800","28810"
"Leaver CS","2021","Outer London - South","London","Male","205","[c]","37780","31060"
"Leaver CS","2021","Outer London - West and North West","London","Female","310","[c]","31930","31060"
"Leaver CS","2021","Outer London - West and North West","London","Male","250","[c]","34520","31060"
"Leaver CS","2021","Overseas","Overseas","Female","70","[c]","38340","36960"
"Leaver CS","2021","Overseas","Overseas","Male","65","[c]","47060","43210"
"Leaver CS","2021","Shropshire and Staffordshire","Outside London","Female","260","[c]","26880","23180"
"Leaver CS","2021","Shropshire and Staffordshire","Outside London","Male","245","[c]","29050","27130"
"Leaver CS","2021","South Yorkshire","Outside London","Female","375","[c]","27790","24890"
"Leaver CS","2021","South Yorkshire","Outside London","Male","260","[c]","30780","25500"
"Leaver CS","2021","South Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Outside London","Female","140","[c]","29240","26550"
"Leaver CS","2021","Southern Scotland","Outside London","Male","120","[c]","30300","27570"
"Leaver CS","2021","Surrey, East and West Sussex","Outside London","Female","290","[c]","29370","24510"
"Leaver CS","2021","Surrey, East and West Sussex","Outside London","Male","260","[c]","30320","27570"
"Leaver CS","2021","Tees Valley and Durham","Outside London","Female","360","[c]","25590","21430"
"Leaver CS","2021","Tees Valley and Durham","Outside London","Male","250","[c]","30000","22350"
"Leaver CS","2021","Tees Valley and Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","330","[c]","38110","28000"
"Leaver CS","2021","Unknown","Unknown","Male","365","[c]","41480","32700"
"Leaver CS","2021","West Central Scotland","Outside London","Female","375","[c]","28780","24110"
"Leaver CS","2021","West Central Scotland","Outside London","Male","340","[c]","32030","27570"
"Leaver CS","2021","West Midlands","Outside London","Female","680","[c]","30690","26000"
"Leaver CS","2021","West Midlands","Outside London","Male","415","[c]","34020","26120"
"Leaver CS","2021","West Wales and The Valleys","Outside London","Female","405","[c]","24950","21590"
"Leaver CS","2021","West Wales and The Valleys","Outside London","Male","370","[c]","27740","21590"
"Leaver CS","2021","West Yorkshire","Outside London","Female","545","[c]","28290","26120"
"Leaver CS","2021","West Yorkshire","Outside London","Male","430","[c]","31590","27570"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Outside London","Female","110","[c]","26890","24000"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Outside London","Male","80","[c]","30020","22570"
"Leaver Dept.","2021","Devon","Outside London","Female","55","[c]","25570","21600"
"Leaver Dept.","2021","Devon","Outside London","Male","40","[c]","29760","25190"
"Leaver Dept.","2021","Dorset and Somerset","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Outside London","Female","65","[c]","31120","29580"
"Leaver Dept.","2021","East Anglia","Outside London","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Outside London","Female","215","[c]","32270","29540"
"Leaver Dept.","2021","East Wales","Outside London","Male","185","[c]","37180","36030"
"Leaver Dept.","2021","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Outside London","Female","120","[c]","31910","27570"
"Leaver Dept.","2021","Eastern Scotland","Outside London","Male","85","[c]","31690","27570"
"Leaver Dept.","2021","Essex","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","325","[c]","35110","31950"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","345","[c]","35920","32710"
"Leaver Dept.","2021","Greater Manchester","Outside London","Female","235","[c]","29630","27570"
"Leaver Dept.","2021","Greater Manchester","Outside London","Male","215","[c]","29380","27570"
"Leaver Dept.","2021","Hampshire and Isle of Wight","Outside London","Female","110","[c]","31890","29200"
"Leaver Dept.","2021","Hampshire and Isle of Wight","Outside London","Male","75","[c]","36340","28650"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","London","Female","235","[c]","44340","37580"
"Leaver Dept.","2021","Inner London - East","London","Male","225","[c]","45960","41010"
"Leaver Dept.","2021","Inner London - East","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","London","Female","2480","[c]","44600","39340"
"Leaver Dept.","2021","Inner London - West","London","Male","1995","[c]","44740","39420"
"Leaver Dept.","2021","Kent","Outside London","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Outside London","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Outside London","Female","100","[c]","31020","27570"
"Leaver Dept.","2021","Lancashire","Outside London","Male","95","[c]","32680","27570"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Outside London","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Outside London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Outside London","Female","210","[c]","29260","25130"
"Leaver Dept.","2021","Merseyside","Outside London","Male","145","[c]","28820","24890"
"Leaver Dept.","2021","North Eastern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Outside London","Female","60","[c]","36970","33300"
"Leaver Dept.","2021","North Yorkshire","Outside London","Male","45","[c]","34460","30170"
"Leaver Dept.","2021","Northern Ireland","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Outside London","Female","275","[c]","27240","24280"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Outside London","Male","180","[c]","29040","27570"
"Leaver Dept.","2021","Outer London - East and North East","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","London","Female","125","[c]","39470","34400"
"Leaver Dept.","2021","Outer London - South","London","Male","110","[c]","38660","33960"
"Leaver Dept.","2021","Outer London - West and North West","London","Female","65","[c]","32870","31060"
"Leaver Dept.","2021","Outer London - West and North West","London","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Female","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Male","65","[c]","52710","53400"
"Leaver Dept.","2021","Shropshire and Staffordshire","Outside London","Female","55","[c]","25400","21170"
"Leaver Dept.","2021","Shropshire and Staffordshire","Outside London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Outside London","Female","95","[c]","33690","30830"
"Leaver Dept.","2021","South Yorkshire","Outside London","Male","65","[c]","35190","32300"
"Leaver Dept.","2021","Southern Scotland","Outside London","Female","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Outside London","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Outside London","Female","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Outside London","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Outside London","Female","100","[c]","26130","24300"
"Leaver Dept.","2021","Tees Valley and Durham","Outside London","Male","55","[c]","26390","24700"
"Leaver Dept.","2021","Unknown","Unknown","Female","385","[c]","34820","32000"
"Leaver Dept.","2021","Unknown","Unknown","Male","320","[c]","36500","32000"
"Leaver Dept.","2021","West Central Scotland","Outside London","Female","170","[c]","27340","25860"
"Leaver Dept.","2021","West Central Scotland","Outside London","Male","135","[c]","27800","27140"
"Leaver Dept.","2021","West Midlands","Outside London","Female","225","[c]","28280","24570"
"Leaver Dept.","2021","West Midlands","Outside London","Male","175","[c]","28860","24410"
"Leaver Dept.","2021","West Wales and The Valleys","Outside London","Female","105","[c]","27430","26030"
"Leaver Dept.","2021","West Wales and The Valleys","Outside London","Male","85","[c]","30100","26590"
"Leaver Dept.","2021","West Yorkshire","Outside London","Female","190","[c]","31690","27570"
"Leaver Dept.","2021","West Yorkshire","Outside London","Male","155","[c]","33210","30280"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Outside London","Female","485","[c]","26440","27570"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Outside London","Male","335","[c]","27920","27850"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","680","[c]","27830","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","575","[c]","29820","27570"
"New entrant CS","2021","Cheshire","Outside London","Female","360","[c]","27350","27570"
"New entrant CS","2021","Cheshire","Outside London","Male","310","[c]","28320","27570"
"New entrant CS","2021","Cornwall and Isles of Scilly","Outside London","Female","95","[c]","27090","27570"
"New entrant CS","2021","Cornwall and Isles of Scilly","Outside London","Male","85","[c]","26950","26350"
"New entrant CS","2021","Cumbria","Outside London","Female","60","[c]","25520","21050"
"New entrant CS","2021","Cumbria","Outside London","Male","85","[c]","30220","24920"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Outside London","Female","760","[c]","26710","25560"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Outside London","Male","550","[c]","28070","25560"
"New entrant CS","2021","Devon","Outside London","Female","545","[c]","25610","22350"
"New entrant CS","2021","Devon","Outside London","Male","520","[c]","26960","24150"
"New entrant CS","2021","Dorset and Somerset","Outside London","Female","260","[c]","25530","22920"
"New entrant CS","2021","Dorset and Somerset","Outside London","Male","260","[c]","25710","24810"
"New entrant CS","2021","East Anglia","Outside London","Female","765","[c]","25960","25010"
"New entrant CS","2021","East Anglia","Outside London","Male","650","[c]","27610","26580"
"New entrant CS","2021","East Wales","Outside London","Female","1010","[c]","26370","23320"
"New entrant CS","2021","East Wales","Outside London","Male","910","[c]","27250","23050"
"New entrant CS","2021","East Wales","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Outside London","Female","215","[c]","24020","22850"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Outside London","Male","225","[c]","25150","23990"
"New entrant CS","2021","Eastern Scotland","Outside London","Female","1170","[c]","28920","26160"
"New entrant CS","2021","Eastern Scotland","Outside London","Male","920","[c]","28830","25140"
"New entrant CS","2021","Essex","Outside London","Female","495","[c]","27330","29290"
"New entrant CS","2021","Essex","Outside London","Male","295","[c]","28120","28030"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","1710","[c]","28770","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","1500","[c]","32150","27570"
"New entrant CS","2021","Greater Manchester","Outside London","Female","1410","[c]","27100","25560"
"New entrant CS","2021","Greater Manchester","Outside London","Male","1265","[c]","28920","26340"
"New entrant CS","2021","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Outside London","Female","995","[c]","27730","26670"
"New entrant CS","2021","Hampshire and Isle of Wight","Outside London","Male","865","[c]","29760","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","225","[c]","24870","22850"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","180","[c]","26520","22850"
"New entrant CS","2021","Highlands and Islands","Outside London","Female","105","[c]","25260","25140"
"New entrant CS","2021","Highlands and Islands","Outside London","Male","100","[c]","24980","21010"
"New entrant CS","2021","Inner London - East","London","Female","2000","[c]","34280","31060"
"New entrant CS","2021","Inner London - East","London","Male","1320","[c]","37140","31060"
"New entrant CS","2021","Inner London - East","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","London","Female","4645","[c]","36410","32560"
"New entrant CS","2021","Inner London - West","London","Male","3675","[c]","39230","33570"
"New entrant CS","2021","Inner London - West","London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Outside London","Female","625","[c]","26740","27850"
"New entrant CS","2021","Kent","Outside London","Male","520","[c]","26700","27850"
"New entrant CS","2021","Lancashire","Outside London","Female","675","[c]","23480","21010"
"New entrant CS","2021","Lancashire","Outside London","Male","615","[c]","23600","21010"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Outside London","Female","505","[c]","24370","22920"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Outside London","Male","375","[c]","24930","22850"
"New entrant CS","2021","Lincolnshire","Outside London","Female","135","[c]","26110","25000"
"New entrant CS","2021","Lincolnshire","Outside London","Male","150","[c]","27460","26350"
"New entrant CS","2021","Merseyside","Outside London","Female","700","[c]","25260","22350"
"New entrant CS","2021","Merseyside","Outside London","Male","540","[c]","27320","24440"
"New entrant CS","2021","North Eastern Scotland","Outside London","Female","100","[c]","27510","26750"
"New entrant CS","2021","North Eastern Scotland","Outside London","Male","90","[c]","28560","27570"
"New entrant CS","2021","North Yorkshire","Outside London","Female","300","[c]","29530","26370"
"New entrant CS","2021","North Yorkshire","Outside London","Male","255","[c]","29680","27570"
"New entrant CS","2021","Northern Ireland","Outside London","Female","155","[c]","24540","20140"
"New entrant CS","2021","Northern Ireland","Outside London","Male","200","[c]","23870","20140"
