"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Analysis","Economics","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","SEO/HEO","Female","35","[c]","38340","37770"
"Leaver Dept.","2021","Commercial","Commercial","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Science and Engineering","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Science and Engineering","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","SEO/HEO","Female","50","[c]","37580","37960"
"Leaver Dept.","2021","Communications","Communications","SEO/HEO","Male","30","[c]","38990","38550"
"Leaver Dept.","2021","Communications","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","Male","30","[c]","38360","37850"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","G6/G7","Female","35","[c]","59080","58130"
"Leaver Dept.","2021","Finance","Finance","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","SEO/HEO","Female","30","[c]","39770","37560"
"Leaver Dept.","2021","Finance","Finance","SEO/HEO","Male","30","[c]","39950","40480"
"Leaver Dept.","2021","Finance","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","G6/G7","Female","45","[c]","57020","56860"
"Leaver Dept.","2021","Human Resources","Human Resources","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","SEO/HEO","Female","85","[c]","35230","33640"
"Leaver Dept.","2021","Human Resources","Human Resources","SEO/HEO","Male","50","[c]","37080","36030"
"Leaver Dept.","2021","Human Resources","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
