"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","No function","International Trade","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","London","G7","10","[c]","50070","51710"
"New entrant CS","2021","No function","International Trade","London","HEO","50","[c]","32050","31800"
"New entrant CS","2021","No function","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","London","SEO","15","[c]","38760","38160"
"New entrant CS","2021","No function","International Trade","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","Outside London","HEO","15","[c]","31620","31800"
"New entrant CS","2021","No function","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","London","HEO","10","[c]","31220","31800"
"New entrant CS","2021","No function","Knowledge and Information Management","London","SEO","10","[c]","39960","40070"
"New entrant CS","2021","No function","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","Outside London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","London","SCS level","30","[c]","91720","84670"
"New entrant CS","2021","No function","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","Outside London","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","Outside London","HEO","10","[c]","34820","34700"
"New entrant CS","2021","No function","Medicine","Outside London","SCS level","30","[c]","93910","82100"
"New entrant CS","2021","No function","Medicine","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","London","AA","220","[c]","21450","20300"
"New entrant CS","2021","No function","Operational Delivery","London","AO","1025","[c]","25140","22680"
"New entrant CS","2021","No function","Operational Delivery","London","EO","575","[c]","28680","27130"
"New entrant CS","2021","No function","Operational Delivery","London","G6","40","[c]","67860","66290"
"New entrant CS","2021","No function","Operational Delivery","London","G7","125","[c]","54730","53120"
"New entrant CS","2021","No function","Operational Delivery","London","HEO","395","[c]","33880","32330"
"New entrant CS","2021","No function","Operational Delivery","London","SCS level","10","[c]","96950","89400"
"New entrant CS","2021","No function","Operational Delivery","London","SEO","250","[c]","40250","40070"
"New entrant CS","2021","No function","Operational Delivery","London","Unknown","255","[c]","26280","26810"
"New entrant CS","2021","No function","Operational Delivery","Outside London","AA","1550","[c]","19540","20600"
"New entrant CS","2021","No function","Operational Delivery","Outside London","AO","5275","[c]","22100","21590"
"New entrant CS","2021","No function","Operational Delivery","Outside London","EO","1385","[c]","26320","24920"
"New entrant CS","2021","No function","Operational Delivery","Outside London","G6","20","[c]","66300","64520"
"New entrant CS","2021","No function","Operational Delivery","Outside London","G7","125","[c]","52390","51200"
"New entrant CS","2021","No function","Operational Delivery","Outside London","HEO","595","[c]","31790","30460"
"New entrant CS","2021","No function","Operational Delivery","Outside London","SCS level","20","[c]","106590","1e+05"
"New entrant CS","2021","No function","Operational Delivery","Outside London","SEO","325","[c]","38590","36690"
"New entrant CS","2021","No function","Operational Delivery","Outside London","Unknown","1170","[c]","22190","22920"
"New entrant CS","2021","No function","Operational Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","Unknown","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","London","AO","20","[c]","21130","19750"
"New entrant CS","2021","No function","Other","London","EO","75","[c]","26880","26250"
"New entrant CS","2021","No function","Other","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","London","G7","15","[c]","54660","52920"
"New entrant CS","2021","No function","Other","London","HEO","25","[c]","34710","34710"
"New entrant CS","2021","No function","Other","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","London","SEO","20","[c]","38530","39090"
"New entrant CS","2021","No function","Other","Outside London","AA","15","[c]","18700","18980"
"New entrant CS","2021","No function","Other","Outside London","AO","30","[c]","18750","18180"
"New entrant CS","2021","No function","Other","Outside London","EO","85","[c]","23510","23450"
"New entrant CS","2021","No function","Other","Outside London","G7","10","[c]","65990","68840"
"New entrant CS","2021","No function","Other","Outside London","HEO","30","[c]","32230","30950"
"New entrant CS","2021","No function","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","Outside London","SEO","15","[c]","39280","38160"
"New entrant CS","2021","No function","Planning","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning Inspectors","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Policy","London","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Policy","London","AO","45","[c]","22500","22920"
"New entrant CS","2021","No function","Policy","London","EO","385","[c]","26780","27270"
"New entrant CS","2021","No function","Policy","London","G6","70","[c]","67460","66230"
"New entrant CS","2021","No function","Policy","London","G7","300","[c]","54070","53360"
"New entrant CS","2021","No function","Policy","London","HEO","1125","[c]","33090","32940"
"New entrant CS","2021","No function","Policy","London","SCS level","45","[c]","94000","84070"
"New entrant CS","2021","No function","Policy","London","SEO","255","[c]","40250","40050"
"New entrant CS","2021","No function","Policy","Outside London","AO","10","[c]","20300","21050"
"New entrant CS","2021","No function","Policy","Outside London","EO","115","[c]","24240","24920"
"New entrant CS","2021","No function","Policy","Outside London","G6","30","[c]","62410","62400"
"New entrant CS","2021","No function","Policy","Outside London","G7","100","[c]","50540","49530"
"New entrant CS","2021","No function","Policy","Outside London","HEO","275","[c]","29920","29360"
"New entrant CS","2021","No function","Policy","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Policy","Outside London","SEO","140","[c]","36930","36500"
"New entrant CS","2021","No function","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","Outside London","AO","15","[c]","19860","19530"
"New entrant CS","2021","No function","Psychology","Outside London","EO","55","[c]","24810","24620"
"New entrant CS","2021","No function","Psychology","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","Outside London","HEO","40","[c]","28050","27700"
"New entrant CS","2021","No function","Psychology","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","London","AO","30","[c]","23910","23530"
"New entrant CS","2021","No function","Science and Engineering","London","EO","20","[c]","26820","26880"
"New entrant CS","2021","No function","Science and Engineering","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","London","G7","20","[c]","53150","52610"
"New entrant CS","2021","No function","Science and Engineering","London","HEO","65","[c]","32520","32330"
"New entrant CS","2021","No function","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","London","SEO","60","[c]","40460","40070"
"New entrant CS","2021","No function","Science and Engineering","Outside London","AA","35","[c]","17310","17180"
"New entrant CS","2021","No function","Science and Engineering","Outside London","AO","115","[c]","21600","21550"
"New entrant CS","2021","No function","Science and Engineering","Outside London","EO","130","[c]","25900","26370"
"New entrant CS","2021","No function","Science and Engineering","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","Outside London","G7","35","[c]","50010","48860"
"New entrant CS","2021","No function","Science and Engineering","Outside London","HEO","180","[c]","30160","29550"
"New entrant CS","2021","No function","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","Outside London","SEO","125","[c]","38690","38450"
"New entrant CS","2021","No function","Science and Engineering","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Statistics","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","London","EO","15","[c]","29570","29570"
"New entrant CS","2021","No function","Tax","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","London","HEO","40","[c]","36060","36160"
"New entrant CS","2021","No function","Tax","Outside London","AO","1405","[c]","20140","20140"
"New entrant CS","2021","No function","Tax","Outside London","EO","125","[c]","25260","25560"
"New entrant CS","2021","No function","Tax","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","Outside London","HEO","95","[c]","31810","31810"
"New entrant CS","2021","No function","Unknown","London","AO","50","[c]","23100","24120"
"New entrant CS","2021","No function","Unknown","London","EO","115","[c]","27760","27500"
"New entrant CS","2021","No function","Unknown","London","G6","20","[c]","66080","65000"
"New entrant CS","2021","No function","Unknown","London","G7","60","[c]","55390","54700"
"New entrant CS","2021","No function","Unknown","London","HEO","420","[c]","29370","28000"
"New entrant CS","2021","No function","Unknown","London","SCS level","20","[c]","93220","87000"
"New entrant CS","2021","No function","Unknown","London","SEO","20","[c]","41230","40600"
"New entrant CS","2021","No function","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Outside London","AO","175","[c]","20180","20140"
"New entrant CS","2021","No function","Unknown","Outside London","EO","30","[c]","24990","25560"
"New entrant CS","2021","No function","Unknown","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Outside London","HEO","140","[c]","28400","28000"
"New entrant CS","2021","No function","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","HEO","95","[c]","28470","28000"
"New entrant CS","2021","No function","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","Outside London","SEO","20","[c]","36880","35900"
"New entrant CS","2021","Project Delivery","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Outside London","HEO","10","[c]","31650","34000"
"New entrant CS","2021","Project Delivery","Commercial","Outside London","SEO","15","[c]","43210","44000"
"New entrant CS","2021","Project Delivery","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","Outside London","SEO","25","[c]","48690","50000"
"New entrant CS","2021","Project Delivery","Finance","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","G7","10","[c]","54910","54120"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","HEO","30","[c]","31530","31860"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","SEO","25","[c]","39570","39530"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","EO","20","[c]","22690","21170"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","HEO","15","[c]","29070","28900"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","SEO","15","[c]","35990","35290"
"New entrant CS","2021","Project Delivery","Other","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other","Outside London","EO","70","[c]","18970","19040"
"New entrant CS","2021","Project Delivery","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other","Outside London","G7","10","[c]","54000","54000"
"New entrant CS","2021","Project Delivery","Other","Outside London","HEO","35","[c]","26620","26000"
"New entrant CS","2021","Project Delivery","Other","Outside London","SEO","20","[c]","37890","38000"
"New entrant CS","2021","Project Delivery","Policy","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","London","HEO","10","[c]","33670","33570"
"New entrant CS","2021","Project Delivery","Policy","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","London","AO","10","[c]","23390","22760"
"New entrant CS","2021","Project Delivery","Project Delivery","London","EO","25","[c]","27880","27200"
"New entrant CS","2021","Project Delivery","Project Delivery","London","G6","15","[c]","67930","66120"
"New entrant CS","2021","Project Delivery","Project Delivery","London","G7","35","[c]","54810","54120"
"New entrant CS","2021","Project Delivery","Project Delivery","London","HEO","80","[c]","34170","34020"
"New entrant CS","2021","Project Delivery","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","London","SEO","50","[c]","42110","42050"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","AO","35","[c]","21450","20920"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","EO","180","[c]","24630","26180"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","G6","25","[c]","64100","64220"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","G7","90","[c]","51690","52580"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","HEO","200","[c]","31940","33000"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","SEO","210","[c]","39270","40000"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","Unknown","55","[c]","40080","40000"
"New entrant CS","2021","Project Delivery","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Outside London","G7","10","[c]","49860","49860"
"New entrant CS","2021","Project Delivery","Property","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Science and Engineering","Outside London","EO","100","[c]","22300","23890"
"New entrant CS","2021","Project Delivery","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Science and Engineering","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Science and Engineering","Outside London","HEO","40","[c]","31680","32300"
"New entrant CS","2021","Project Delivery","Science and Engineering","Outside London","SEO","45","[c]","42970","42000"
"New entrant CS","2021","Project Delivery","Science and Engineering","Outside London","Unknown","85","[c]","31940","27540"
"New entrant CS","2021","Project Delivery","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Tax","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","London","SCS level","10","[c]","100180","105000"
"New entrant CS","2021","Project Delivery","Unknown","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Digital, Data and Technology","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Digital, Data and Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Knowledge and Information Management","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","Outside London","AO","125","[c]","20840","20880"
"New entrant CS","2021","Property","Operational Delivery","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other","Outside London","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other","Outside London","AO","20","[c]","26400","26440"
"New entrant CS","2021","Property","Other","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","London","EO","20","[c]","27900","27880"
"New entrant CS","2021","Property","Property","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","London","SEO","10","[c]","42600","43340"
"New entrant CS","2021","Property","Property","Outside London","AA","50","[c]","18240","18760"
"New entrant CS","2021","Property","Property","Outside London","AO","20","[c]","20920","20920"
