"Status","Year","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","HM Courts and Tribunals Service","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Digital, Data and Technology","South West (England)","25","[c]","31480","31740"
"Leaver CS","2021","HM Land Registry","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Legal","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Operational Delivery","East Midlands (England)","25","[c]","25620","22350"
"Leaver CS","2021","HM Land Registry","Operational Delivery","East of England","10","[c]","29340","27130"
"Leaver CS","2021","HM Land Registry","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Operational Delivery","North East (England)","25","[c]","25570","22350"
"Leaver CS","2021","HM Land Registry","Operational Delivery","North West (England)","40","[c]","27260","27130"
"Leaver CS","2021","HM Land Registry","Operational Delivery","South West (England)","35","[c]","30290","27130"
"Leaver CS","2021","HM Land Registry","Operational Delivery","Wales","20","[c]","25400","24480"
"Leaver CS","2021","HM Land Registry","Operational Delivery","West Midlands (England)","20","[c]","26080","27130"
"Leaver CS","2021","HM Land Registry","Operational Delivery","Yorkshire and The Humber","20","[c]","29280","27130"
"Leaver CS","2021","HM Land Registry","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Operational Delivery","East Midlands (England)","370","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Operational Delivery","East of England","430","[c]","30310","29440"
"Leaver CS","2021","HM Prison and Probation Service","Operational Delivery","London","385","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Operational Delivery","North East (England)","180","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Operational Delivery","North West (England)","425","[c]","38650","34340"
"Leaver CS","2021","HM Prison and Probation Service","Operational Delivery","South East (England)","595","[c]","27920","30160"
"Leaver CS","2021","HM Prison and Probation Service","Operational Delivery","South West (England)","280","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Operational Delivery","Wales","205","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Operational Delivery","West Midlands (England)","345","[c]","27810","23600"
"Leaver CS","2021","HM Prison and Probation Service","Operational Delivery","Yorkshire and The Humber","430","[c]","33700","30230"
"Leaver CS","2021","HM Prison and Probation Service","Policy","London","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Psychology","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Psychology","East of England","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Psychology","London","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Psychology","North West (England)","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Psychology","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Psychology","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Psychology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Psychology","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Psychology","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Unknown","East Midlands (England)","35","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Unknown","East of England","35","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Unknown","London","35","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Unknown","North East (England)","30","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Unknown","North West (England)","40","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Unknown","South East (England)","55","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Unknown","South West (England)","30","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Unknown","Wales","25","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Unknown","West Midlands (England)","20","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Unknown","Yorkshire and The Humber","30","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","365","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","East of England","370","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","605","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","660","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","485","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","120","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","585","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South East (England)","210","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","130","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","330","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","530","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","435","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","610","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Economics","London","20","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Human Resources","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Policy","London","45","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","25","[c]","49300","47220"
"Leaver CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Intelligence Analysis","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Operational Delivery","East of England","35","[c]","23620","21430"
"Leaver CS","2021","Home Office (incl. agencies)","Operational Delivery","London","140","[c]","32630","29080"
"Leaver CS","2021","Home Office (incl. agencies)","Operational Delivery","North East (England)","30","[c]","22350","21430"
"Leaver CS","2021","Home Office (incl. agencies)","Operational Delivery","North West (England)","115","[c]","23820","21430"
"Leaver CS","2021","Home Office (incl. agencies)","Operational Delivery","Northern Ireland","20","[c]","22340","21430"
"Leaver CS","2021","Home Office (incl. agencies)","Operational Delivery","Scotland","30","[c]","24590","22770"
"Leaver CS","2021","Home Office (incl. agencies)","Operational Delivery","South East (England)","60","[c]","26180","25990"
"Leaver CS","2021","Home Office (incl. agencies)","Operational Delivery","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Operational Delivery","Wales","25","[c]","24730","21430"
"Leaver CS","2021","Home Office (incl. agencies)","Operational Delivery","West Midlands (England)","15","[c]","24110","21430"
"Leaver CS","2021","Home Office (incl. agencies)","Operational Delivery","Yorkshire and The Humber","55","[c]","23910","21430"
"Leaver CS","2021","Home Office (incl. agencies)","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Other","London","60","[c]","32370","28650"
"Leaver CS","2021","Home Office (incl. agencies)","Other","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Other","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Other","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Policy","London","50","[c]","45160","41950"
"Leaver CS","2021","Home Office (incl. agencies)","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Project Delivery","London","25","[c]","50380","50560"
"Leaver CS","2021","Home Office (incl. agencies)","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","East of England","30","[c]","24590","24440"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","London","240","[c]","37650","28620"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","North East (England)","15","[c]","20210","21010"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","North West (England)","85","[c]","23790","21010"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","Northern Ireland","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","Scotland","20","[c]","25290","24110"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","South East (England)","40","[c]","26650","25340"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","West Midlands (England)","15","[c]","24390","24110"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","Yorkshire and The Humber","40","[c]","26040","24700"
"Leaver CS","2021","Insolvency Service","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Counter Fraud","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Digital, Data and Technology","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Operational Delivery","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Operational Delivery","North West (England)","10","[c]","25710","22220"
"Leaver CS","2021","Insolvency Service","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Operational Delivery","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Operational Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Operational Delivery","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Operational Delivery","North East (England)","10","[c]","19740","18880"
"Leaver CS","2021","Legal Aid Agency","Operational Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Digital, Data and Technology","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Operational Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Operational Delivery","Scotland","20","[c]","35530","31030"
"Leaver CS","2021","Maritime and Coastguard Agency","Operational Delivery","South East (England)","25","[c]","35350","31470"
"Leaver CS","2021","Maritime and Coastguard Agency","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Operational Delivery","Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Operational Delivery","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Policy","South East (England)","15","[c]","41600","39790"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","East of England","10","[c]","[c]","[c]"
