"Status","Year","Disability","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","Legal","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East Midlands (England)","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East Midlands (England)","AO","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East Midlands (England)","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East of England","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East of England","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East of England","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East of England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East of England","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","London","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","London","AO","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","London","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North East (England)","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North East (England)","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North East (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North West (England)","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North West (England)","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North West (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North West (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North West (England)","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Scotland","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Scotland","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South East (England)","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South East (England)","AO","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South East (England)","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South East (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South East (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South West (England)","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South West (England)","AO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South West (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South West (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South West (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Wales","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Wales","AO","50","[c]","20950","21590"
"Leaver CS","2021","Declared disabled","No function","Wales","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Wales","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","West Midlands (England)","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","West Midlands (England)","AO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","West Midlands (England)","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","West Midlands (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Yorkshire and The Humber","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Yorkshire and The Humber","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Yorkshire and The Humber","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Yorkshire and The Humber","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Yorkshire and The Humber","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South West (England)","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South West (England)","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South West (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","North East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
